Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.004155,8.214896,[19  7] ; [17 28],[13.18309859 12.81690141] ; [22.81690141 22.18309859],0
v1,1,0.012459,6.244412,[14 12] ; [11 34],[ 9.15492958 16.84507042] ; [15.84507042 29.15492958],0
s6,1,0.013323,6.125724,[16  9] ; [15 30],[11.07142857 13.92857143] ; [19.92857143 25.07142857],0
s4,1,0.017785,5.617191,[ 8 18] ; [ 4 41],[ 4.3943662 21.6056338] ; [ 7.6056338 37.3943662],0
a4,1,0.020197,5.394814,[ 7 19] ; [ 3 41],[ 3.71428571 22.28571429] ; [ 6.28571429 37.71428571],0
d4,1,0.032118,4.592178,[21  5] ; [25 20],[16.84507042  9.15492958] ; [29.15492958 15.84507042],0
p10,1,0.042629,4.110062,[16  9] ; [17 27],[11.95652174 13.04347826] ; [21.04347826 22.95652174],0
d1,1,0.044099,4.052783,[11 15] ; [ 9 36],[ 7.32394366 18.67605634] ; [12.67605634 32.32394366],0
n6,1,0.048492,3.892852,[21  5] ; [26 19],[17.21126761  8.78873239] ; [29.78873239 15.21126761],0
r3,1,0.062621,3.466576,[23  3] ; [31 14],[19.77464789  6.22535211] ; [34.22535211 10.77464789],0
p11,1,0.065635,3.388955,[18  8] ; [21 24],[14.28169014 11.71830986] ; [24.71830986 20.28169014],0
p7,1,0.070546,3.270281,[12 12] ; [12 31],[ 8.59701493 15.40298507] ; [15.40298507 27.59701493],0
s3,1,0.080975,3.045224,[14 12] ; [14 29],[10.55072464 15.44927536] ; [17.44927536 25.55072464],0
a7,1,0.088827,2.895503,[17  9] ; [20 25],[13.54929577 12.45070423] ; [23.45070423 21.54929577],0
v4,1,0.099805,2.708658,[22  4] ; [30 15],[19.04225352  6.95774648] ; [32.95774648 12.04225352],0
v3,1,0.114156,2.49572,[10 16] ; [ 9 34],[ 7.15942029 18.84057971] ; [11.84057971 31.15942029],0
s8,1,0.130299,2.288934,[ 8 18] ; [ 7 38],[ 5.49295775 20.50704225] ; [ 9.50704225 35.49295775],0
d3,1,0.132805,2.259409,[14 12] ; [16 29],[10.98591549 15.01408451] ; [19.01408451 25.98591549],0
b4,1,0.136465,2.217375,[18  8] ; [23 22],[15.01408451 10.98591549] ; [25.98591549 19.01408451],0
r1,1,0.14288,2.146662,[19  7] ; [25 20],[16.11267606  9.88732394] ; [27.88732394 17.11267606],0
b3,1,0.149554,2.076792,[1 9] ; [11 22],[2.79069767 7.20930233] ; [ 9.20930233 23.79069767],0
b2,1,0.149554,2.076792,[1 9] ; [11 22],[2.79069767 7.20930233] ; [ 9.20930233 23.79069767],0
a3,1,0.189245,1.723485,[13 13] ; [15 29],[10.4 15.6] ; [17.6 26.4],0
n4,1,0.242699,1.364846,[17  9] ; [23 22],[14.64788732 11.35211268] ; [25.35211268 19.64788732],0
