Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.074247,3.186532,[ 2 16] ; [4 6],[ 3.85714286 14.14285714] ; [2.14285714 7.85714286],0
s6,1,0.07558,3.157469,[ 5 14] ; [6 4],[ 7.20689655 11.79310345] ; [3.79310345 6.20689655],0
r3,1,0.089423,2.884737,[ 7 12] ; [7 3],[9.17241379 9.82758621] ; [4.82758621 5.17241379],0
n2,1,0.094264,2.8,[3 6] ; [4 1],[4.5 4.5] ; [2.5 2.5],0
v1,1,0.147569,2.097198,[ 3 16] ; [4 6],[ 4.5862069 14.4137931] ; [2.4137931 7.5862069],0
n4,1,0.153046,2.041629,[11  8] ; [3 7],[9.17241379 9.82758621] ; [4.82758621 5.17241379],0
p3,1,0.171857,1.866667,[ 6 12] ; [1 9],[ 4.5 13.5] ; [2.5 7.5],0
a4,1,0.196787,1.666063,[ 6 13] ; [1 9],[ 4.5862069 14.4137931] ; [2.4137931 7.5862069],0
v2,1,0.202156,1.626731,[ 5 14] ; [5 5],[ 6.55172414 12.44827586] ; [3.44827586 6.55172414],0
a6,1,0.233297,1.420648,[ 7 12] ; [6 4],[ 8.51724138 10.48275862] ; [4.48275862 5.51724138],0
p2,1,0.233297,1.420648,[ 7 12] ; [6 4],[ 8.51724138 10.48275862] ; [4.48275862 5.51724138],0
r1,1,0.233887,1.417064,[ 8 11] ; [2 8],[ 6.55172414 12.44827586] ; [3.44827586 6.55172414],0
p6,1,0.238821,1.38754,[ 2 15] ; [3 7],[ 3.14814815 13.85185185] ; [1.85185185 8.14814815],0
s2,1,0.277877,1.177444,[ 4 15] ; [4 6],[ 5.24137931 13.75862069] ; [2.75862069 7.24137931],0
p4,1,0.351425,0.868304,[ 7 12] ; [2 8],[ 5.89655172 13.10344828] ; [3.10344828 6.89655172],0
b5,1,0.359339,0.840201,[11  8] ; [4 6],[9.82758621 9.17241379] ; [5.17241379 4.82758621],0
d5,1,0.359339,0.840201,[11  8] ; [4 6],[9.82758621 9.17241379] ; [5.17241379 4.82758621],0
v4,1,0.359339,0.840201,[ 8 11] ; [6 4],[9.17241379 9.82758621] ; [4.82758621 5.17241379],0
n3,1,0.360387,0.836543,[5 4] ; [4 1],[5.78571429 3.21428571] ; [3.21428571 1.78571429],0
d2,1,0.448984,0.573216,[ 5 14] ; [4 6],[ 5.89655172 13.10344828] ; [3.10344828 6.89655172],0
n1,1,0.480478,0.497778,[2 7] ; [2 3],[2.57142857 6.42857143] ; [1.42857143 3.57142857],0
p10,1,0.481915,0.494526,[ 2 17] ; [2 8],[ 2.62068966 16.37931034] ; [1.37931034 8.62068966],0
u2,1,0.490168,0.476157,[5 7] ; [3 2],[5.64705882 6.35294118] ; [2.35294118 2.64705882],0
a5,1,0.507256,0.439724,[ 6 13] ; [2 8],[ 5.24137931 13.75862069] ; [2.75862069 7.24137931],0
b4,1,0.523094,0.407788,[11  8] ; [7 3],[11.79310345  7.20689655] ; [6.20689655 3.79310345],0
a3,1,0.56917,0.324074,[ 7 11] ; [5 5],[ 7.71428571 10.28571429] ; [4.28571429 5.71428571],0
u3,1,0.582493,0.302222,[4 8] ; [1 4],[3.52941176 8.47058824] ; [1.47058824 3.52941176],0
s7,1,0.606089,0.265909,[ 2 14] ; [2 8],[ 2.46153846 13.53846154] ; [1.53846154 8.46153846],0
s8,1,0.632305,0.228947,[ 1 18] ; [1 9],[ 1.31034483 17.68965517] ; [0.68965517 9.31034483],0
v3,1,0.667378,0.184684,[ 3 16] ; [1 9],[ 2.62068966 16.37931034] ; [1.37931034 8.62068966],0
n6,1,0.684498,0.165106,[ 8 11] ; [5 5],[ 8.51724138 10.48275862] ; [4.48275862 5.51724138],0
a7,1,0.684498,0.165106,[ 8 11] ; [5 5],[ 8.51724138 10.48275862] ; [4.48275862 5.51724138],0
d1,1,0.832894,0.044518,[ 5 14] ; [3 7],[ 5.24137931 13.75862069] ; [2.75862069 7.24137931],0
s3,1,0.856395,0.032749,[ 6 12] ; [3 7],[ 5.78571429 12.21428571] ; [3.21428571 6.78571429],0
d3,1,0.867695,0.027751,[ 7 12] ; [4 6],[ 7.20689655 11.79310345] ; [3.79310345 6.20689655],0
p7,1,0.867695,0.027751,[ 7 12] ; [4 6],[ 7.20689655 11.79310345] ; [3.79310345 6.20689655],0
b1,1,0.867695,0.027751,[12  7] ; [6 4],[11.79310345  7.20689655] ; [6.20689655 3.79310345],0
n5,1,0.912875,0.011971,[ 8 11] ; [4 6],[ 7.86206897 11.13793103] ; [4.13793103 5.86206897],0
d4,1,0.912875,0.011971,[11  8] ; [6 4],[11.13793103  7.86206897] ; [5.86206897 4.13793103],0
a8,1,0.927426,0.008296,[ 2 16] ; [1 9],[ 1.92857143 16.07142857] ; [1.07142857 8.92857143],0
s4,1,0.946969,0.004424,[ 4 15] ; [2 8],[ 3.93103448 15.06896552] ; [2.06896552 7.93103448],0
r4,1,0.964716,0.001957,[ 2 17] ; [1 9],[ 1.96551724 17.03448276] ; [1.03448276 8.96551724],0
p1,1,0.964716,0.001957,[ 2 17] ; [1 9],[ 1.96551724 17.03448276] ; [1.03448276 8.96551724],0
a2,1,0.964716,0.001957,[ 2 17] ; [1 9],[ 1.96551724 17.03448276] ; [1.03448276 8.96551724],0
