Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,238.688278,[313 102] ; [ 39 226],[214.82352941 200.17647059] ; [137.17647059 127.82352941],1
d5,1,0.0,191.934769,[410   6] ; [152 114],[342.80351906  73.19648094] ; [219.19648094  46.80351906],1
d4,1,0.0,190.106685,[409   6] ; [152 113],[342.375  72.625] ; [218.625  46.375],1
d3,1,0.0,175.793972,[366  51] ; [105 160],[287.98680352 129.01319648] ; [183.01319648  81.98680352],1
a2,1,0.0,86.811322,[161 258] ; [ 17 249],[108.87883212 310.12116788] ; [ 69.12116788 196.87883212],1
u1,1,0.0,78.4787,[129 290] ; [  8 258],[ 83.8 335.2] ; [ 53.2 212.8],1
a4,1,0.0,71.858851,[257 161] ; [ 74 189],[203.16886931 214.83113069] ; [127.83113069 135.16886931],1
a5,1,0.0,66.488575,[366  53] ; [160 105],[322.21345029  96.78654971] ; [203.78654971  61.21345029],1
a3,1,0.0,46.257255,[346  71] ; [157 107],[308.00440529 108.99559471] ; [194.99559471  69.00440529],1
s8,1,1e-06,23.955896,[226 189] ; [ 93 171],[194.97054492 220.02945508] ; [124.02945508 139.97054492],1
p4,1,9e-06,19.6488,[288 126] ; [138 124],[260.89349112 153.10650888] ; [165.10650888  96.89349112],1
r1,1,2.9e-05,17.479979,[367  51] ; [200  65],[347.00732064  70.99267936] ; [219.99267936  45.00732064],1
a6,1,0.000178,14.05505,[308 108] ; [160 105],[285.88546256 130.11453744] ; [182.11453744  82.88546256],1
s2,1,0.000206,13.774023,[241 175] ; [113 148],[217.52437223 198.47562777] ; [136.47562777 124.52437223],1
p9,1,0.000568,11.87694,[370  45] ; [206  53],[354.65875371  60.34124629] ; [221.34124629  37.65875371],1
a7,1,0.000583,11.830739,[320  98] ; [170  94],[300.32258065 117.67741935] ; [189.67741935  74.32258065],1
v2,1,0.000868,11.089952,[254 153] ; [124 128],[233.45371775 173.54628225] ; [144.54628225 107.45371775],1
