Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.002528,9.120077,[78  1] ; [3 1],[77.09638554  1.90361446] ; [3.90361446 0.09638554],0
s1,1,0.002899,8.869986,[ 1 76] ; [1 3],[ 1.90123457 75.09876543] ; [0.09876543 3.90123457],0
p11,1,0.011004,6.464719,[63 16] ; [1 3],[60.91566265 18.08433735] ; [3.08433735 0.91566265],0
r4,1,0.069702,3.290025,[67 12] ; [2 2],[65.6746988 13.3253012] ; [3.3253012 0.6746988],0
a5,1,0.084985,2.966897,[53 26] ; [1 3],[51.39759036 27.60240964] ; [2.60240964 1.39759036],0
p9,1,0.110353,2.549157,[65 14] ; [2 2],[63.77108434 15.22891566] ; [3.22891566 0.77108434],0
p7,1,0.13873,2.191994,[63 15] ; [2 2],[61.82926829 16.17073171] ; [3.17073171 0.82926829],0
a7,1,0.164649,1.931001,[62 16] ; [2 2],[60.87804878 17.12195122] ; [3.12195122 0.87804878],0
n4,1,0.185925,1.749615,[62 17] ; [2 2],[60.91566265 18.08433735] ; [3.08433735 0.91566265],0
d2,1,0.190795,1.71147,[33 46] ; [3 1],[34.26506024 44.73493976] ; [1.73493976 2.26506024],0
n3,1,0.221099,1.497222,[17  3] ; [1 1],[16.36363636  3.63636364] ; [1.63636364 0.36363636],0
v1,1,0.249902,1.323853,[43 36] ; [1 3],[41.87951807 37.12048193] ; [2.12048193 1.87951807],0
r1,1,0.340402,0.908916,[57 22] ; [2 2],[56.15662651 22.84337349] ; [2.84337349 1.15662651],0
d5,1,0.350113,0.873047,[56 22] ; [2 2],[55.17073171 22.82926829] ; [2.82926829 1.17073171],0
a3,1,0.384757,0.755448,[55 23] ; [2 2],[54.2195122 23.7804878] ; [2.7804878 1.2195122],0
v2,1,0.403274,0.698543,[45 33] ; [1 2],[44.2962963 33.7037037] ; [1.7037037 1.2962963],0
p4,1,0.444601,0.58438,[54 25] ; [2 2],[53.30120482 25.69879518] ; [2.69879518 1.30120482],0
d3,1,0.468304,0.525974,[52 25] ; [2 2],[51.33333333 25.66666667] ; [2.66666667 1.33333333],0
v3,1,0.511089,0.431837,[32 45] ; [1 3],[31.37037037 45.62962963] ; [1.62962963 2.37037037],0
s7,1,0.516744,0.420388,[31 44] ; [1 3],[30.37974684 44.62025316] ; [1.62025316 2.37974684],0
b1,1,0.536424,0.382208,[32 47] ; [1 3],[31.40963855 47.59036145] ; [1.59036145 2.40963855],0
b5,1,0.568078,0.325909,[48 31] ; [3 1],[48.54216867 30.45783133] ; [2.45783133 1.54216867],0
p8,1,0.600727,0.273901,[49 30] ; [3 1],[49.4939759 29.5060241] ; [2.5060241 1.4939759],0
n6,1,0.712066,0.136222,[65 14] ; [3 1],[64.72289157 14.27710843] ; [3.27710843 0.72289157],0
a6,1,0.779807,0.078159,[54 25] ; [3 1],[54.25301205 24.74698795] ; [2.74698795 1.25301205],0
s8,1,0.779807,0.078159,[25 54] ; [1 3],[24.74698795 54.25301205] ; [1.25301205 2.74698795],0
a4,1,0.784003,0.075134,[34 45] ; [2 2],[34.26506024 44.73493976] ; [1.73493976 2.26506024],0
p3,1,0.784003,0.075134,[45 34] ; [2 2],[44.73493976 34.26506024] ; [2.26506024 1.73493976],0
b3,1,0.815021,0.054735,[28 20] ; [1 1],[27.84 20.16] ; [1.16 0.84],0
b2,1,0.815021,0.054735,[28 20] ; [1 1],[27.84 20.16] ; [1.16 0.84],0
u2,1,0.818726,0.052525,[14 10] ; [1 1],[13.84615385 10.15384615] ; [1.15384615 0.84615385],0
n1,1,0.83008,0.046053,[ 8 11] ; [1 1],[ 8.14285714 10.85714286] ; [0.85714286 1.14285714],0
s3,1,0.859465,0.031348,[23 56] ; [1 3],[22.84337349 56.15662651] ; [1.15662651 2.84337349],0
d4,1,0.859465,0.031348,[56 23] ; [3 1],[56.15662651 22.84337349] ; [2.84337349 1.15662651],0
a2,1,0.86909,0.027164,[17 62] ; [1 3],[17.13253012 61.86746988] ; [0.86746988 3.13253012],0
n5,1,0.901185,0.015417,[57 22] ; [3 1],[57.10843373 21.89156627] ; [2.89156627 1.10843373],0
d1,1,0.901538,0.015306,[42 37] ; [2 2],[41.87951807 37.12048193] ; [2.12048193 1.87951807],0
b4,1,0.940895,0.005497,[41 38] ; [2 2],[40.92771084 38.07228916] ; [2.07228916 1.92771084],0
s2,1,0.988668,0.000202,[20 59] ; [1 3],[19.98795181 59.01204819] ; [1.01204819 2.98795181],0
