Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,99.244054,[345  68] ; [149 157],[283.75799722 129.24200278] ; [210.24200278  95.75799722],1
p4,1,0.0,49.474772,[314 105] ; [154 156],[268.98765432 150.01234568] ; [199.01234568 110.98765432],1
p3,1,0.0,46.18522,[266 153] ; [118 192],[220.70781893 198.29218107] ; [163.29218107 146.70781893],1
p6,1,0.0,37.493333,[202 212] ; [ 81 227],[162.27423823 251.72576177] ; [120.72576177 187.27423823],1
p5,1,0.0,25.578668,[ 72 348] ; [ 15 294],[ 50.12345679 369.87654321] ; [ 36.87654321 272.12345679],1
p11,1,1.2e-05,19.155196,[364  56] ; [229  81],[341.17808219  78.82191781] ; [251.82191781  58.17808219],1
p10,1,2e-05,18.236744,[369  48] ; [235  72],[347.8839779  69.1160221] ; [256.1160221  50.8839779],1
n5,1,0.000151,14.358815,[336  82] ; [209  98],[314.22068966 103.77931034] ; [230.77931034  76.22068966],1
s8,1,0.000719,11.439054,[210 207] ; [117 193],[187.56396149 229.43603851] ; [139.43603851 170.56396149],1
p1,1,0.0009,11.023352,[ 50 368] ; [ 15 294],[ 37.37276479 380.62723521] ; [ 27.62723521 281.37276479],1
v1,1,0.002109,9.451749,[247 165] ; [144 154],[226.89014085 185.10985915] ; [164.10985915 133.89014085],0
r4,1,0.004154,8.215209,[395  25] ; [273  37],[384.32876712  35.67123288] ; [283.67123288  26.32876712],0
n6,1,0.004193,8.19844,[370  48] ; [250  59],[356.4786795  61.5213205] ; [263.5213205  45.4786795],0
v3,1,0.005507,7.704861,[179 230] ; [100 199],[161.17372881 247.82627119] ; [117.82627119 181.17372881],0
s7,1,0.006971,7.280418,[219 182] ; [132 166],[201.36051502 199.63948498] ; [149.63948498 148.36051502],0
p9,1,0.009542,6.718495,[374  43] ; [256  52],[362.35862069  54.64137931] ; [267.64137931  40.35862069],0
p12,1,0.010017,6.631871,[ 42 376] ; [ 15 294],[ 32.77303989 385.22696011] ; [ 24.22696011 284.77303989],0
n4,1,0.012095,6.296828,[339  80] ; [225  83],[325.05639615  93.94360385] ; [238.94360385  69.05639615],0
r1,1,0.015475,5.861559,[352  67] ; [236  71],[339.3553719  79.6446281] ; [248.6446281  58.3553719],0
d1,1,0.017569,5.638578,[263 157] ; [167 143],[247.39726027 172.60273973] ; [182.60273973 127.39726027],0
a5,1,0.023273,5.147979,[319 101] ; [212  98],[305.50684932 114.49315068] ; [225.49315068  84.50684932],0
s5,1,0.02401,5.093919,[153 250] ; [ 90 212],[138.90638298 264.09361702] ; [104.09361702 197.90638298],0
b5,1,0.054457,3.69862,[240 180] ; [199 111],[252.57534247 167.42465753] ; [186.42465753 123.57534247],0
a1,1,0.055151,3.677526,[ 23 397] ; [  8 302],[ 17.83561644 402.16438356] ; [ 13.16438356 296.83561644],0
d4,1,0.075349,3.162474,[356  63] ; [247  62],[347.05631868  71.94368132] ; [255.94368132  53.05631868],0
a6,1,0.107705,2.587578,[278 141] ; [223  87],[287.95473251 131.04526749] ; [213.04526749  96.95473251],0
u4,1,0.107845,2.585519,[ 11 409] ; [  3 307],[  8.05479452 411.94520548] ; [  5.94520548 304.05479452],0
s6,1,0.127345,2.32457,[286 122] ; [200 109],[276.55230126 131.44769874] ; [209.44769874  99.55230126],0
d3,1,0.170132,1.881782,[306 114] ; [210  98],[297.69230769 122.30769231] ; [218.30769231  89.69230769],0
b1,1,0.183879,1.765994,[161 259] ; [104 206],[152.46575342 267.53424658] ; [112.53424658 197.46575342],0
v2,1,0.187346,1.738367,[236 173] ; [156 140],[227.41560284 181.58439716] ; [164.58439716 131.41560284],0
n1,1,0.210335,1.569119,[29 41] ; [29 62],[25.2173913 44.7826087] ; [32.7826087 58.2173913],0
n2,1,0.218245,1.515873,[56 15] ; [64 27],[52.59259259 18.40740741] ; [67.40740741 23.59259259],0
n3,1,0.268507,1.224357,[48 22] ; [71 22],[51.10429448 18.89570552] ; [67.89570552 25.10429448],0
a2,1,0.293079,1.105421,[ 93 327] ; [ 79 231],[ 98.95890411 321.04109589] ; [ 73.04109589 236.95890411],0
r2,1,0.371415,0.798926,[398  17] ; [291  17],[395.48409405  19.51590595] ; [293.51590595  14.48409405],0
s4,1,0.388966,0.742171,[ 73 340] ; [ 47 261],[ 68.73786408 344.26213592] ; [ 51.26213592 256.73786408],0
b4,1,0.438914,0.599121,[240 180] ; [186 124],[245.09589041 174.90410959] ; [180.90410959 129.09589041],0
s3,1,0.520808,0.412293,[243 174] ; [171 135],[238.78008299 178.21991701] ; [175.21991701 130.78008299],0
u1,1,0.527411,0.399377,[ 71 349] ; [ 58 252],[ 74.21917808 345.78082192] ; [ 54.78082192 255.21917808],0
a8,1,0.531134,0.392221,[ 56 326] ; [ 36 242],[ 53.24848485 328.75151515] ; [ 38.75151515 239.24848485],0
a4,1,0.542874,0.37024,[179 240] ; [139 170],[183.02472527 235.97527473] ; [134.97527473 174.02472527],0
u3,1,0.590996,0.288792,[67 53] ; [53 36],[68.89952153 51.10047847] ; [51.10047847 37.89952153],0
a7,1,0.616289,0.251117,[313 106] ; [225  83],[310.07152682 108.92847318] ; [227.92847318  80.07152682],0
d5,1,0.639857,0.218929,[346  73] ; [251  58],[343.60302198  75.39697802] ; [253.39697802  55.60302198],0
s1,1,0.641506,0.216777,[ 10 407] ; [  9 295],[ 10.9889043 406.0110957] ; [  8.0110957 295.9889043],0
d2,1,0.73761,0.112238,[203 217] ; [145 163],[200.76923077 219.23076923] ; [147.23076923 160.76923077],0
b2,1,0.741047,0.109209,[ 93 159] ; [ 70 112],[ 94.64516129 157.35483871] ; [ 68.35483871 113.64516129],0
b3,1,0.741047,0.109209,[ 93 159] ; [ 70 112],[ 94.64516129 157.35483871] ; [ 68.35483871 113.64516129],0
s2,1,0.755102,0.097293,[218 200] ; [156 150],[215.9281768 202.0718232] ; [158.0718232 147.9281768],0
r3,1,0.791073,0.070181,[403  16] ; [296  13],[402.30906593  16.69093407] ; [296.69093407  12.30906593],0
a3,1,0.977808,0.000774,[298 120] ; [220  89],[297.83218707 120.16781293] ; [220.16781293  88.83218707],0
u2,1,0.989166,0.000184,[70 52] ; [50 37],[70.04784689 51.95215311] ; [49.95215311 37.04784689],0
