Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000509,12.083158,[62  8] ; [1 3],[59.59459459 10.40540541] ; [3.40540541 0.59459459],1
n6,1,0.003235,8.66983,[59 11] ; [1 3],[56.75675676 13.24324324] ; [3.24324324 0.75675676],0
p10,1,0.005566,7.685795,[57 12] ; [1 3],[54.82191781 14.17808219] ; [3.17808219 0.82191781],0
r1,1,0.010981,6.468318,[56 14] ; [1 3],[53.91891892 16.08108108] ; [3.08108108 0.91891892],0
a7,1,0.051018,3.807697,[50 20] ; [1 3],[48.24324324 21.75675676] ; [2.75675676 1.24324324],0
p9,1,0.062484,3.470203,[59 10] ; [2 2],[57.65753425 11.34246575] ; [3.34246575 0.65753425],0
a5,1,0.131434,2.27549,[44 26] ; [1 3],[42.56756757 27.43243243] ; [2.43243243 1.56756757],0
p6,1,0.138095,2.199062,[26 43] ; [3 1],[27.4109589 41.5890411] ; [1.5890411 2.4109589],0
r2,1,0.139345,2.185177,[65  4] ; [3 1],[64.2739726  4.7260274] ; [3.7260274 0.2739726],0
n2,1,0.160711,1.967525,[15  1] ; [2 1],[14.31578947  1.68421053] ; [2.68421053 0.31578947],0
p3,1,0.265254,1.241127,[37 32] ; [1 3],[35.91780822 33.08219178] ; [2.08219178 1.91780822],0
v3,1,0.278299,1.175376,[37 33] ; [1 3],[35.94594595 34.05405405] ; [2.05405405 1.94594595],0
n1,1,0.279642,1.168831,[ 5 10] ; [2 1],[5.83333333 9.16666667] ; [1.16666667 1.83333333],0
n4,1,0.287448,1.131534,[52 18] ; [2 2],[51.08108108 18.91891892] ; [2.91891892 1.08108108],0
s3,1,0.330951,0.945174,[34 34] ; [1 3],[33.05555556 34.94444444] ; [1.94444444 2.05555556],0
p5,1,0.355135,0.855024,[ 7 62] ; [1 3],[ 7.56164384 61.43835616] ; [0.43835616 3.56164384],0
b4,1,0.387429,0.746996,[37 33] ; [3 1],[37.83783784 32.16216216] ; [2.16216216 1.83783784],0
s2,1,0.521481,0.410963,[28 40] ; [1 3],[27.38888889 40.61111111] ; [1.61111111 2.38888889],0
s8,1,0.535861,0.383266,[28 41] ; [1 3],[27.4109589 41.5890411] ; [1.5890411 2.4109589],0
a6,1,0.563769,0.333221,[45 25] ; [2 2],[44.45945946 25.54054054] ; [2.54054054 1.45945946],0
d3,1,0.662425,0.190591,[25 45] ; [1 3],[24.59459459 45.40540541] ; [1.40540541 2.59459459],0
p4,1,0.6658,0.186554,[42 27] ; [2 2],[41.5890411 27.4109589] ; [2.4109589 1.5890411],0
s7,1,0.683416,0.166305,[29 35] ; [1 2],[28.65671642 35.34328358] ; [1.34328358 1.65671642],0
v1,1,0.709674,0.138602,[41 28] ; [2 2],[40.64383562 28.35616438] ; [2.35616438 1.64383562],0
p7,1,0.730147,0.118977,[46 23] ; [3 1],[46.31506849 22.68493151] ; [2.68493151 1.31506849],0
a3,1,0.823054,0.050005,[39 31] ; [2 2],[38.78378378 31.21621622] ; [2.21621622 1.78378378],0
p11,1,0.865987,0.028479,[55 15] ; [3 1],[54.86486486 15.13513514] ; [3.13513514 0.86486486],0
d5,1,0.867148,0.027983,[32 38] ; [2 2],[32.16216216 37.83783784] ; [1.83783784 2.16216216],0
p8,1,0.93257,0.007159,[36 33] ; [2 2],[35.91780822 33.08219178] ; [2.08219178 1.91780822],0
n5,1,0.93358,0.006946,[53 16] ; [3 1],[52.93150685 16.06849315] ; [3.06849315 0.93150685],0
u3,1,0.964716,0.001957,[15 16] ; [1 1],[15.03030303 15.96969697] ; [0.96969697 1.03030303],0
