Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,35.694327,[35 56] ; [125  39],[57.09803922 33.90196078] ; [102.90196078  61.09803922],1
v3,1,3.3e-05,17.237888,[26 66] ; [89 72],[41.81818182 50.18181818] ; [73.18181818 87.81818182],1
s8,1,0.000305,13.037683,[36 55] ; [104  61],[49.765625 41.234375] ; [90.234375 74.765625],1
b4,1,0.002181,9.390339,[42 50] ; [109  58],[53.63706564 38.36293436] ; [97.36293436 69.63706564],0
p10,1,0.002701,8.998966,[68 23] ; [147  18],[76.42578125 14.57421875] ; [138.57421875  26.42578125],0
r1,1,0.003724,8.413858,[65 27] ; [143  24],[73.88416988 18.11583012] ; [134.11583012  32.88416988],0
n5,1,0.005635,7.663618,[67 24] ; [145  21],[75.06614786 15.93385214] ; [136.93385214  29.06614786],0
d5,1,0.009058,6.811358,[67 25] ; [142  23],[74.81712062 17.18287938] ; [134.18287938  30.81712062],0
a5,1,0.024365,5.068458,[61 31] ; [132  35],[68.55598456 23.44401544] ; [124.44401544  42.55598456],0
d3,1,0.027626,4.851245,[56 35] ; [124  42],[63.73540856 27.26459144] ; [116.26459144  49.73540856],0
d1,1,0.032825,4.554863,[47 45] ; [108  59],[55.05791506 36.94208494] ; [99.94208494 67.05791506],0
n4,1,0.034474,4.471054,[74 18] ; [150  17],[79.56756757 12.43243243] ; [144.43243243  22.56756757],0
s6,1,0.035969,4.398579,[56 33] ; [123  40],[63.21825397 25.78174603] ; [115.78174603  47.21825397],0
p9,1,0.036098,4.392446,[77 15] ; [153  13],[82.01550388  9.98449612] ; [147.98449612  18.01550388],0
r2,1,0.043148,4.089586,[83  7] ; [162   4],[86.1328125  3.8671875] ; [158.8671875   7.1328125],0
p8,1,0.054562,3.69542,[55 37] ; [118  47],[61.92996109 30.07003891] ; [111.07003891  53.92996109],0
s7,1,0.055022,3.681414,[45 43] ; [100  57],[52.08163265 35.91836735] ; [92.91836735 64.08163265],0
r4,1,0.058112,3.590458,[81 11] ; [158   9],[84.8957529  7.1042471] ; [154.1042471  12.8957529],0
b5,1,0.076307,3.141846,[48 44] ; [106  61],[54.7027027 37.2972973] ; [99.2972973 67.7027027],0
d4,1,0.081526,3.034223,[70 22] ; [140  25],[75.17509728 16.82490272] ; [134.82490272  30.17509728],0
p4,1,0.097778,2.74141,[66 26] ; [134  32],[71.31782946 20.68217054] ; [128.68217054  37.31782946],0
s5,1,0.126727,2.332144,[28 61] ; [66 94],[33.59839357 55.40160643] ; [60.40160643 99.59839357],0
