Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.7e-05,18.542293,[11 79] ; [23 29],[21.54929577 68.45070423] ; [12.45070423 39.54929577],1
p8,1,8.5e-05,15.45111,[13 77] ; [23 29],[22.81690141 67.18309859] ; [13.18309859 38.81690141],1
a2,1,0.008966,6.829571,[23 67] ; [ 4 48],[17.11267606 72.88732394] ; [ 9.88732394 42.11267606],0
a8,1,0.011719,6.352941,[ 5 80] ; [10 40],[ 9.44444444 75.55555556] ; [ 5.55555556 44.44444444],0
v2,1,0.014726,5.948962,[35 48] ; [32 18],[41.81203008 41.18796992] ; [25.18796992 24.81203008],0
p3,1,0.01683,5.713966,[26 64] ; [25 26],[32.55319149 57.44680851] ; [18.44680851 32.55319149],0
d3,1,0.051177,3.802469,[55 35] ; [22 28],[49.5 40.5] ; [27.5 22.5],0
n5,1,0.051436,3.794015,[51 39] ; [38 14],[56.4084507 33.5915493] ; [32.5915493 19.4084507],0
u1,1,0.070185,3.27869,[17 73] ; [ 4 48],[13.30985915 76.69014085] ; [ 7.69014085 44.30985915],0
s3,1,0.083402,2.99732,[37 50] ; [30 22],[41.9352518 45.0647482] ; [25.0647482 26.9352518],0
d2,1,0.126107,2.339778,[44 45] ; [18 32],[39.69784173 49.30215827] ; [22.30215827 27.69784173],0
u2,1,0.167699,1.903396,[20 11] ; [10 12],[17.54716981 13.45283019] ; [12.45283019  9.54716981],0
v1,1,0.190143,1.716506,[32 55] ; [25 27],[35.67625899 51.32374101] ; [21.32374101 30.67625899],0
p5,1,0.207735,1.587142,[ 5 82] ; [ 6 45],[ 6.93478261 80.06521739] ; [ 4.06521739 46.93478261],0
p10,1,0.210967,1.564776,[51 36] ; [36 16],[54.45323741 32.54676259] ; [32.54676259 19.45323741],0
a3,1,0.213244,1.549263,[59 30] ; [29 23],[55.54609929 33.45390071] ; [32.45390071 19.54609929],0
a6,1,0.239392,1.38417,[56 34] ; [26 24],[52.71428571 37.28571429] ; [29.28571429 20.71428571],0
u3,1,0.245885,1.346533,[21 10] ; [12 11],[18.94444444 12.05555556] ; [14.05555556  8.94444444],0
p4,1,0.246108,1.345264,[28 61] ; [21 30],[31.15 57.85] ; [17.85 33.15],0
a4,1,0.256195,1.2892,[43 46] ; [20 32],[39.76595745 49.23404255] ; [23.23404255 28.76595745],0
r2,1,0.258828,1.275017,[88  2] ; [48  3],[86.80851064  3.19148936] ; [49.19148936  1.80851064],0
a5,1,0.262765,1.254131,[62 28] ; [31 21],[58.94366197 31.05633803] ; [34.05633803 17.94366197],0
s2,1,0.38376,0.758621,[39 49] ; [27 25],[41.48571429 46.51428571] ; [24.51428571 27.48571429],0
d4,1,0.387154,0.747863,[69 21] ; [35 15],[66.85714286 23.14285714] ; [37.14285714 12.85714286],0
b1,1,0.389764,0.739678,[40 50] ; [27 25],[42.46478873 47.53521127] ; [24.53521127 27.46478873],0
n4,1,0.399566,0.709631,[56 34] ; [36 16],[58.30985915 31.69014085] ; [33.69014085 18.30985915],0
s7,1,0.430477,0.621536,[33 52] ; [22 26],[35.15037594 49.84962406] ; [19.84962406 28.15037594],0
