Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,40.329119,[35 28] ; [ 24 142],[16.23144105 46.76855895] ; [ 42.76855895 123.23144105],1
p6,1,0.000649,11.628954,[29 33] ; [ 38 124],[18.54464286 43.45535714] ; [ 48.45535714 113.54464286],1
s6,1,0.001203,10.486291,[41 23] ; [66 98],[30.03508772 33.96491228] ; [76.96491228 87.03508772],0
p3,1,0.005392,7.743183,[42 22] ; [74 90],[32.56140351 31.43859649] ; [83.43859649 80.56140351],0
a3,1,0.020103,5.402963,[54 10] ; [115  51],[47.02608696 16.97391304] ; [121.97391304  44.02608696],0
p5,1,0.024065,5.089943,[11 53] ; [ 12 154],[ 6.4 57.6] ; [ 16.6 149.4],0
p11,1,0.030324,4.690813,[58  6] ; [130  36],[52.31304348 11.68695652] ; [135.68695652  30.31304348],0
u1,1,0.031159,4.644167,[15 49] ; [ 20 146],[ 9.73913043 54.26086957] ; [ 25.26086957 140.73913043],0
d2,1,0.036221,4.386667,[37 27] ; [70 95],[29.90393013 34.09606987] ; [77.09606987 87.90393013],0
v3,1,0.036552,4.371167,[38 24] ; [74 88],[31. 31.] ; [81. 81.],0
p4,1,0.044261,4.046565,[43 21] ; [85 77],[36.24778761 27.75221239] ; [91.75221239 70.24778761],0
a6,1,0.068055,3.329331,[52 12] ; [115  51],[46.46956522 17.53043478] ; [120.53043478  45.46956522],0
n3,1,0.071069,3.258145,[8 6] ; [31  7],[10.5  3.5] ; [28.5  9.5],0
p7,1,0.089963,2.875043,[46 17] ; [100  64],[40.51982379 22.48017621] ; [105.48017621  58.51982379],0
s4,1,0.11295,2.512455,[ 3 61] ; [ 19 145],[ 6.1754386 57.8245614] ; [ 15.8245614 148.1754386],0
a5,1,0.114379,2.492654,[51 13] ; [115  51],[46.19130435 17.80869565] ; [119.80869565  46.19130435],0
a2,1,0.116738,2.460552,[18 46] ; [ 31 135],[13.63478261 50.36521739] ; [ 35.36521739 130.63478261],0
a8,1,0.118757,2.433642,[ 9 43] ; [ 14 136],[ 5.92079208 46.07920792] ; [ 17.07920792 132.92079208],0
b2,1,0.122639,2.383292,[26 31] ; [30 61],[21.56756757 35.43243243] ; [34.43243243 56.56756757],0
b3,1,0.122639,2.383292,[26 31] ; [30 61],[21.56756757 35.43243243] ; [34.43243243 56.56756757],0
n5,1,0.133063,2.256401,[48 16] ; [106  58],[43.22807018 20.77192982] ; [110.77192982  53.22807018],0
s3,1,0.146571,2.107575,[18 45] ; [ 32 131],[13.9380531 49.0619469] ; [ 36.0619469 126.9380531],0
p12,1,0.178928,1.806507,[ 5 58] ; [  6 158],[ 3.05286344 59.94713656] ; [  7.94713656 156.05286344],0
p10,1,0.181883,1.782169,[52 10] ; [124  40],[48.28318584 13.71681416] ; [127.71681416  36.28318584],0
u2,1,0.183725,1.767232,[7 3] ; [23 26],[5.08474576 4.91525424] ; [24.91525424 24.08474576],0
b5,1,0.200857,1.636129,[33 31] ; [101  65],[37.28695652 26.71304348] ; [96.71304348 69.28695652],0
s5,1,0.206925,1.592813,[16 47] ; [ 29 133],[12.6 50.4] ; [ 32.4 129.6],0
u3,1,0.224459,1.475636,[7 3] ; [25 26],[5.24590164 4.75409836] ; [26.75409836 24.24590164],0
r4,1,0.250667,1.31958,[59  5] ; [144  22],[56.48695652  7.51304348] ; [146.51304348  19.48695652],0
v1,1,0.261234,1.262208,[42 21] ; [96 68],[38.29955947 24.70044053] ; [99.70044053 64.29955947],0
p9,1,0.296797,1.088529,[53  9] ; [131  34],[50.25550661 11.74449339] ; [133.74449339  31.25550661],0
n4,1,0.309932,1.030964,[50 14] ; [118  47],[46.95196507 17.04803493] ; [121.04803493  43.95196507],0
n2,1,0.506983,0.44029,[10  5] ; [28  9],[10.96153846  4.03846154] ; [27.03846154  9.96153846],0
n6,1,0.520573,0.412759,[54 10] ; [134  32],[52.31304348 11.68695652] ; [135.68695652  30.31304348],0
d3,1,0.613606,0.254958,[48 16] ; [119  47],[46.46956522 17.53043478] ; [120.53043478  45.46956522],0
a4,1,0.613709,0.25481,[25 38] ; [72 94],[26.68558952 36.31441048] ; [70.31441048 95.68558952],0
b4,1,0.668104,0.183827,[39 25] ; [96 70],[37.56521739 26.43478261] ; [97.43478261 68.56521739],0
r3,1,0.696157,0.1525,[62  2] ; [158   7],[61.48471616  2.51528384] ; [158.51528384   6.48471616],0
