Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,93.310017,[153 203] ; [204  44],[210.41721854 145.58278146] ; [146.58278146 101.41721854],1
v1,1,0.0,36.905727,[166 190] ; [178  71],[202.41983471 153.58016529] ; [141.58016529 107.41983471],1
s8,1,1e-06,24.881816,[147 219] ; [151  98],[177.34634146 188.65365854] ; [120.65365854 128.34634146],1
n5,1,0.000136,14.562361,[257 104] ; [212  39],[276.64869281  84.35130719] ; [192.35130719  58.64869281],1
p12,1,0.000196,13.872287,[ 22 341] ; [ 38 213],[ 35.4723127 327.5276873] ; [ 24.5276873 226.4723127],1
s7,1,0.000262,13.32677,[163 190] ; [148  93],[184.81986532 168.18013468] ; [126.18013468 114.81986532],1
d1,1,0.000469,12.235821,[235 131] ; [195  57],[254.66019417 111.33980583] ; [175.33980583  76.66019417],1
p5,1,0.00109,10.668878,[ 35 329] ; [ 47 204],[ 48.53333333 315.46666667] ; [ 33.46666667 217.53333333],0
p7,1,0.001928,9.617221,[219 135] ; [182  64],[236.59 117.41] ; [164.41  81.59],0
a1,1,0.001995,9.554152,[ 12 354] ; [ 23 229],[ 20.72815534 345.27184466] ; [ 14.27184466 237.72815534],0
p3,1,0.002931,8.849791,[175 191] ; [150 100],[193.10064935 172.89935065] ; [131.89935065 118.10064935],0
n4,1,0.003095,8.750449,[274  91] ; [214  38],[288.68719611  76.31280389] ; [199.31280389  52.68719611],0
p8,1,0.003244,8.665047,[184 179] ; [155  92],[201.73278689 161.26721311] ; [137.26721311 109.73278689],0
d2,1,0.003756,8.398302,[174 191] ; [150 102],[191.66936791 173.33063209] ; [132.33063209 119.66936791],0
n6,1,0.005734,7.631976,[303  60] ; [228  22],[314.44208809  48.55791191] ; [216.55791191  33.44208809],0
d5,1,0.00996,6.642022,[310  56] ; [231  21],[320.39805825  45.60194175] ; [220.60194175  31.39805825],0
v4,1,0.010222,6.595783,[343  21] ; [246   4],[349.17915309  14.82084691] ; [239.82084691  10.17915309],0
p1,1,0.015335,5.877558,[ 20 345] ; [ 27 224],[ 27.84902597 337.15097403] ; [ 19.15097403 231.84902597],0
s4,1,0.020418,5.375769,[ 74 288] ; [ 33 217],[ 63.29084967 298.70915033] ; [ 43.70915033 206.29084967],0
r3,1,0.030638,4.673131,[344  20] ; [246   5],[349.20325203  14.79674797] ; [240.79674797  10.20325203],0
u1,1,0.030927,4.657023,[ 64 302] ; [ 62 190],[ 74.62135922 291.37864078] ; [ 51.37864078 200.62135922],0
u4,1,0.034859,4.452056,[  4 362] ; [  9 243],[  7.69902913 358.30097087] ; [  5.30097087 246.69902913],0
a3,1,0.036698,4.364378,[270  95] ; [203  47],[280.72357724  84.27642276] ; [192.27642276  57.72357724],0
r4,1,0.049286,3.865577,[324  42] ; [235  17],[331.05825243  34.94174757] ; [227.94174757  24.05825243],0
p4,1,0.065497,3.392418,[218 146] ; [168  82],[228.83387622 135.16612378] ; [157.16612378  92.83387622],0
a5,1,0.073039,3.213367,[277  89] ; [206  46],[286.04854369  79.95145631] ; [196.95145631  55.04854369],0
p11,1,0.074153,3.188602,[295  71] ; [217  35],[303.22330097  62.77669903] ; [208.77669903  43.22330097],0
s2,1,0.074442,3.182259,[188 177] ; [147 103],[198.82113821 166.17886179] ; [136.17886179 113.82113821],0
p10,1,0.079996,3.064977,[326  38] ; [235  16],[332.03902439  31.96097561] ; [228.96097561  22.03902439],0
a2,1,0.101733,2.678163,[ 86 280] ; [ 74 178],[ 94.75728155 271.24271845] ; [ 65.24271845 186.75728155],0
a4,1,0.118772,2.43344,[172 194] ; [134 117],[181.51701783 184.48298217] ; [124.48298217 126.51701783],0
p2,1,0.121941,2.392218,[314  50] ; [226  24],[320.13029316  43.86970684] ; [219.86970684  30.13029316],0
r1,1,0.12751,2.322557,[289  76] ; [211  40],[296.26623377  68.73376623] ; [203.73376623  47.26623377],0
n1,1,0.16051,1.969419,[35 48] ; [15 35],[31.20300752 51.79699248] ; [18.79699248 31.20300752],0
b5,1,0.171794,1.867215,[232 134] ; [146 106],[223.86407767 142.13592233] ; [154.13592233  97.86407767],0
p6,1,0.234754,1.411822,[139 222] ; [107 140],[146.0625 214.9375] ; [ 99.9375 147.0625],0
s6,1,0.256928,1.285236,[249 113] ; [179  66],[255.24876442 106.75123558] ; [172.75123558  72.24876442],0
b2,1,0.323068,0.976485,[ 83 133] ; [70 91],[ 87.66047745 128.33952255] ; [65.33952255 95.66047745],0
b3,1,0.323068,0.976485,[ 83 133] ; [70 91],[ 87.66047745 128.33952255] ; [65.33952255 95.66047745],0
u2,1,0.362285,0.829958,[54 40] ; [32 17],[56.53146853 37.46853147] ; [29.46853147 19.53146853],0
s3,1,0.374203,0.789661,[207 158] ; [149  98],[212.32026144 152.67973856] ; [143.67973856 103.32026144],0
r2,1,0.425739,0.634418,[337  21] ; [239  11],[339.15789474  18.84210526] ; [236.84210526  13.15789474],0
s5,1,0.432797,0.615306,[130 220] ; [ 98 145],[134.56998314 215.43001686] ; [ 93.43001686 149.56998314],0
u3,1,0.452316,0.564843,[59 35] ; [27 21],[56.92957746 37.07042254] ; [29.07042254 18.92957746],0
n2,1,0.496455,0.462507,[63 20] ; [36 15],[61.32089552 21.67910448] ; [37.67910448 13.32089552],0
d3,1,0.520163,0.41357,[281  85] ; [199  53],[284.27184466  81.72815534] ; [195.72815534  56.27184466],0
s1,1,0.56579,0.329777,[ 10 354] ; [  5 243],[  8.92156863 355.07843137] ; [  6.07843137 241.92156863],0
a7,1,0.617009,0.250094,[272  94] ; [182  69],[269.3095624  96.6904376] ; [184.6904376  66.3095624],0
b4,1,0.623689,0.240717,[215 151] ; [153  99],[217.94174757 148.05825243] ; [150.05825243 101.94174757],0
a8,1,0.771074,0.084664,[ 50 291] ; [ 35 190],[ 51.21024735 289.78975265] ; [ 33.78975265 191.21024735],0
a6,1,0.927639,0.008248,[251 115] ; [173  78],[251.51377634 114.48622366] ; [172.48622366  78.51377634],0
n3,1,0.940369,0.005596,[59 23] ; [37 14],[59.18796992 22.81203008] ; [36.81203008 14.18796992],0
b1,1,0.989361,0.000178,[128 238] ; [ 88 164],[127.9223301 238.0776699] ; [ 88.0776699 163.9223301],0
