Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.028108,4.821429,[1 3] ; [13  3],[2.8 1.2] ; [11.2  4.8],0
p10,1,0.028108,4.821429,[1 3] ; [13  3],[2.8 1.2] ; [11.2  4.8],0
p9,1,0.028108,4.821429,[1 3] ; [13  3],[2.8 1.2] ; [11.2  4.8],0
p2,1,0.028108,4.821429,[1 3] ; [13  3],[2.8 1.2] ; [11.2  4.8],0
s3,1,0.074982,3.170437,[1 3] ; [11  4],[2.52631579 1.47368421] ; [9.47368421 5.52631579],0
n2,1,0.118991,2.430556,[1 1] ; [11  1],[1.71428571 0.28571429] ; [10.28571429  1.71428571],0
v1,1,0.17753,1.818182,[3 1] ; [ 6 10],[1.8 2.2] ; [7.2 8.8],0
s2,1,0.17753,1.818182,[1 3] ; [10  6],[2.2 1.8] ; [8.8 7.2],0
d2,1,0.17753,1.818182,[1 3] ; [10  6],[2.2 1.8] ; [8.8 7.2],0
r1,1,0.17753,1.818182,[1 3] ; [10  6],[2.2 1.8] ; [8.8 7.2],0
p4,1,0.17753,1.818182,[1 3] ; [10  6],[2.2 1.8] ; [8.8 7.2],0
b4,1,0.17753,1.818182,[1 3] ; [10  6],[2.2 1.8] ; [8.8 7.2],0
n6,1,0.196706,1.666667,[2 2] ; [13  3],[3. 1.] ; [12.  4.],0
r2,1,0.226023,1.465714,[2 2] ; [12  3],[2.94736842 1.05263158] ; [11.05263158  3.94736842],0
a5,1,0.329114,0.952381,[2 2] ; [12  4],[2.8 1.2] ; [11.2  4.8],0
d3,1,0.329114,0.952381,[2 2] ; [12  4],[2.8 1.2] ; [11.2  4.8],0
d1,1,0.368688,0.808081,[1 3] ; [8 8],[1.8 2.2] ; [7.2 8.8],0
s4,1,0.481924,0.494505,[2 2] ; [ 5 11],[1.4 2.6] ; [ 5.6 10.4],0
d4,1,0.481924,0.494505,[2 2] ; [11  5],[2.6 1.4] ; [10.4  5.6],0
n4,1,0.481924,0.494505,[2 2] ; [11  5],[2.6 1.4] ; [10.4  5.6],0
b1,1,0.493563,0.46875,[3 1] ; [9 7],[2.4 1.6] ; [9.6 6.4],0
a4,1,0.493563,0.46875,[1 3] ; [7 9],[1.6 2.4] ; [6.4 9.6],0
n5,1,0.531168,0.392157,[3 1] ; [14  2],[3.4 0.6] ; [13.6  2.4],0
s1,1,0.531168,0.392157,[1 3] ; [ 2 14],[0.6 3.4] ; [ 2.4 13.6],0
v3,1,0.639207,0.21978,[1 3] ; [ 6 10],[1.4 2.6] ; [ 5.6 10.4],0
a6,1,0.639207,0.21978,[3 1] ; [10  6],[2.6 1.4] ; [10.4  5.6],0
d5,1,0.648077,0.208333,[2 2] ; [10  6],[2.4 1.6] ; [9.6 6.4],0
p7,1,0.6885,0.160714,[1 3] ; [5 9],[1.33333333 2.66666667] ; [4.66666667 9.33333333],0
p1,1,0.779855,0.078125,[1 3] ; [ 3 13],[0.8 3.2] ; [ 3.2 12.8],0
b5,1,0.80725,0.059524,[3 1] ; [11  5],[2.8 1.2] ; [11.2  4.8],0
v2,1,0.80725,0.059524,[1 3] ; [ 5 11],[1.2 2.8] ; [ 4.8 11.2],0
p3,1,0.80725,0.059524,[1 3] ; [ 5 11],[1.2 2.8] ; [ 4.8 11.2],0
p11,1,0.822187,0.050505,[2 2] ; [9 7],[2.2 1.8] ; [8.8 7.2],0
s6,1,0.822187,0.050505,[2 2] ; [9 7],[2.2 1.8] ; [8.8 7.2],0
b2,1,0.824745,0.049038,[1 3] ; [4 9],[1.17647059 2.82352941] ; [3.82352941 9.17647059],0
b3,1,0.824745,0.049038,[1 3] ; [4 9],[1.17647059 2.82352941] ; [3.82352941 9.17647059],0
n1,1,0.825498,0.048611,[1 1] ; [7 5],[1.14285714 0.85714286] ; [6.85714286 5.14285714],0
a3,1,1.0,0.0,[3 1] ; [12  4],[3. 1.] ; [12.  4.],0
a2,1,1.0,0.0,[1 3] ; [ 4 12],[1. 3.] ; [ 4. 12.],0
n3,1,1.0,0.0,[1 1] ; [6 6],[1. 1.] ; [6. 6.],0
