Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.03575,[1 7] ; [96 13],[6.63247863 1.36752137] ; [90.36752137 18.63247863],1
n6,1,8e-06,19.846457,[1 7] ; [88 20],[6.13793103 1.86206897] ; [82.86206897 25.13793103],1
p11,1,7.7e-05,15.635698,[1 7] ; [84 25],[5.81196581 2.18803419] ; [79.18803419 29.81196581],1
v4,1,0.000107,15.003252,[5 3] ; [104   4],[7.51724138 0.48275862] ; [101.48275862   6.51724138],1
n4,1,0.000925,10.972683,[2 6] ; [85 24],[5.94871795 2.05128205] ; [81.05128205 27.94871795],1
v2,1,0.003951,8.306071,[1 7] ; [68 38],[4.84210526 3.15789474] ; [64.15789474 41.84210526],0
b5,1,0.004669,8.003518,[1 7] ; [69 40],[4.78632479 3.21367521] ; [65.21367521 43.78632479],0
r1,1,0.006267,7.471877,[2 6] ; [78 31],[5.47008547 2.52991453] ; [74.52991453 34.47008547],0
d5,1,0.009594,6.708716,[2 6] ; [76 33],[5.33333333 2.66666667] ; [72.66666667 36.33333333],0
d4,1,0.013375,6.118811,[3 5] ; [84 25],[5.94871795 2.05128205] ; [81.05128205 27.94871795],0
s3,1,0.020014,5.410663,[1 6] ; [64 44],[3.95652174 3.04347826] ; [61.04347826 46.95652174],0
s2,1,0.045383,4.004359,[1 7] ; [53 55],[3.72413793 4.27586207] ; [50.27586207 57.72413793],0
d3,1,0.049163,3.869793,[2 6] ; [66 43],[4.64957265 3.35042735] ; [63.35042735 45.64957265],0
p3,1,0.050813,3.814427,[1 7] ; [52 56],[3.65517241 4.34482759] ; [49.34482759 58.65517241],0
r2,1,0.060796,3.515522,[6 2] ; [100   7],[7.37391304 0.62608696] ; [98.62608696  8.37391304],0
s6,1,0.072948,3.215402,[3 5] ; [72 33],[5.30973451 2.69026549] ; [69.69026549 35.30973451],0
p4,1,0.075332,3.162838,[2 6] ; [62 46],[4.4137931 3.5862069] ; [59.5862069 48.4137931],0
b1,1,0.08028,3.059218,[5 3] ; [35 74],[2.73504274 5.26495726] ; [37.26495726 71.73504274],0
n5,1,0.106119,2.611082,[4 4] ; [82 26],[5.93103448 2.06896552] ; [80.06896552 27.93103448],0
p7,1,0.109623,2.559644,[3 5] ; [69 36],[5.09734513 2.90265487] ; [66.90265487 38.09734513],0
a6,1,0.111412,2.534072,[2 6] ; [59 50],[4.17094017 3.82905983] ; [56.82905983 52.17094017],0
p6,1,0.1371,2.210209,[1 7] ; [40 63],[2.95495495 5.04504505] ; [38.04504505 64.95495495],0
s8,1,0.14047,2.172806,[1 7] ; [42 67],[2.94017094 5.05982906] ; [40.05982906 68.94017094],0
b2,1,0.179931,1.798193,[3 2] ; [20 45],[1.64285714 3.35714286] ; [21.35714286 43.64285714],0
b3,1,0.179931,1.798193,[3 2] ; [20 45],[1.64285714 3.35714286] ; [21.35714286 43.64285714],0
p10,1,0.205416,1.603445,[5 3] ; [86 20],[6.38596491 1.61403509] ; [84.61403509 21.38596491],0
v3,1,0.214808,1.538721,[2 6] ; [51 56],[3.68695652 4.31304348] ; [49.31304348 57.68695652],0
p2,1,0.255557,1.292666,[5 3] ; [86 22],[6.27586207 1.72413793] ; [84.72413793 23.27586207],0
s5,1,0.283291,1.151234,[1 7] ; [31 71],[2.32727273 5.67272727] ; [29.67272727 72.32727273],0
u2,1,0.313833,1.014475,[2 3] ; [34 20],[3.05084746 1.94915254] ; [32.94915254 21.05084746],0
s7,1,0.331125,0.944494,[2 6] ; [43 58],[3.30275229 4.69724771] ; [41.69724771 59.30275229],0
s1,1,0.336914,0.922138,[1 7] ; [  5 102],[0.4173913 7.5826087] ; [  5.5826087 101.4173913],0
n2,1,0.430412,0.621711,[5 1] ; [14  7],[4.22222222 1.77777778] ; [14.77777778  6.22222222],0
a7,1,0.500203,0.454506,[4 4] ; [67 41],[4.89655172 3.10344828] ; [66.10344828 41.89655172],0
p9,1,0.503232,0.448114,[6 2] ; [90 17],[6.67826087 1.32173913] ; [89.32173913 17.67826087],0
a4,1,0.561478,0.337152,[1 6] ; [26 83],[1.62931034 5.37068966] ; [25.37068966 83.62931034],0
b4,1,0.61097,0.258765,[5 3] ; [58 51],[4.30769231 3.69230769] ; [58.69230769 50.30769231],0
p8,1,0.686079,0.163363,[3 5] ; [48 59],[3.54782609 4.45217391] ; [47.45217391 59.54782609],0
n3,1,0.710523,0.137755,[5 1] ; [16  5],[4.66666667 1.33333333] ; [16.33333333  4.66666667],0
p5,1,0.742954,0.107547,[1 7] ; [18 88],[1.33333333 6.66666667] ; [17.66666667 88.33333333],0
a3,1,0.749796,0.101703,[3 4] ; [53 55],[3.40869565 3.59130435] ; [52.59130435 55.40869565],0
n1,1,0.756158,0.096429,[3 3] ; [12  9],[3.33333333 2.66666667] ; [11.66666667  9.33333333],0
p1,1,0.828438,0.046961,[1 7] ; [11 98],[0.82051282 7.17948718] ; [11.17948718 97.82051282],0
u3,1,0.975009,0.000981,[3 2] ; [34 22],[3.03278689 1.96721311] ; [33.96721311 22.03278689],0
