Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,64.039623,[176   5] ; [23 19],[161.52017937  19.47982063] ; [37.47982063  4.52017937],1
r3,1,0.0,63.036805,[178   5] ; [24 19],[163.56637168  19.43362832] ; [38.43362832  4.56637168],1
r1,1,0.0,49.610578,[147  36] ; [11 32],[127.9380531  55.0619469] ; [30.0619469 12.9380531],1
v4,1,0.0,49.103825,[178   5] ; [27 16],[165.99557522  17.00442478] ; [39.00442478  3.99557522],1
p7,1,8e-06,19.829813,[125  56] ; [13 28],[112.51351351  68.48648649] ; [25.48648649 15.51351351],1
p10,1,1.6e-05,18.674651,[149  32] ; [22 21],[138.17410714  42.82589286] ; [32.82589286 10.17410714],1
p9,1,0.000252,13.396309,[156  26] ; [25 16],[147.72197309  34.27802691] ; [33.27802691  7.72197309],1
s6,1,0.001028,10.776731,[121  55] ; [18 25],[111.70776256  64.29223744] ; [27.29223744 15.70776256],0
p11,1,0.001115,10.626523,[152  31] ; [26 17],[144.13274336  38.86725664] ; [33.86725664  9.13274336],0
s5,1,0.001319,10.31558,[74 99] ; [ 7 36],[ 64.875 108.125] ; [16.125 26.875],0
p8,1,0.002441,9.184029,[96 83] ; [12 31],[87.08108108 91.91891892] ; [20.91891892 22.08108108],0
d5,1,0.002904,8.86711,[142  40] ; [24 19],[134.27555556  47.72444444] ; [31.72444444 11.27555556],0
s8,1,0.004123,8.228887,[95 87] ; [12 31],[86.55111111 95.44888889] ; [20.44888889 22.55111111],0
p2,1,0.011273,6.421724,[146  36] ; [26 16],[139.75  42.25] ; [32.25  9.75],0
s3,1,0.01582,5.82279,[102  79] ; [15 27],[94.96412556 86.03587444] ; [22.03587444 19.96412556],0
v1,1,0.0162,5.780982,[94 85] ; [13 28],[87.05909091 91.94090909] ; [19.94090909 21.05909091],0
a5,1,0.017793,5.616414,[132  51] ; [23 20],[125.50884956  57.49115044] ; [29.49115044 13.50884956],0
p6,1,0.018053,5.590974,[ 69 111] ; [ 8 34],[ 62.43243243 117.56756757] ; [14.56756757 27.43243243],0
v2,1,0.029207,4.755344,[90 88] ; [13 28],[83.71689498 94.28310502] ; [19.28310502 21.71689498],0
p3,1,0.034893,4.450399,[94 89] ; [14 28],[87.84 95.16] ; [20.16 21.84],0
v3,1,0.035833,4.405032,[ 77 102] ; [11 32],[ 70.95495495 108.04504505] ; [17.04504505 25.95495495],0
s2,1,0.036359,4.380193,[91 90] ; [14 29],[84.84375 96.15625] ; [20.15625 22.84375],0
a8,1,0.04043,4.199753,[ 24 149] ; [ 1 40],[ 20.21028037 152.78971963] ; [ 4.78971963 36.21028037],0
d1,1,0.059766,3.543873,[93 90] ; [15 28],[87.45132743 95.54867257] ; [20.54867257 22.45132743],0
n2,1,0.077898,3.108212,[32 11] ; [11 10],[28.890625 14.109375] ; [14.109375  6.890625],0
p5,1,0.079632,3.072389,[ 27 155] ; [ 2 40],[ 23.5625 158.4375] ; [ 5.4375 36.5625],0
n5,1,0.087581,2.918278,[156  27] ; [32 11],[152.2300885  30.7699115] ; [35.7699115  7.2300885],0
b5,1,0.100825,2.692446,[ 81 102] ; [25 18],[85.83185841 97.16814159] ; [20.16814159 22.83185841],0
a4,1,0.10191,2.675401,[86 96] ; [14 28],[ 81.25 100.75] ; [18.75 23.25],0
d4,1,0.109369,2.563318,[140  42] ; [28 15],[135.89333333  46.10666667] ; [32.10666667 10.89333333],0
b4,1,0.117731,2.447246,[95 88] ; [28 15],[99.59734513 83.40265487] ; [23.40265487 19.59734513],0
n4,1,0.120445,2.411529,[151  32] ; [31 12],[147.37168142  35.62831858] ; [34.62831858  8.37168142],0
u2,1,0.149661,2.075702,[22 29] ; [ 4 13],[19.5 31.5] ; [ 6.5 10.5],0
s7,1,0.149767,2.074621,[96 82] ; [17 24],[91.84474886 86.15525114] ; [21.15525114 19.84474886],0
d3,1,0.15061,2.066062,[86 97] ; [15 28],[ 81.78318584 101.21681416] ; [19.21681416 23.78318584],0
b2,1,0.15399,2.032277,[53 64] ; [10 22],[49.46979866 67.53020134] ; [13.53020134 18.46979866],0
b3,1,0.15399,2.032277,[53 64] ; [10 22],[49.46979866 67.53020134] ; [13.53020134 18.46979866],0
b1,1,0.175173,1.838108,[ 77 106] ; [23 20],[ 80.97345133 102.02654867] ; [19.02654867 23.97345133],0
n3,1,0.20135,1.632554,[30 12] ; [11  9],[27.77419355 14.22580645] ; [13.22580645  6.77419355],0
u3,1,0.209432,1.575349,[21 31] ; [ 4 13],[18.84057971 33.15942029] ; [ 6.15942029 10.84057971],0
a3,1,0.21795,1.517817,[131  52] ; [26 16],[127.69333333  55.30666667] ; [29.30666667 12.69333333],0
u1,1,0.242148,1.368046,[ 13 170] ; [ 1 42],[ 11.33628319 171.66371681] ; [ 2.66371681 40.33628319],0
s1,1,0.271705,1.208119,[  6 175] ; [ 3 40],[  7.27232143 173.72767857] ; [ 1.72767857 41.27232143],0
p4,1,0.283972,1.147983,[99 83] ; [19 23],[95.875 86.125] ; [22.125 19.875],0
p1,1,0.329558,0.950636,[ 13 169] ; [ 5 38],[ 14.56 167.44] ; [ 3.44 39.56],0
a2,1,0.372484,0.795362,[ 16 167] ; [ 2 41],[ 14.57522124 168.42477876] ; [ 3.42477876 39.57522124],0
s4,1,0.465817,0.531881,[ 34 148] ; [ 6 37],[ 32.35555556 149.64444444] ; [ 7.64444444 35.35555556],0
p12,1,0.545362,0.365692,[ 13 167] ; [ 2 41],[ 12.10762332 167.89237668] ; [ 2.89237668 40.10762332],0
a6,1,0.55948,0.340606,[ 77 106] ; [16 27],[ 75.30530973 107.69469027] ; [17.69469027 25.30530973],0
a1,1,0.830523,0.045809,[ 10 173] ; [ 2 41],[  9.71681416 173.28318584] ; [ 2.28318584 40.71681416],0
d2,1,0.847232,0.037115,[88 94] ; [21 21],[88.5625 93.4375] ; [20.4375 21.5625],0
n1,1,0.945198,0.004725,[16 27] ; [ 8 13],[16.125 26.875] ; [ 7.875 13.125],0
