Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,34.553682,[40 30] ; [ 28 126],[21.25 48.75] ; [ 46.75 107.25],1
p3,1,0.000322,12.936329,[54 17] ; [78 76],[41.65333333 29.34666667] ; [90.34666667 63.65333333],1
s6,1,0.002195,9.378864,[45 26] ; [62 88],[34.37556561 36.62443439] ; [72.62443439 77.37556561],0
p6,1,0.004348,8.132494,[41 28] ; [59 93],[31.22171946 37.77828054] ; [68.77828054 83.22171946],0
p10,1,0.008278,6.972269,[65  5] ; [121  33],[58.125 11.875] ; [127.875  26.125],0
v3,1,0.012284,6.269401,[34 36] ; [ 47 104],[25.6561086 44.3438914] ; [55.3438914 95.6561086],0
u1,1,0.013534,6.097935,[18 53] ; [ 19 136],[11.62389381 59.37610619] ; [ 25.37610619 129.62389381],0
s5,1,0.013563,6.0941,[26 45] ; [ 32 120],[18.46636771 52.53363229] ; [ 39.53363229 112.46636771],0
p4,1,0.017177,5.678233,[54 17] ; [92 62],[46.07111111 24.92888889] ; [99.92888889 54.07111111],0
a3,1,0.024841,5.034959,[56 14] ; [101  54],[48.84444444 21.15555556] ; [108.15555556  46.84444444],0
s2,1,0.052427,3.762088,[17 54] ; [ 21 134],[11.9380531 59.0619469] ; [ 26.0619469 128.9380531],0
u3,1,0.063673,3.439029,[11  4] ; [25 29],[7.82608696 7.17391304] ; [28.17391304 25.82608696],0
s4,1,0.066699,3.362435,[13 57] ; [ 15 138],[ 8.78923767 61.21076233] ; [ 19.21076233 133.78923767],0
a5,1,0.070909,3.261854,[58 13] ; [109  46],[52.46460177 18.53539823] ; [114.53539823  40.46460177],0
p9,1,0.076544,3.136806,[63  7] ; [124  30],[58.4375 11.5625] ; [128.5625  25.4375],0
p2,1,0.093991,2.804657,[67  4] ; [133  20],[63.39285714  7.60714286] ; [136.60714286  16.39285714],0
b2,1,0.094078,2.803176,[24 31] ; [25 59],[19.38848921 35.61151079] ; [29.61151079 54.38848921],0
b3,1,0.094078,2.803176,[24 31] ; [25 59],[19.38848921 35.61151079] ; [29.61151079 54.38848921],0
p5,1,0.095606,2.777358,[13 58] ; [ 16 139],[ 9.11061947 61.88938053] ; [ 19.88938053 135.11061947],0
r4,1,0.126293,2.337489,[67  4] ; [136  19],[63.77433628  7.22566372] ; [139.22566372  15.77433628],0
p12,1,0.149751,2.074786,[ 6 64] ; [  6 148],[ 3.75 66.25] ; [  8.25 145.75],0
u2,1,0.204142,1.612494,[10  5] ; [25 27],[7.8358209 7.1641791] ; [27.1641791 24.8358209],0
n6,1,0.228209,1.451988,[63  8] ; [127  27],[59.95555556 11.04444444] ; [130.04444444  23.95555556],0
r1,1,0.228849,1.448004,[59 12] ; [117  37],[55.53777778 15.46222222] ; [120.46222222  33.53777778],0
a7,1,0.252448,1.309703,[55 16] ; [108  46],[51.43555556 19.56444444] ; [111.56444444  42.43555556],0
n3,1,0.307781,1.040175,[12  7] ; [23  7],[13.57142857  5.42857143] ; [21.42857143  8.57142857],0
v1,1,0.319796,0.989782,[44 27] ; [84 69],[40.57142857 30.42857143] ; [87.42857143 65.57142857],0
d3,1,0.323397,0.97516,[52 19] ; [102  51],[48.8125 22.1875] ; [105.1875  47.8125],0
a2,1,0.364757,0.821447,[18 53] ; [ 31 124],[15.39380531 55.60619469] ; [ 33.60619469 121.39380531],0
a8,1,0.405533,0.691858,[11 51] ; [ 18 118],[ 9.08080808 52.91919192] ; [ 19.91919192 116.08080808],0
b1,1,0.478605,0.50204,[24 47] ; [60 95],[26.38938053 44.61061947] ; [57.61061947 97.38938053],0
n5,1,0.480163,0.498493,[52 18] ; [108  47],[49.77777778 20.22222222] ; [110.22222222  44.77777778],0
n4,1,0.48487,0.48789,[54 17] ; [111  44],[51.83628319 19.16371681] ; [113.16371681  41.83628319],0
r3,1,0.504637,0.445172,[68  3] ; [145  10],[66.9159292  4.0840708] ; [146.0840708   8.9159292],0
n2,1,0.565544,0.330196,[12  7] ; [22  9],[12.92  6.08] ; [21.08  9.92],0
a6,1,0.569302,0.323851,[49 22] ; [101  54],[47.12389381 23.87610619] ; [102.87610619  52.12389381],0
v2,1,0.601855,0.272207,[42 27] ; [88 66],[40.22421525 28.77578475] ; [89.77578475 64.22421525],0
r2,1,0.627646,0.235267,[65  5] ; [140  14],[64.0625  5.9375] ; [140.9375  13.0625],0
n1,1,0.710735,0.137544,[ 6 13] ; [ 8 22],[ 5.42857143 13.57142857] ; [ 8.57142857 21.42857143],0
a4,1,0.716337,0.132029,[28 42] ; [66 89],[29.24444444 40.75555556] ; [64.75555556 90.24444444],0
d4,1,0.75684,0.095873,[56 15] ; [125  30],[56.86283186 14.13716814] ; [124.13716814  30.86283186],0
v4,1,0.761497,0.092122,[68  3] ; [147   8],[67.54424779  3.45575221] ; [147.45575221   7.54424779],0
s1,1,0.771478,0.084356,[ 1 70] ; [  3 150],[ 1.26785714 69.73214286] ; [  2.73214286 150.26785714],0
d1,1,0.807441,0.059403,[40 31] ; [90 65],[40.84070796 30.15929204] ; [89.15929204 65.84070796],0
d5,1,0.815404,0.054504,[59 12] ; [126  28],[58.37777778 12.62222222] ; [126.62222222  27.37777778],0
p11,1,0.852618,0.034514,[58 13] ; [125  30],[57.49115044 13.50884956] ; [125.50884956  29.49115044],0
b4,1,0.899049,0.016094,[36 35] ; [80 75],[36.44247788 34.55752212] ; [79.55752212 75.44247788],0
b5,1,0.917144,0.010823,[43 28] ; [95 60],[43.3539823 27.6460177] ; [94.6460177 60.3539823],0
a1,1,0.918318,0.010517,[ 2 69] ; [  4 151],[ 1.88495575 69.11504425] ; [  4.11504425 150.88495575],0
d2,1,0.924994,0.008863,[33 38] ; [71 84],[32.67256637 38.32743363] ; [71.32743363 83.67256637],0
p1,1,0.987238,0.000256,[ 6 65] ; [ 13 142],[ 5.96902655 65.03097345] ; [ 13.03097345 141.96902655],0
p8,1,0.99558,3.1e-05,[47 23] ; [102  50],[46.98198198 23.01801802] ; [102.01801802  49.98198198],0
