Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,127.377274,[ 3 72] ; [293 109],[46.5408805 28.4591195] ; [249.4591195 152.5408805],1
d5,1,0.0,71.656574,[39 36] ; [364  38],[63.36477987 11.63522013] ; [339.63522013  62.36477987],1
d3,1,0.0,62.21278,[24 51] ; [311  91],[52.67295597 22.32704403] ; [282.32704403 119.67295597],1
d2,1,0.0,29.483958,[18 57] ; [233 168],[39.54831933 35.45168067] ; [211.45168067 189.54831933],1
a3,1,1e-06,23.672902,[39 35] ; [318  83],[55.61684211 18.38315789] ; [301.38315789  99.61684211],1
a4,1,2e-06,22.956002,[16 57] ; [210 191],[34.80590717 38.19409283] ; [191.19409283 209.80590717],1
a5,1,9e-06,19.821052,[43 32] ; [325  77],[57.86163522 17.13836478] ; [310.13836478  91.86163522],1
a2,1,6.1e-05,16.07895,[ 6 69] ; [122 280],[20.12578616 54.87421384] ; [107.87421384 294.12578616],1
u1,1,9.6e-05,15.220988,[ 4 71] ; [104 298],[16.98113208 58.01886792] ; [ 91.01886792 310.98113208],1
r3,1,0.002415,9.204212,[67  8] ; [388  12],[71.84210526  3.15789474] ; [383.15789474  16.84210526],0
p4,1,0.003505,8.523923,[40 35] ; [282 118],[50.84210526 24.15789474] ; [271.15789474 128.84210526],0
s2,1,0.003684,8.433239,[37 36] ; [273 127],[47.8435518 25.1564482] ; [262.1564482 137.8435518],0
a7,1,0.00662,7.373314,[44 31] ; [297 104],[53.7289916 21.2710084] ; [287.2710084 113.7289916],0
v2,1,0.006916,7.294776,[30 39] ; [238 153],[40.2 28.8] ; [227.8 163.2],0
p2,1,0.020274,5.388118,[58 17] ; [350  50],[64.42105263 10.57894737] ; [343.57894737  56.42105263],0
n6,1,0.02774,4.844171,[63 12] ; [369  32],[68.06722689  6.93277311] ; [363.93277311  37.06722689],0
p9,1,0.027743,4.843993,[60 14] ; [358  40],[65.53389831  8.46610169] ; [352.46610169  45.53389831],0
r4,1,0.030068,4.705387,[65 10] ; [377  25],[69.49685535  5.50314465] ; [372.50314465  29.49685535],0
s1,1,0.03124,4.639709,[ 7 66] ; [ 15 381],[ 3.42430704 69.57569296] ; [ 18.57569296 377.42430704],0
s7,1,0.047979,3.910708,[39 33] ; [256 130],[46.37554585 25.62445415] ; [248.62445415 137.37554585],0
b3,1,0.051951,3.777352,[12 37] ; [102 159],[18.01935484 30.98064516] ; [ 95.98064516 165.01935484],0
b2,1,0.051951,3.777352,[12 37] ; [102 159],[18.01935484 30.98064516] ; [ 95.98064516 165.01935484],0
s8,1,0.058582,3.577074,[36 39] ; [239 161],[43.42105263 31.57894737] ; [231.57894737 168.42105263],0
a1,1,0.060963,3.510997,[ 1 74] ; [ 28 374],[ 4.55974843 70.44025157] ; [ 24.44025157 377.55974843],0
p6,1,0.063129,3.453213,[25 49] ; [180 216],[32.27659574 41.72340426] ; [172.72340426 223.27659574],0
