Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,31.957755,[40  5] ; [ 5 19],[29.34782609 15.65217391] ; [15.65217391  8.34782609],1
s7,1,0.000854,11.120525,[29 14] ; [ 6 18],[22.46268657 20.53731343] ; [12.53731343 11.46268657],1
r2,1,0.007264,7.206566,[44  1] ; [18  5],[41.02941176  3.97058824] ; [20.97058824  2.02941176],0
s5,1,0.012519,6.235897,[21 19] ; [ 5 19],[16.25 23.75] ; [ 9.75 14.25],0
s8,1,0.01354,6.097091,[21 24] ; [ 4 20],[16.30434783 28.69565217] ; [ 8.69565217 15.30434783],0
s6,1,0.017747,5.620991,[35  8] ; [13 11],[30.80597015 12.19402985] ; [17.19402985  6.80597015],0
r1,1,0.028289,4.810366,[31 14] ; [10 14],[26.73913043 18.26086957] ; [14.26086957  9.73913043],0
v1,1,0.034936,4.448278,[21 24] ; [ 5 19],[16.95652174 28.04347826] ; [ 9.04347826 14.95652174],0
p9,1,0.068628,3.315542,[36  6] ; [16  8],[33.09090909  8.90909091] ; [18.90909091  5.09090909],0
a4,1,0.069498,3.294841,[17 28] ; [ 4 20],[13.69565217 31.30434783] ; [ 7.30434783 16.69565217],0
r4,1,0.08816,2.907654,[38  7] ; [16  8],[35.2173913  9.7826087] ; [18.7826087  5.2173913],0
n3,1,0.093028,2.821181,[13  3] ; [5 5],[11.07692308  4.92307692] ; [6.92307692 3.07692308],0
u3,1,0.094362,2.798336,[13  4] ; [5 6],[10.92857143  6.07142857] ; [7.07142857 3.92857143],0
r3,1,0.172091,1.864635,[40  4] ; [19  5],[38.17647059  5.82352941] ; [20.82352941  3.17647059],0
v2,1,0.243919,1.357801,[22 20] ; [ 9 15],[19.72727273 22.27272727] ; [11.27272727 12.72727273],0
d3,1,0.256026,1.290119,[27 18] ; [17  6],[29.11764706 15.88235294] ; [14.88235294  8.11764706],0
p3,1,0.325292,0.967548,[10 35] ; [ 3 21],[ 8.47826087 36.52173913] ; [ 4.52173913 19.47826087],0
n6,1,0.362676,0.828605,[31 14] ; [19  5],[32.60869565 12.39130435] ; [17.39130435  6.60869565],0
b1,1,0.370199,0.802998,[16 29] ; [ 6 18],[14.34782609 30.65217391] ; [ 7.65217391 16.34782609],0
b5,1,0.372572,0.795068,[27 18] ; [17  7],[28.69565217 16.30434783] ; [15.30434783  8.69565217],0
p11,1,0.404754,0.694158,[29 16] ; [13 11],[27.39130435 17.60869565] ; [14.60869565  9.39130435],0
n2,1,0.420113,0.65,[12  4] ; [6 4],[11.07692308  4.92307692] ; [6.92307692 3.07692308],0
v4,1,0.429873,0.623167,[41  3] ; [21  3],[40.11764706  3.88235294] ; [21.88235294  2.11764706],0
n4,1,0.441297,0.592908,[25 20] ; [11 13],[23.47826087 21.52173913] ; [12.52173913 11.47826087],0
p8,1,0.48923,0.47822,[12 30] ; [ 5 19],[10.81818182 31.18181818] ; [ 6.18181818 17.81818182],0
p2,1,0.492778,0.470455,[30 15] ; [14 10],[28.69565217 16.30434783] ; [15.30434783  8.69565217],0
a3,1,0.516323,0.421233,[28 17] ; [13 11],[26.73913043 18.26086957] ; [14.26086957  9.73913043],0
n1,1,0.529233,0.395865,[ 5 11] ; [2 8],[ 4.30769231 11.69230769] ; [2.69230769 7.30769231],0
a5,1,0.536171,0.382683,[26 19] ; [12 12],[24.7826087 20.2173913] ; [13.2173913 10.7826087],0
a6,1,0.552843,0.352248,[24 21] ; [11 13],[22.82608696 22.17391304] ; [12.17391304 11.82608696],0
n5,1,0.566665,0.328294,[23 22] ; [14 10],[24.13043478 20.86956522] ; [12.86956522 11.13043478],0
d1,1,0.586247,0.296243,[18 27] ; [ 8 16],[16.95652174 28.04347826] ; [ 9.04347826 14.95652174],0
p10,1,0.593957,0.284208,[33 10] ; [17  7],[32.08955224 10.91044776] ; [17.91044776  6.08955224],0
p7,1,0.613204,0.255536,[18 23] ; [ 9 15],[17.03076923 23.96923077] ; [ 9.96923077 14.03076923],0
a1,1,0.646563,0.210261,[ 1 44] ; [ 1 23],[ 1.30434783 43.69565217] ; [ 0.69565217 23.30434783],0
p12,1,0.658678,0.195133,[ 1 43] ; [ 1 23],[ 1.29411765 42.70588235] ; [ 0.70588235 23.29411765],0
a2,1,0.672118,0.179135,[ 3 42] ; [ 1 23],[ 2.60869565 42.39130435] ; [ 1.39130435 22.60869565],0
a7,1,0.67532,0.175442,[27 18] ; [15  8],[27.79411765 17.20588235] ; [14.20588235  8.79411765],0
u2,1,0.698791,0.149733,[9 8] ; [5 6],[8.5 8.5] ; [5.5 5.5],0
d2,1,0.729261,0.119792,[15 30] ; [ 9 15],[15.65217391 29.34782609] ; [ 8.34782609 15.65217391],0
v3,1,0.730523,0.118632,[13 32] ; [ 6 18],[12.39130435 32.60869565] ; [ 6.60869565 17.39130435],0
d5,1,0.759467,0.093747,[31 14] ; [15  8],[30.44117647 14.55882353] ; [15.55882353  7.44117647],0
b4,1,0.791779,0.069697,[21 24] ; [12 12],[21.52173913 23.47826087] ; [11.47826087 12.52173913],0
d4,1,0.824766,0.049026,[33 12] ; [17  7],[32.60869565 12.39130435] ; [17.39130435  6.60869565],0
p6,1,0.867147,0.027984,[ 6 37] ; [ 3 21],[ 5.7761194 37.2238806] ; [ 3.2238806 20.7761194],0
u1,1,0.937825,0.006085,[ 4 41] ; [ 2 22],[ 3.91304348 41.08695652] ; [ 2.08695652 21.91304348],0
b2,1,0.960968,0.002395,[ 5 16] ; [ 3 10],[ 4.94117647 16.05882353] ; [3.05882353 9.94117647],0
b3,1,0.960968,0.002395,[ 5 16] ; [ 3 10],[ 4.94117647 16.05882353] ; [3.05882353 9.94117647],0
