Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,93.425491,[88 46] ; [ 23 156],[47.52076677 86.47923323] ; [ 63.47923323 115.52076677],1
s2,1,0.0,45.032787,[86 48] ; [ 46 130],[57.05806452 76.94193548] ; [ 74.94193548 101.05806452],1
s3,1,0.0,31.291086,[91 42] ; [ 63 111],[66.71661238 66.28338762] ; [87.28338762 86.71661238],1
s6,1,0.0,30.200073,[108  24] ; [89 84],[85.25901639 46.74098361] ; [111.74098361  61.25901639],1
a3,1,0.0,26.716592,[98 36] ; [ 78 100],[75.58974359 58.41025641] ; [100.41025641  77.58974359],1
p6,1,5e-05,16.442212,[57 74] ; [ 39 139],[40.69902913 90.30097087] ; [ 55.30097087 122.69902913],1
s5,1,5.6e-05,16.243627,[54 76] ; [ 35 138],[38.18481848 91.81518152] ; [ 50.81518152 122.18481848],1
p7,1,0.000126,14.69963,[96 36] ; [90 86],[79.71428571 52.28571429] ; [106.28571429  69.71428571],1
p4,1,0.000368,12.685672,[83 51] ; [ 74 104],[67.42948718 66.57051282] ; [89.57051282 88.42948718],1
v3,1,0.000506,12.093108,[58 75] ; [ 44 133],[43.76129032 89.23870968] ; [ 58.23870968 118.76129032],1
p10,1,0.000617,11.72509,[115  17] ; [123  51],[102.66666667  29.33333333] ; [135.33333333  38.66666667],1
p5,1,0.001777,9.766255,[ 23 110] ; [ 11 168],[ 14.49358974 118.50641026] ; [ 19.50641026 159.49358974],0
p2,1,0.002771,8.952685,[117  16] ; [133  46],[106.57051282  26.42948718] ; [143.42948718  35.57051282],0
a5,1,0.002843,8.905674,[86 48] ; [85 95],[72.97452229 61.02547771] ; [98.02547771 81.97452229],0
p8,1,0.004842,7.937556,[76 57] ; [ 73 105],[63.72025723 69.27974277] ; [85.27974277 92.72025723],0
p9,1,0.010367,6.570733,[116  17] ; [133  43],[107.17475728  25.82524272] ; [141.82524272  34.17475728],0
b3,1,0.012059,6.302138,[41 51] ; [25 68],[32.82162162 59.17837838] ; [33.17837838 59.82162162],0
b2,1,0.012059,6.302138,[41 51] ; [25 68],[32.82162162 59.17837838] ; [33.17837838 59.82162162],0
n4,1,0.013326,6.125331,[106  27] ; [120  59],[96.33974359 36.66025641] ; [129.66025641  49.33974359],0
n5,1,0.014231,6.009212,[109  25] ; [123  55],[99.64102564 34.35897436] ; [132.35897436  45.64102564],0
r1,1,0.023625,5.121987,[102  31] ; [116  63],[92.92948718 40.07051282] ; [125.07051282  53.92948718],0
u3,1,0.024162,5.082965,[23 13] ; [42 58],[17.20588235 18.79411765] ; [47.79411765 52.20588235],0
p3,1,0.026152,4.945915,[69 65] ; [ 70 110],[59.31847134 74.68152866] ; [ 79.68152866 100.31847134],0
s1,1,0.049597,3.85502,[  9 123] ; [  4 172],[  5.57142857 126.42857143] ; [  7.42857143 168.57142857],0
v1,1,0.061814,3.488027,[70 62] ; [ 74 101],[61.91530945 70.08469055] ; [82.08469055 92.91530945],0
n1,1,0.062703,3.464401,[18 18] ; [12 29],[14.02597403 21.97402597] ; [15.97402597 25.02597403],0
u1,1,0.086645,2.935628,[  8 126] ; [  4 176],[  5.12101911 128.87898089] ; [  6.87898089 173.12101911],0
d2,1,0.118745,2.433801,[ 25 109] ; [ 22 157],[ 20.12140575 113.87859425] ; [ 26.87859425 152.12140575],0
v2,1,0.119943,2.418071,[68 62] ; [74 97],[61.32890365 68.67109635] ; [80.67109635 90.32890365],0
u2,1,0.13213,2.267294,[20 16] ; [41 59],[16.14705882 19.85294118] ; [44.85294118 55.14705882],0
a8,1,0.141841,2.157868,[ 21 105] ; [ 18 149],[ 16.77133106 109.22866894] ; [ 22.22866894 144.77133106],0
a2,1,0.166315,1.91585,[ 10 124] ; [  7 173],[  7.25477707 126.74522293] ; [  9.74522293 170.25477707],0
b5,1,0.167691,1.903464,[73 61] ; [112  68],[78.94904459 55.05095541] ; [106.05095541  73.94904459],0
r2,1,0.212684,1.553059,[123  10] ; [157  21],[119.74276527  13.25723473] ; [160.25723473  17.74276527],0
r4,1,0.241406,1.372364,[118  16] ; [150  30],[114.36942675  19.63057325] ; [153.63057325  26.36942675],0
d4,1,0.271918,1.207045,[82 52] ; [99 81],[77.24203822 56.75796178] ; [103.75796178  76.24203822],0
s4,1,0.321645,0.982247,[ 27 107] ; [ 28 149],[ 23.6977492 110.3022508] ; [ 31.3022508 145.6977492],0
r3,1,0.328765,0.953756,[126   8] ; [163  16],[123.72523962  10.27476038] ; [165.27476038  13.72523962],0
p1,1,0.330439,0.947178,[ 13 120] ; [ 12 166],[ 10.69131833 122.30868167] ; [ 14.30868167 163.69131833],0
v4,1,0.356674,0.849569,[127   7] ; [164  14],[124.98076923   9.01923077] ; [166.01923077  11.98076923],0
a1,1,0.41016,0.678336,[  3 131] ; [  7 173],[  4.26751592 129.73248408] ; [  5.73248408 174.26751592],0
p11,1,0.431002,0.620123,[107  27] ; [137  43],[104.12738854  29.87261146] ; [139.87261146  40.12738854],0
b4,1,0.454089,0.560425,[74 60] ; [107  73],[77.24203822 56.75796178] ; [103.75796178  76.24203822],0
a6,1,0.47489,0.510576,[72 62] ; [104  76],[75.10828025 58.89171975] ; [100.89171975  79.10828025],0
d5,1,0.587258,0.294647,[76 58] ; [96 83],[73.63578275 60.36421725] ; [98.36421725 80.63578275],0
a7,1,0.606006,0.266032,[82 52] ; [114  64],[84.17948718 49.82051282] ; [111.82051282  66.17948718],0
a4,1,0.632167,0.229133,[ 34 100] ; [ 41 137],[ 32.21153846 101.78846154] ; [ 42.78846154 135.21153846],0
n2,1,0.641569,0.216697,[29  7] ; [32 10],[28.15384615  7.84615385] ; [32.84615385  9.15384615],0
p12,1,0.653994,0.200901,[  9 123] ; [ 10 169],[  8.06430868 123.93569132] ; [ 10.93569132 168.06430868],0
n3,1,0.735185,0.114404,[26 10] ; [31 10],[26.64935065  9.35064935] ; [30.35064935 10.64935065],0
b1,1,0.748675,0.102648,[50 84] ; [ 64 116],[48.64968153 85.35031847] ; [ 65.35031847 114.64968153],0
d3,1,0.989312,0.000179,[54 80] ; [ 72 107],[53.94249201 80.05750799] ; [ 72.05750799 106.94249201],0
