Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,1e-06,25.243647,[71 21] ; [36 53],[54.38674033 37.61325967] ; [52.61325967 36.38674033],1
r1,1,1.2e-05,19.096088,[78 14] ; [49 40],[64.55248619 27.44751381] ; [62.44751381 26.55248619],1
a3,1,2.1e-05,18.068231,[62 30] ; [31 56],[47.79888268 44.20111732] ; [45.20111732 41.79888268],1
a4,1,0.000298,13.085486,[28 63] ; [ 8 80],[18.30167598 72.69832402] ; [17.69832402 70.30167598],1
s7,1,0.000346,12.802589,[46 40] ; [23 63],[34.5 51.5] ; [34.5 51.5],1
r4,1,0.002223,9.355824,[86  6] ; [69 20],[78.78453039 13.21546961] ; [76.21546961 12.78453039],0
d2,1,0.003749,8.401365,[29 63] ; [12 77],[20.83977901 71.16022099] ; [20.16022099 68.83977901],0
b3,1,0.003913,8.323591,[27 28] ; [11 39],[19.9047619 35.0952381] ; [18.0952381 31.9047619],0
b2,1,0.003913,8.323591,[27 28] ; [11 39],[19.9047619 35.0952381] ; [18.0952381 31.9047619],0
p3,1,0.005184,7.81423,[44 47] ; [25 64],[34.88333333 56.11666667] ; [34.11666667 54.88333333],0
a7,1,0.005485,7.712229,[66 26] ; [46 43],[56.9281768 35.0718232] ; [55.0718232 33.9281768],0
p8,1,0.006881,7.3037,[53 37] ; [34 54],[43.98876404 46.01123596] ; [43.01123596 44.98876404],0
v3,1,0.010725,6.510345,[38 52] ; [21 66],[30. 60.] ; [29. 58.],0
p10,1,0.01117,6.438067,[71 18] ; [55 33],[63.3559322 25.6440678] ; [62.6440678 25.3559322],0
d1,1,0.019134,5.489252,[ 8 84] ; [ 1 88],[ 4.57458564 87.42541436] ; [ 4.42541436 84.57458564],0
n4,1,0.023751,5.112699,[68 24] ; [51 37],[60.82222222 31.17777778] ; [58.17777778 29.82222222],0
p4,1,0.026969,4.892826,[48 42] ; [32 55],[40.6779661 49.3220339] ; [39.3220339 47.6779661],0
v2,1,0.032009,4.598032,[46 44] ; [29 54],[39.01734104 50.98265896] ; [35.98265896 47.01734104],0
s5,1,0.046525,3.962482,[30 59] ; [17 67],[24.17919075 64.82080925] ; [22.82080925 61.17919075],0
d3,1,0.056446,3.638854,[46 46] ; [32 57],[39.64640884 52.35359116] ; [38.35359116 50.64640884],0
b1,1,0.056446,3.638854,[46 46] ; [32 57],[39.64640884 52.35359116] ; [38.35359116 50.64640884],0
n5,1,0.063379,3.446667,[68 24] ; [53 34],[62.18994413 29.81005587] ; [58.81005587 28.18994413],0
p12,1,0.065276,3.397998,[11 79] ; [ 4 84],[ 7.58426966 82.41573034] ; [ 7.41573034 80.58426966],0
p1,1,0.07757,3.115101,[15 76] ; [ 7 82],[11.12222222 79.87777778] ; [10.87777778 78.12222222],0
r2,1,0.100858,2.691925,[87  5] ; [78 11],[83.86740331  8.13259669] ; [81.13259669  7.86740331],0
u1,1,0.1053,2.623378,[ 5 87] ; [ 1 88],[ 3.04972376 88.95027624] ; [ 2.95027624 86.04972376],0
v1,1,0.105908,2.614239,[45 45] ; [33 54],[39.66101695 50.33898305] ; [38.33898305 48.66101695],0
s8,1,0.122266,2.388047,[34 56] ; [24 65],[29.16201117 60.83798883] ; [28.83798883 60.16201117],0
s2,1,0.144236,2.132177,[42 47] ; [32 56],[37.20903955 51.79096045] ; [36.79096045 51.20903955],0
p9,1,0.190392,1.714583,[73 16] ; [65 23],[69.38983051 19.61016949] ; [68.61016949 19.38983051],0
p5,1,0.199795,1.643871,[14 77] ; [ 8 80],[11.18435754 79.81564246] ; [10.81564246 77.18435754],0
u3,1,0.202075,1.627317,[18 12] ; [26 31],[15.17241379 14.82758621] ; [28.82758621 28.17241379],0
n2,1,0.246058,1.345547,[18  2] ; [20  6],[16.52173913  3.47826087] ; [21.47826087  4.52173913],0
n3,1,0.288159,1.128205,[15  3] ; [18  8],[13.5  4.5] ; [19.5  6.5],0
p6,1,0.349676,0.874634,[31 60] ; [24 63],[28.11797753 62.88202247] ; [26.88202247 60.11797753],0
u2,1,0.353241,0.861781,[14 16] ; [32 24],[16.04651163 13.95348837] ; [29.95348837 26.04651163],0
s6,1,0.371992,0.797,[53 36] ; [46 41],[50.0625 38.9375] ; [48.9375 38.0625],0
p11,1,0.403461,0.697986,[74 18] ; [67 22],[71.66850829 20.33149171] ; [69.33149171 19.66850829],0
p7,1,0.44902,0.573123,[49 42] ; [50 34],[51.48 39.52] ; [47.52 36.48],0
n6,1,0.500385,0.454119,[76 16] ; [70 19],[74.20994475 17.79005525] ; [71.79005525 17.20994475],0
s3,1,0.515306,0.423278,[51 39] ; [44 41],[48.85714286 41.14285714] ; [46.14285714 38.85714286],0
b4,1,0.520235,0.413427,[55 37] ; [49 40],[52.86187845 39.13812155] ; [51.13812155 37.86187845],0
p2,1,0.55002,0.357281,[69 22] ; [64 25],[67.23888889 23.76111111] ; [65.76111111 23.23888889],0
s4,1,0.624126,0.240111,[17 74] ; [14 74],[15.75977654 75.24022346] ; [15.24022346 72.75977654],0
s1,1,0.677102,0.173407,[ 3 86] ; [ 4 83],[ 3.53977273 85.46022727] ; [ 3.46022727 83.53977273],0
d4,1,0.709196,0.139081,[47 45] ; [43 46],[45.74585635 46.25414365] ; [44.25414365 44.74585635],0
a1,1,0.733244,0.116154,[ 4 88] ; [ 3 86],[ 3.55801105 88.44198895] ; [ 3.44198895 85.55801105],0
r3,1,0.743944,0.10669,[84  8] ; [80  9],[83.35911602  8.64088398] ; [80.64088398  8.35911602],0
a8,1,0.860675,0.030805,[11 75] ; [10 74],[10.62352941 75.37647059] ; [10.37647059 73.62352941],0
n1,1,0.87751,0.023755,[ 7 12] ; [ 9 17],[ 6.75555556 12.24444444] ; [ 9.24444444 16.75555556],0
b5,1,0.91121,0.012435,[53 39] ; [52 37],[53.37016575 38.62983425] ; [51.62983425 37.37016575],0
