Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.97797,[84 19] ; [ 5 20],[71.6171875 31.3828125] ; [17.3828125  7.6171875],1
v4,1,3.6e-05,17.068378,[94  8] ; [15 10],[87.54330709 14.45669291] ; [21.45669291  3.54330709],1
r3,1,0.000751,11.359257,[91 12] ; [15 10],[85.296875 17.703125] ; [20.703125  4.296875],1
d5,1,0.004914,7.910726,[68 34] ; [ 9 16],[61.84251969 40.15748031] ; [15.15748031  9.84251969],0
r1,1,0.005011,7.875619,[61 42] ; [ 7 18],[54.71875 48.28125] ; [13.28125 11.71875],0
b1,1,0.017883,5.607604,[39 64] ; [16  9],[44.2578125 58.7421875] ; [10.7421875 14.2578125],0
u3,1,0.022085,5.239085,[32 16] ; [ 5 10],[28.19047619 19.80952381] ; [8.80952381 6.19047619],0
p5,1,0.033513,4.519369,[  1 101] ; [ 2 22],[ 2.42857143 99.57142857] ; [ 0.57142857 23.42857143],0
s6,1,0.038955,4.262828,[52 50] ; [ 7 18],[47.38582677 54.61417323] ; [11.61417323 13.38582677],0
s3,1,0.040101,4.213599,[48 55] ; [ 6 19],[43.453125 59.546875] ; [10.546875 14.453125],0
s2,1,0.049378,3.862453,[42 60] ; [ 5 20],[37.7480315 64.2519685] ; [ 9.2519685 15.7480315],0
d2,1,0.064112,3.427689,[41 62] ; [ 5 20],[37.015625 65.984375] ; [ 8.984375 16.015625],0
d1,1,0.076836,3.130586,[40 63] ; [ 5 20],[36.2109375 66.7890625] ; [ 8.7890625 16.2109375],0
s4,1,0.07908,3.083702,[30 73] ; [ 3 22],[26.5546875 76.4453125] ; [ 6.4453125 18.5546875],0
n2,1,0.081411,3.036499,[29 11] ; [6 7],[26.41509434 13.58490566] ; [8.58490566 4.41509434],0
n6,1,0.095032,2.787003,[68 35] ; [12 13],[64.375 38.625] ; [15.625  9.375],0
a7,1,0.102162,2.671458,[67 35] ; [12 13],[63.4488189 38.5511811] ; [15.5511811  9.4488189],0
p9,1,0.106049,2.612129,[72 29] ; [13 11],[68.68 32.32] ; [16.32  7.68],0
p10,1,0.109811,2.556946,[66 35] ; [12 13],[62.52380952 38.47619048] ; [15.47619048  9.52380952],0
s5,1,0.195535,1.675415,[29 72] ; [ 4 21],[26.45238095 74.54761905] ; [ 6.54761905 18.45238095],0
p3,1,0.204887,1.607192,[34 69] ; [ 5 20],[31.3828125 71.6171875] ; [ 7.6171875 17.3828125],0
p11,1,0.230605,1.437127,[63 40] ; [12 13],[60.3515625 42.6484375] ; [14.6484375 10.3515625],0
a3,1,0.246128,1.345151,[54 48] ; [10 15],[51.4015748 50.5984252] ; [12.5984252 12.4015748],0
b3,1,0.29884,1.079365,[15 39] ; [ 2 12],[13.5 40.5] ; [ 3.5 10.5],0
b2,1,0.29884,1.079365,[15 39] ; [ 2 12],[13.5 40.5] ; [ 3.5 10.5],0
s7,1,0.331217,0.944132,[28 71] ; [ 4 18],[26.18181818 72.81818182] ; [ 5.81818182 16.18181818],0
n3,1,0.372488,0.795347,[27 13] ; [7 6],[25.66037736 14.33962264] ; [8.33962264 4.66037736],0
a1,1,0.382386,0.763016,[ 4 99] ; [ 2 23],[ 4.828125 98.171875] ; [ 1.171875 23.828125],0
d4,1,0.383094,0.760749,[75 28] ; [16  9],[73.2265625 29.7734375] ; [17.7734375  7.2265625],0
p6,1,0.40325,0.698614,[24 77] ; [ 4 21],[22.44444444 78.55555556] ; [ 5.55555556 19.44444444],0
a4,1,0.40756,0.685906,[29 74] ; [ 5 20],[27.359375 75.640625] ; [ 6.640625 18.359375],0
a2,1,0.428456,0.627004,[ 9 94] ; [ 1 24],[ 8.046875 94.953125] ; [ 1.953125 23.046875],0
s8,1,0.446469,0.579601,[28 74] ; [ 5 20],[26.50393701 75.49606299] ; [ 6.49606299 18.50393701],0
a6,1,0.453976,0.560705,[58 45] ; [12 13],[56.328125 46.671875] ; [13.671875 11.328125],0
p1,1,0.502149,0.450393,[ 8 94] ; [ 1 24],[ 7.22834646 94.77165354] ; [ 1.77165354 23.22834646],0
p2,1,0.522185,0.409576,[72 30] ; [16  9],[70.67716535 31.32283465] ; [17.32283465  7.67716535],0
a8,1,0.541818,0.372181,[ 5 93] ; [ 2 22],[ 5.62295082 92.37704918] ; [ 1.37704918 22.62295082],0
v1,1,0.571989,0.319366,[30 71] ; [ 6 19],[28.85714286 72.14285714] ; [ 7.14285714 17.85714286],0
a5,1,0.611327,0.258247,[47 56] ; [10 15],[45.8671875 57.1328125] ; [11.1328125 13.8671875],0
n1,1,0.630236,0.231741,[12 28] ; [ 3 10],[11.32075472 28.67924528] ; [3.67924528 9.32075472],0
u2,1,0.691469,0.1575,[26 22] ; [9 6],[26.66666667 21.33333333] ; [8.33333333 6.66666667],0
s1,1,0.718804,0.129642,[ 6 97] ; [ 1 24],[ 5.6328125 97.3671875] ; [ 1.3671875 23.6328125],0
b4,1,0.748116,0.103121,[54 49] ; [14 11],[54.71875 48.28125] ; [13.28125 11.71875],0
p7,1,0.751801,0.100024,[50 47] ; [12 13],[49.29508197 47.70491803] ; [12.70491803 12.29508197],0
v3,1,0.77189,0.084044,[10 91] ; [ 2 23],[ 9.61904762 91.38095238] ; [ 2.38095238 22.61904762],0
b5,1,0.793635,0.068431,[63 40] ; [16  9],[63.5703125 39.4296875] ; [15.4296875  9.5703125],0
d3,1,0.826595,0.047992,[59 42] ; [14 11],[58.51587302 42.48412698] ; [14.48412698 10.51587302],0
p8,1,0.835057,0.043356,[41 62] ; [ 9 15],[40.5511811 62.4488189] ; [ 9.4488189 14.5511811],0
p4,1,0.870958,0.026387,[39 63] ; [10 15],[39.35433071 62.64566929] ; [ 9.64566929 15.35433071],0
