Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,42.86732,[ 4 28] ; [54 12],[18.93877551 13.06122449] ; [39.06122449 26.93877551],1
r4,1,0.000103,15.072445,[14 18] ; [55 12],[22.3030303  9.6969697] ; [46.6969697 20.3030303],1
r3,1,0.000291,13.130327,[17 14] ; [58  8],[23.96907216  7.03092784] ; [51.03092784 14.96907216],1
p8,1,0.00053,12.007847,[ 4 28] ; [32 34],[11.75510204 20.24489796] ; [24.24489796 41.75510204],1
n2,1,0.001129,10.603636,[ 8 10] ; [17  1],[12.5  5.5] ; [12.5  5.5],0
p11,1,0.00122,10.459138,[15 17] ; [53 14],[21.97979798 10.02020202] ; [46.02020202 20.97979798],0
v4,1,0.001274,10.379349,[20 10] ; [61  5],[25.3125  4.6875] ; [55.6875 10.3125],0
p2,1,0.002111,9.450613,[13 19] ; [48 18],[19.91836735 12.08163265] ; [41.08163265 24.91836735],0
s6,1,0.003083,8.75779,[ 8 24] ; [38 29],[14.86868687 17.13131313] ; [31.13131313 35.86868687],0
a7,1,0.003728,8.411895,[ 9 22] ; [40 26],[15.65979381 15.34020619] ; [33.34020619 32.65979381],0
n6,1,0.005559,7.688024,[16 15] ; [53 14],[21.82653061  9.17346939] ; [47.17346939 19.82653061],0
v2,1,0.00779,7.081115,[ 4 26] ; [25 36],[ 9.56043956 20.43956044] ; [19.43956044 41.56043956],0
s8,1,0.017053,5.690884,[ 3 29] ; [21 46],[ 7.75757576 24.24242424] ; [16.24242424 50.75757576],0
r2,1,0.020623,5.358341,[22  9] ; [60  7],[25.93877551  5.06122449] ; [56.06122449 10.93877551],0
s3,1,0.029096,4.761905,[ 9 23] ; [33 31],[14. 18.] ; [28. 36.],0
s2,1,0.029503,4.738017,[ 6 26] ; [27 39],[10.7755102 21.2244898] ; [22.2244898 43.7755102],0
n3,1,0.031305,4.636173,[9 7] ; [16  2],[11.76470588  4.23529412] ; [13.23529412  4.76470588],0
d2,1,0.076277,3.142491,[ 9 23] ; [ 9 58],[ 5.81818182 26.18181818] ; [12.18181818 54.81818182],0
p3,1,0.086505,2.938242,[ 3 29] ; [16 51],[ 6.14141414 25.85858586] ; [12.85858586 54.14141414],0
p7,1,0.104483,2.635752,[ 9 21] ; [31 34],[12.63157895 17.36842105] ; [27.36842105 37.63157895],0
s7,1,0.109284,2.564546,[ 5 24] ; [22 44],[ 8.24210526 20.75789474] ; [18.75789474 47.24210526],0
s1,1,0.144181,2.132756,[ 4 27] ; [ 3 62],[ 2.26041667 28.73958333] ; [ 4.73958333 60.26041667],0
u2,1,0.159849,1.975655,[11  9] ; [14 25],[ 8.47457627 11.52542373] ; [16.52542373 22.47457627],0
a6,1,0.177299,1.82012,[14 18] ; [39 28],[17.13131313 14.86868687] ; [35.86868687 31.13131313],0
v1,1,0.179712,1.8,[ 9 23] ; [27 37],[12. 20.] ; [24. 40.],0
v3,1,0.190191,1.716135,[ 5 25] ; [19 46],[ 7.57894737 22.42105263] ; [16.42105263 48.57894737],0
s5,1,0.194821,1.680782,[ 3 29] ; [13 53],[ 5.2244898 26.7755102] ; [10.7755102 55.2244898],0
d5,1,0.28703,1.133499,[10 22] ; [28 38],[12.40816327 19.59183673] ; [25.59183673 40.40816327],0
a4,1,0.327796,0.957584,[ 8 24] ; [11 55],[ 6.20408163 25.79591837] ; [12.79591837 53.20408163],0
a1,1,0.339495,0.912336,[ 3 29] ; [ 3 64],[ 1.93939394 30.06060606] ; [ 4.06060606 62.93939394],0
p1,1,0.367895,0.810761,[ 2 30] ; [ 8 58],[ 3.26530612 28.73469388] ; [ 6.73469388 59.26530612],0
a5,1,0.410363,0.67775,[12 20] ; [31 36],[13.8989899 18.1010101] ; [29.1010101 37.8989899],0
d3,1,0.420179,0.649816,[ 6 26] ; [17 48],[ 7.58762887 24.41237113] ; [15.41237113 49.58762887],0
p12,1,0.440331,0.595419,[ 2 30] ; [ 2 65],[ 1.29292929 30.70707071] ; [ 2.70707071 64.29292929],0
n4,1,0.508418,0.437321,[22  9] ; [43 24],[20.56122449 10.43877551] ; [44.43877551 22.56122449],0
u1,1,0.545428,0.365571,[ 1 31] ; [ 4 63],[ 1.61616162 30.38383838] ; [ 3.38383838 63.61616162],0
n5,1,0.582648,0.301974,[21 10] ; [49 18],[22.14285714  8.85714286] ; [47.85714286 19.14285714],0
b4,1,0.608018,0.263071,[18 14] ; [34 33],[16.80808081 15.19191919] ; [35.19191919 31.80808081],0
n1,1,0.717491,0.130909,[ 6 12] ; [ 5 13],[ 5.5 12.5] ; [ 5.5 12.5],0
a3,1,0.728921,0.120104,[12 19] ; [28 38],[12.78350515 18.21649485] ; [27.21649485 38.78350515],0
b5,1,0.74436,0.106332,[18 14] ; [40 27],[18.74747475 13.25252525] ; [39.25252525 27.74747475],0
s4,1,0.774481,0.082093,[ 7 25] ; [13 54],[ 6.46464646 25.53535354] ; [13.53535354 53.46464646],0
b2,1,0.779765,0.07819,[ 6 14] ; [ 9 25],[ 5.55555556 14.44444444] ; [ 9.44444444 24.55555556],0
b3,1,0.779765,0.07819,[ 6 14] ; [ 9 25],[ 5.55555556 14.44444444] ; [ 9.44444444 24.55555556],0
r1,1,0.79973,0.064362,[17 14] ; [38 28],[17.57731959 13.42268041] ; [37.42268041 28.57731959],0
a2,1,0.825748,0.04847,[ 2 30] ; [ 5 62],[ 2.26262626 29.73737374] ; [ 4.73737374 62.26262626],0
b1,1,0.862458,0.030014,[13 19] ; [26 41],[12.60606061 19.39393939] ; [26.39393939 40.60606061],0
u3,1,0.917739,0.010667,[ 9 11] ; [17 22],[ 8.81355932 11.18644068] ; [17.18644068 21.81355932],0
p6,1,0.946955,0.004426,[ 5 26] ; [11 55],[ 5.11340206 25.88659794] ; [10.88659794 55.11340206],0
d1,1,0.969698,0.001443,[ 1 31] ; [ 2 65],[ 0.96969697 31.03030303] ; [ 2.03030303 64.96969697],0
p5,1,0.979641,0.000651,[ 1 31] ; [ 2 64],[ 0.97959184 31.02040816] ; [ 2.02040816 63.97959184],0
a8,1,0.980354,0.000606,[ 3 27] ; [ 6 55],[ 2.96703297 27.03296703] ; [ 6.03296703 54.96703297],0
