Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,31.981001,[46 37] ; [ 30 124],[26.61603376 56.38396624] ; [ 49.38396624 104.61603376],1
s2,1,1.5e-05,18.795768,[50 33] ; [ 48 106],[34.32067511 48.67932489] ; [63.67932489 90.32067511],1
s6,1,2.3e-05,17.89416,[62 21] ; [70 82],[46.6212766 36.3787234] ; [85.3787234 66.6212766],1
s4,1,3.8e-05,16.965939,[28 55] ; [ 18 137],[16.04201681 66.95798319] ; [ 29.95798319 125.04201681],1
s3,1,5.7e-05,16.194254,[55 28] ; [59 93],[40.26382979 42.73617021] ; [73.73617021 78.26382979],1
a3,1,0.000444,12.337432,[64 19] ; [83 71],[51.48101266 31.51898734] ; [95.51898734 58.48101266],1
s5,1,0.002311,9.284593,[32 46] ; [ 32 115],[22.18666667 55.81333333] ; [ 41.81333333 105.18666667],0
a2,1,0.003193,8.693648,[19 64] ; [ 14 141],[11.50840336 71.49159664] ; [ 21.49159664 133.50840336],0
p6,1,0.004359,8.127866,[31 49] ; [ 32 119],[21.81818182 58.18181818] ; [ 41.18181818 109.81818182],0
u1,1,0.004746,7.973683,[16 67] ; [ 11 144],[ 9.41596639 73.58403361] ; [ 17.58403361 137.41596639],0
n4,1,0.006122,7.514041,[43 40] ; [ 52 103],[33.1302521 49.8697479] ; [61.8697479 93.1302521],0
p10,1,0.010284,6.585028,[62 20] ; [90 63],[53.03829787 28.96170213] ; [98.96170213 54.03829787],0
d5,1,0.01469,5.953276,[71 12] ; [110  44],[63.38818565 19.61181435] ; [117.61181435  36.38818565],0
p3,1,0.021123,5.316627,[39 44] ; [ 49 105],[30.8185654 52.1814346] ; [57.1814346 96.8185654],0
d2,1,0.023693,5.117001,[42 41] ; [ 55 100],[33.82773109 49.17226891] ; [63.17226891 91.82773109],0
u3,1,0.031502,4.625373,[15  4] ; [36 34],[10.88764045  8.11235955] ; [40.11235955 29.88764045],0
n1,1,0.037541,4.32572,[10 14] ; [ 9 39],[ 6.33333333 17.66666667] ; [12.66666667 35.33333333],0
a5,1,0.038159,4.297905,[60 23] ; [91 64],[52.65966387 30.34033613] ; [98.34033613 56.65966387],0
u2,1,0.038668,4.2754,[14  4] ; [36 35],[10.11235955  7.88764045] ; [39.88764045 31.11235955],0
b2,1,0.044596,4.033862,[23 33] ; [19 58],[17.68421053 38.31578947] ; [24.31578947 52.68421053],0
b3,1,0.044596,4.033862,[23 33] ; [19 58],[17.68421053 38.31578947] ; [24.31578947 52.68421053],0
d3,1,0.053583,3.725651,[63 20] ; [98 56],[56.38396624 26.61603376] ; [104.61603376  49.38396624],0
p7,1,0.062706,3.464322,[52 31] ; [76 76],[45.20851064 37.79148936] ; [82.79148936 69.20851064],0
v1,1,0.064623,3.414574,[37 44] ; [ 50 100],[30.50649351 50.49350649] ; [56.49350649 93.50649351],0
a8,1,0.087837,2.913578,[ 9 66] ; [  8 137],[ 5.79545455 69.20454545] ; [ 11.20454545 133.79545455],0
p9,1,0.097264,2.749839,[64 17] ; [106  48],[58.59574468 22.40425532] ; [111.40425532  42.59574468],0
d1,1,0.137795,2.202413,[48 35] ; [74 81],[42.54621849 40.45378151] ; [79.45378151 75.54621849],0
b4,1,0.155598,2.016495,[56 27] ; [90 65],[50.91596639 32.08403361] ; [95.08403361 59.91596639],0
r4,1,0.167335,1.906656,[75  8] ; [130  25],[71.49159664 11.50840336] ; [133.50840336  21.49159664],0
p4,1,0.175808,1.832708,[41 42] ; [62 92],[36.07172996 46.92827004] ; [66.92827004 87.07172996],0
r2,1,0.194836,1.680668,[77  4] ; [138  15],[74.42307692  6.57692308] ; [140.57692308  12.42307692],0
a4,1,0.207559,1.588369,[33 50] ; [ 49 106],[28.59663866 54.40336134] ; [ 53.40336134 101.59663866],0
d4,1,0.24126,1.373216,[71 12] ; [123  32],[67.65546218 15.34453782] ; [126.34453782  28.65546218],0
p5,1,0.254666,1.297525,[ 6 76] ; [  6 148],[ 4.16949153 77.83050847] ; [  7.83050847 146.16949153],0
p1,1,0.274565,1.193795,[ 8 74] ; [  9 144],[ 5.93191489 76.06808511] ; [ 11.06808511 141.93191489],0
p12,1,0.313277,1.016808,[ 2 81] ; [  8 147],[ 3.48739496 79.51260504] ; [  6.51260504 148.48739496],0
b5,1,0.320023,0.988853,[47 36] ; [98 57],[50.56722689 32.43277311] ; [94.43277311 60.56722689],0
n3,1,0.370474,0.802073,[19  4] ; [35 13],[17.49295775  5.50704225] ; [36.50704225 11.49295775],0
r1,1,0.400592,0.706548,[64 19] ; [111  43],[61.28691983 21.71308017] ; [113.71308017  40.28691983],0
b1,1,0.457364,0.552339,[26 57] ; [56 99],[28.59663866 54.40336134] ; [ 53.40336134 101.59663866],0
n6,1,0.496052,0.463372,[56 26] ; [99 56],[53.62869198 28.37130802] ; [101.37130802  53.62869198],0
v3,1,0.501892,0.450933,[23 54] ; [ 38 110],[20.87555556 56.12444444] ; [ 40.12444444 107.87555556],0
a6,1,0.572832,0.317967,[55 28] ; [97 58],[53.00840336 29.99159664] ; [98.99159664 56.00840336],0
a1,1,0.588052,0.293396,[ 3 80] ; [  8 147],[ 3.83613445 79.16386555] ; [  7.16386555 147.83613445],0
p8,1,0.588682,0.292407,[36 46] ; [62 92],[34.05084746 47.94915254] ; [63.94915254 90.05084746],0
v2,1,0.690193,0.158876,[43 35] ; [78 71],[41.57709251 36.42290749] ; [79.42290749 69.57709251],0
v4,1,0.711319,0.136963,[75  7] ; [142  11],[75.71914894  6.28085106] ; [141.28085106  11.71914894],0
p2,1,0.81334,0.055752,[63 20] ; [114  39],[62.25 20.75] ; [114.75  38.25],0
a7,1,0.82515,0.048808,[62 21] ; [113  41],[61.28691983 21.71308017] ; [113.71308017  40.28691983],0
s1,1,0.91546,0.011269,[ 4 79] ; [  7 148],[ 3.83613445 79.16386555] ; [  7.16386555 147.83613445],0
n2,1,0.956778,0.002937,[17  7] ; [33 14],[16.90140845  7.09859155] ; [33.09859155 13.90140845],0
p11,1,0.963696,0.002072,[57 26] ; [106  49],[56.84453782 26.15546218] ; [106.15546218  48.84453782],0
