Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a8,1,0.002999,8.807999,[2 1] ; [ 4 42],[0.36734694 2.63265306] ; [ 5.63265306 40.36734694],0
s5,1,0.004378,8.119793,[2 1] ; [ 5 46],[0.38888889 2.61111111] ; [ 6.61111111 44.38888889],0
s8,1,0.027166,4.880214,[2 1] ; [ 8 43],[0.55555556 2.44444444] ; [ 9.44444444 41.55555556],0
s7,1,0.069429,3.296474,[2 1] ; [10 38],[0.70588235 2.29411765] ; [11.29411765 36.70588235],0
p3,1,0.080726,3.050218,[2 1] ; [11 39],[0.73584906 2.26415094] ; [12.26415094 37.73584906],0
s2,1,0.103508,2.650647,[2 1] ; [12 38],[0.79245283 2.20754717] ; [13.20754717 36.79245283],0
v1,1,0.176949,1.823062,[2 1] ; [15 36],[0.94444444 2.05555556] ; [16.05555556 34.94444444],0
s1,1,0.223522,1.481613,[1 2] ; [ 5 44],[0.34615385 2.65384615] ; [ 5.65384615 43.34615385],0
d5,1,0.309848,1.031322,[2 1] ; [19 32],[1.16666667 1.83333333] ; [19.83333333 31.16666667],0
p4,1,0.347011,0.884358,[2 1] ; [20 31],[1.22222222 1.77777778] ; [20.77777778 30.22222222],0
p2,1,0.385557,0.752908,[1 2] ; [30 21],[1.72222222 1.27777778] ; [29.27777778 21.72222222],0
b1,1,0.5089,0.436328,[2 1] ; [24 27],[1.44444444 1.55555556] ; [24.55555556 26.44444444],0
a4,1,0.5097,0.434682,[1 2] ; [ 9 41],[0.56603774 2.43396226] ; [ 9.43396226 40.56603774],0
p7,1,0.552003,0.353741,[2 1] ; [24 25],[1.5 1.5] ; [24.5 24.5],0
r2,1,0.580197,0.305916,[2 1] ; [40 10],[2.37735849 0.62264151] ; [39.62264151 10.37735849],0
p11,1,0.597193,0.27925,[1 2] ; [25 26],[1.44444444 1.55555556] ; [24.55555556 26.44444444],0
b5,1,0.597193,0.27925,[2 1] ; [26 25],[1.55555556 1.44444444] ; [26.44444444 24.55555556],0
b4,1,0.643119,0.214686,[2 1] ; [27 24],[1.61111111 1.38888889] ; [27.38888889 23.61111111],0
p6,1,0.648697,0.207547,[1 2] ; [11 39],[0.67924528 2.32075472] ; [11.32075472 38.67924528],0
v2,1,0.664032,0.188662,[1 2] ; [11 38],[0.69230769 2.30769231] ; [11.30769231 37.69230769],0
a6,1,0.690242,0.158824,[1 2] ; [23 28],[1.33333333 1.66666667] ; [22.66666667 28.33333333],0
p8,1,0.699502,0.14899,[1 2] ; [12 39],[0.72222222 2.27777778] ; [12.27777778 38.72222222],0
u2,1,0.724159,0.124542,[1 1] ; [12 20],[0.76470588 1.23529412] ; [12.23529412 19.76470588],0
d2,1,0.825044,0.048869,[1 2] ; [14 37],[0.83333333 2.16666667] ; [14.16666667 36.83333333],0
a5,1,0.839051,0.041253,[1 2] ; [20 31],[1.16666667 1.83333333] ; [19.83333333 31.16666667],0
u3,1,0.862889,0.029825,[1 1] ; [14 18],[0.88235294 1.11764706] ; [14.11764706 17.88235294],0
a3,1,0.871334,0.026232,[1 2] ; [19 31],[1.13207547 1.86792453] ; [18.86792453 31.13207547],0
d3,1,0.943347,0.00505,[1 2] ; [16 35],[0.94444444 2.05555556] ; [16.05555556 34.94444444],0
