Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,24.565314,[12 37] ; [67 32],[26.15540541 22.84459459] ; [52.84459459 46.15540541],1
s8,1,1e-06,23.310432,[ 6 43] ; [53 46],[19.53378378 29.46621622] ; [39.46621622 59.53378378],1
s3,1,3e-05,17.39033,[15 33] ; [67 32],[26.7755102 21.2244898] ; [55.2244898 43.7755102],1
s5,1,4.1e-05,16.846775,[ 5 42] ; [43 52],[15.88732394 31.11267606] ; [32.11267606 62.88732394],1
s7,1,4.2e-05,16.767711,[11 35] ; [56 36],[22.33333333 23.66666667] ; [44.66666667 47.33333333],1
r1,1,8.9e-05,15.346911,[27 21] ; [84 14],[36.49315068 11.50684932] ; [74.50684932 23.49315068],1
r2,1,9.4e-05,15.26163,[38 10] ; [97  2],[44.08163265  3.91836735] ; [90.91836735  8.08163265],1
r4,1,0.000117,14.836807,[32 17] ; [90  9],[40.39189189  8.60810811] ; [81.60810811 17.39189189],1
p4,1,0.00022,13.65194,[16 32] ; [65 34],[26.44897959 21.55102041] ; [54.55102041 44.44897959],1
d5,1,0.000401,12.528409,[28 20] ; [84 15],[36.57142857 11.42857143] ; [75.42857143 23.57142857],1
p10,1,0.001251,10.413671,[21 28] ; [67 28],[29.94444444 19.05555556] ; [58.05555556 36.94444444],0
p9,1,0.004071,8.251954,[27 21] ; [76 20],[34.33333333 13.66666667] ; [68.66666667 27.33333333],0
a5,1,0.007733,7.094356,[22 27] ; [67 32],[29.46621622 19.53378378] ; [59.53378378 39.46621622],0
v2,1,0.008504,6.924107,[14 33] ; [50 44],[21.33333333 25.66666667] ; [42.66666667 51.33333333],0
r3,1,0.010456,6.555448,[40  9] ; [92  5],[44.30136986  4.69863014] ; [87.69863014  9.30136986],0
v1,1,0.013385,6.117498,[16 32] ; [54 44],[23.01369863 24.98630137] ; [46.98630137 51.01369863],0
d1,1,0.017006,5.69572,[18 31] ; [57 42],[24.83108108 24.16891892] ; [50.16891892 48.83108108],0
u3,1,0.02383,5.106993,[ 8 15] ; [21 11],[12.12727273 10.87272727] ; [16.87272727 15.12727273],0
d4,1,0.027646,4.850031,[32 16] ; [82 17],[37.2244898 10.7755102] ; [76.7755102 22.2244898],0
a7,1,0.039601,4.234912,[29 19] ; [76 23],[34.28571429 13.71428571] ; [70.71428571 28.28571429],0
n1,1,0.043445,4.078006,[ 2 11] ; [17 19],[5.04081633 7.95918367] ; [13.95918367 22.04081633],0
p3,1,0.052033,3.774706,[16 33] ; [49 50],[21.52027027 27.47972973] ; [43.47972973 55.52027027],0
v4,1,0.056103,3.648988,[42  6] ; [95  4],[44.73469388  3.26530612] ; [92.26530612  6.73469388],0
a4,1,0.06521,3.399649,[15 34] ; [46 53],[20.19594595 28.80405405] ; [40.80405405 58.19594595],0
u2,1,0.090428,2.866745,[ 8 15] ; [18 13],[11.07407407 11.92592593] ; [14.92592593 16.07407407],0
n6,1,0.137795,2.202413,[31 17] ; [74 23],[34.75862069 13.24137931] ; [70.24137931 26.75862069],0
d2,1,0.144055,2.1341,[19 30] ; [51 48],[23.17567568 25.82432432] ; [46.82432432 52.17567568],0
n5,1,0.159308,1.98078,[27 22] ; [65 32],[30.87671233 18.12328767] ; [61.12328767 35.87671233],0
v3,1,0.209636,1.573942,[11 36] ; [32 63],[14.23239437 32.76760563] ; [28.76760563 66.23239437],0
a3,1,0.228454,1.45046,[26 21] ; [65 34],[29.29452055 17.70547945] ; [61.70547945 37.29452055],0
u1,1,0.231262,1.433085,[ 6 43] ; [20 79],[ 8.60810811 40.39189189] ; [17.39189189 81.60810811],0
b5,1,0.231603,1.430988,[36 13] ; [63 36],[32.77702703 16.22297297] ; [66.22297297 32.77702703],0
a2,1,0.270946,1.211951,[ 8 41] ; [24 75],[10.59459459 38.40540541] ; [21.40540541 77.59459459],0
p8,1,0.293822,1.102026,[15 33] ; [39 58],[17.87586207 30.12413793] ; [36.12413793 60.87586207],0
s1,1,0.365018,0.820554,[ 1 48] ; [ 5 91],[ 2.02758621 46.97241379] ; [ 3.97241379 92.02758621],0
p7,1,0.401562,0.703643,[25 24] ; [56 40],[27.37241379 21.62758621] ; [53.62758621 42.37241379],0
d3,1,0.403291,0.698493,[30 17] ; [70 29],[32.19178082 14.80821918] ; [67.80821918 31.19178082],0
