Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,49.463568,[236  69] ; [47 67],[206.00238663  98.99761337] ; [76.99761337 37.00238663],1
d3,1,0.0,39.900714,[239  66] ; [53 61],[212.55369928  92.44630072] ; [79.44630072 34.55369928],1
b5,1,0.000325,12.921422,[211  95] ; [57 57],[195.25714286 110.74285714] ; [72.74285714 41.25714286],1
a2,1,0.000357,12.743947,[ 75 231] ; [ 10 104],[ 61.92857143 244.07142857] ; [23.07142857 90.92857143],1
d4,1,0.000537,11.981198,[261  44] ; [80 33],[248.81578947  56.18421053] ; [92.18421053 20.81578947],1
u1,1,0.002981,8.818766,[ 50 256] ; [  6 108],[ 40.8 265.2] ; [15.2 98.8],0
d1,1,0.00548,7.713718,[178 128] ; [49 65],[165.38571429 140.61428571] ; [61.61428571 52.38571429],0
a5,1,0.010137,6.610603,[220  86] ; [67 47],[209.1  96.9] ; [77.9 36.1],0
p2,1,0.010888,6.483514,[247  59] ; [78 35],[237.35083532  68.64916468] ; [87.64916468 25.35083532],0
d5,1,0.017386,5.657015,[247  58] ; [80 34],[238.03102625  66.96897375] ; [88.96897375 25.03102625],0
r1,1,0.035006,4.444878,[263  41] ; [89 25],[256.  48.] ; [96. 18.],0
n2,1,0.058848,3.569571,[58 23] ; [34  5],[62.1 18.9] ; [29.9  9.1],0
s6,1,0.074843,3.173465,[200 101] ; [62 47],[192.34634146 108.65365854] ; [69.65365854 39.34634146],0
v2,1,0.081812,3.028541,[155 133] ; [48 61],[147.26448363 140.73551637] ; [55.73551637 53.26448363],0
u3,1,0.11051,2.546913,[58 37] ; [20 23],[53.69565217 41.30434783] ; [24.30434783 18.69565217],0
p8,1,0.143331,2.141829,[123 175] ; [37 74],[116.57701711 181.42298289] ; [43.42298289 67.57701711],0
b1,1,0.153561,2.036514,[ 93 213] ; [43 71],[ 99.08571429 206.91428571] ; [36.91428571 77.08571429],0
p10,1,0.18399,1.765098,[230  70] ; [78 33],[224.81751825  75.18248175] ; [83.18248175 27.81751825],0
p9,1,0.208086,1.584696,[242  55] ; [85 27],[237.45476773  59.54523227] ; [89.54523227 22.45476773],0
a3,1,0.227035,1.459339,[209  96] ; [71 43],[203.81861575 101.18138425] ; [76.18138425 37.81861575],0
s2,1,0.228757,1.448574,[150 153] ; [48 64],[144.56385542 158.43614458] ; [53.43614458 58.56385542],0
a4,1,0.267643,1.228786,[122 183] ; [52 61],[126.96172249 178.03827751] ; [47.03827751 65.96172249],0
a8,1,0.268239,1.22573,[ 47 232] ; [13 93],[ 43.48051948 235.51948052] ; [16.51948052 89.48051948],0
p7,1,0.272293,1.205159,[144 148] ; [61 49],[148.90547264 143.09452736] ; [56.09452736 53.90547264],0
n6,1,0.285034,1.142931,[254  51] ; [89 24],[250.27511962  54.72488038] ; [92.72488038 20.27511962],0
b4,1,0.316563,1.003096,[183 123] ; [62 52],[178.5 127.5] ; [66.5 47.5],0
p11,1,0.345617,0.889483,[228  78] ; [90 24],[231.68571429  74.31428571] ; [86.31428571 27.68571429],0
u4,1,0.347045,0.884232,[  7 299] ; [  1 113],[  5.82857143 300.17142857] ; [  2.17142857 111.82857143],0
v1,1,0.401617,0.703479,[137 162] ; [57 56],[140.79126214 158.20873786] ; [53.20873786 59.79126214],0
p6,1,0.407205,0.686945,[ 73 229] ; [31 79],[ 76.23300971 225.76699029] ; [27.76699029 82.23300971],0
p12,1,0.408025,0.684548,[ 13 290] ; [  7 105],[ 14.60240964 288.39759036] ; [  5.39759036 106.60240964],0
n3,1,0.437969,0.601598,[58 23] ; [29  8],[59.72033898 21.27966102] ; [27.27966102  9.72033898],0
p4,1,0.442543,0.58968,[119 184] ; [39 72],[115.63768116 187.36231884] ; [42.36231884 68.63768116],0
