Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,8.6e-05,15.411168,[37 81] ; [73 57],[52.33870968 65.66129032] ; [57.66129032 72.33870968],1
a7,1,0.003152,8.71755,[98 25] ; [85 50],[87.24418605 35.75581395] ; [95.75581395 39.24418605],0
p5,1,0.003295,8.636493,[  2 120] ; [ 14 118],[  7.68503937 114.31496063] ; [  8.31496063 123.68503937],0
s5,1,0.007589,7.128088,[39 82] ; [63 66],[49.368 71.632] ; [52.632 76.368],0
v2,1,0.009998,6.635244,[55 63] ; [80 47],[65.02040816 52.97959184] ; [69.97959184 57.02040816],0
n5,1,0.011539,6.38029,[79 43] ; [105  28],[88.03137255 33.96862745] ; [95.96862745 37.03137255],0
s8,1,0.016994,5.69704,[57 66] ; [82 52],[66.52529183 56.47470817] ; [72.47470817 61.52529183],0
p12,1,0.037701,4.318467,[  4 119] ; [ 13 121],[  8.13618677 114.86381323] ; [  8.86381323 125.13618677],0
b2,1,0.065752,3.386019,[14 51] ; [32 59],[19.16666667 45.83333333] ; [26.83333333 64.16666667],0
b3,1,0.065752,3.386019,[14 51] ; [32 59],[19.16666667 45.83333333] ; [26.83333333 64.16666667],0
a3,1,0.086325,2.941597,[82 41] ; [103  32],[88.19767442 34.80232558] ; [96.80232558 38.19767442],0
a8,1,0.13158,2.273762,[12 99] ; [ 22 102],[16.05957447 94.94042553] ; [ 17.94042553 106.05957447],0
a6,1,0.139347,2.185158,[84 38] ; [81 54],[78.32684825 43.67315175] ; [86.67315175 48.32684825],0
a4,1,0.16552,1.923058,[46 77] ; [62 73],[51.48837209 71.51162791] ; [56.51162791 78.48837209],0
n4,1,0.171169,1.872676,[86 37] ; [103  30],[90.80859375 32.19140625] ; [98.19140625 34.80859375],0
v4,1,0.176324,1.828336,[113   8] ; [129   4],[115.28346457   5.71653543] ; [126.71653543   6.28346457],0
s4,1,0.206028,1.599117,[33 90] ; [ 27 107],[28.71595331 94.28404669] ; [ 31.28404669 102.71595331],0
r4,1,0.210304,1.569333,[106  17] ; [123  12],[109.1744186  13.8255814] ; [119.8255814  15.1744186],0
u4,1,0.210876,1.565405,[  1 122] ; [  4 131],[  2.38372093 120.61627907] ; [  2.61627907 132.38372093],0
p9,1,0.216823,1.525276,[96 24] ; [115  19],[99.68503937 20.31496063] ; [111.31496063  22.68503937],0
p3,1,0.218307,1.515463,[45 77] ; [60 75],[49.84435798 72.15564202] ; [55.15564202 79.84435798],0
n2,1,0.227326,1.457511,[24 10] ; [29  6],[26.11594203  7.88405797] ; [26.88405797  8.11594203],0
d4,1,0.229894,1.441515,[98 24] ; [116  19],[101.58754864  20.41245136] ; [112.41245136  22.58754864],0
b4,1,0.244339,1.355382,[78 45] ; [76 59],[73.41860465 49.58139535] ; [80.58139535 54.41860465],0
p4,1,0.244855,1.352422,[59 64] ; [74 60],[63.6536965 59.3463035] ; [69.3463035 64.6536965],0
a5,1,0.245382,1.349408,[84 39] ; [101  34],[88.19767442 34.80232558] ; [96.80232558 38.19767442],0
u3,1,0.28656,1.135713,[22 17] ; [22 10],[24.16901408 14.83098592] ; [19.83098592 12.16901408],0
p1,1,0.306197,1.047007,[  6 115] ; [ 11 124],[  8.03515625 112.96484375] ; [  8.96484375 126.03515625],0
u2,1,0.321982,0.980879,[18 21] ; [18 13],[20.05714286 18.94285714] ; [15.94285714 15.05714286],0
r1,1,0.331427,0.943312,[94 28] ; [109  24],[97.12156863 24.87843137] ; [105.87843137  27.12156863],0
n1,1,0.403,0.699357,[10 23] ; [14 21],[11.64705882 21.35294118] ; [12.35294118 22.64705882],0
b5,1,0.461165,0.543067,[71 52] ; [84 51],[73.89534884 49.10465116] ; [81.10465116 53.89534884],0
s7,1,0.500871,0.45309,[71 46] ; [83 45],[73.54285714 43.45714286] ; [80.45714286 47.54285714],0
p2,1,0.504935,0.444549,[99 23] ; [105  30],[96.84046693 25.15953307] ; [107.15953307  27.84046693],0
d3,1,0.532629,0.389373,[84 38] ; [88 47],[81.64980545 40.35019455] ; [90.35019455 44.64980545],0
n6,1,0.535727,0.383517,[99 23] ; [111  21],[100.86614173  21.13385827] ; [109.13385827  22.86614173],0
p11,1,0.55848,0.342343,[89 34] ; [102  33],[91.05813953 31.94186047] ; [99.94186047 35.05813953],0
d5,1,0.583948,0.299895,[100  22] ; [107  28],[98.26459144 23.73540856] ; [108.73540856  26.26459144],0
p10,1,0.620344,0.245384,[97 25] ; [109  24],[98.55686275 23.44313725] ; [107.44313725  25.55686275],0
r3,1,0.629391,0.232887,[118   4] ; [129   6],[117.25291829   4.74708171] ; [129.74708171   5.25291829],0
r2,1,0.646487,0.210359,[115   7] ; [128   6],[115.8046875   6.1953125] ; [127.1953125   6.8046875],0
b1,1,0.648543,0.207742,[44 79] ; [52 83],[45.76744186 77.23255814] ; [50.23255814 84.76744186],0
a2,1,0.649425,0.206626,[28 95] ; [ 34 101],[29.55813953 93.44186047] ; [ 32.44186047 102.55813953],0
s6,1,0.65364,0.201342,[100  21] ; [111  20],[101.31349206  19.68650794] ; [109.68650794  21.31349206],0
a1,1,0.669582,0.182092,[  5 118] ; [  7 128],[  5.72093023 117.27906977] ; [  6.27906977 128.72093023],0
s1,1,0.677711,0.172714,[  7 116] ; [  6 126],[  6.27058824 116.72941176] ; [  6.72941176 125.27058824],0
p7,1,0.711703,0.136581,[66 54] ; [69 62],[64.54183267 55.45816733] ; [70.45816733 60.54183267],0
p8,1,0.730656,0.11851,[48 73] ; [56 78],[49.34901961 71.65098039] ; [54.65098039 79.34901961],0
d2,1,0.776387,0.080674,[60 62] ; [64 71],[58.86381323 63.13618677] ; [65.13618677 69.86381323],0
d1,1,0.797992,0.065509,[73 50] ; [78 57],[71.98837209 51.01162791] ; [79.01162791 55.98837209],0
n3,1,0.888107,0.019796,[25  9] ; [27  9],[25.25714286  8.74285714] ; [26.74285714  9.25714286],0
s3,1,0.908048,0.013341,[108  14] ; [118  16],[107.703125  14.296875] ; [118.296875  15.703125],0
u1,1,0.970289,0.001387,[ 23 100] ; [ 25 110],[ 22.88372093 100.11627907] ; [ 25.11627907 109.88372093],0
