Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,4e-05,16.88162,[ 4 26] ; [19 10],[11.69491525 18.30508475] ; [11.30508475 17.69491525],1
p2,1,0.007728,7.095503,[13 18] ; [22  7],[18.08333333 12.91666667] ; [16.91666667 12.08333333],0
v4,1,0.011804,6.340081,[15 14] ; [24  5],[19.5  9.5] ; [19.5  9.5],0
s7,1,0.023172,5.155556,[ 5 24] ; [13 16],[ 9. 20.] ; [ 9. 20.],0
r3,1,0.035091,4.440737,[16 14] ; [23  6],[19.83050847 10.16949153] ; [19.16949153  9.83050847],0
s5,1,0.047847,3.915358,[ 2 29] ; [ 7 21],[ 4.72881356 26.27118644] ; [ 4.27118644 23.72881356],0
s2,1,0.071096,3.257527,[ 8 23] ; [14 15],[11.36666667 19.63333333] ; [10.63333333 18.36666667],0
v1,1,0.099146,2.719222,[ 9 22] ; [14 14],[12.08474576 18.91525424] ; [10.91525424 17.08474576],0
n1,1,0.12609,2.34,[8 8] ; [2 8],[6.15384615 9.84615385] ; [3.84615385 6.15384615],0
s8,1,0.133111,2.25584,[ 3 28] ; [ 7 22],[ 5.16666667 25.83333333] ; [ 4.83333333 24.16666667],0
v3,1,0.149207,2.080344,[11 18] ; [ 6 23],[ 8.5 20.5] ; [ 8.5 20.5],0
p7,1,0.14965,2.075813,[17 13] ; [11 18],[14.23728814 15.76271186] ; [13.76271186 15.23728814],0
d4,1,0.152962,2.042461,[10 20] ; [15 14],[12.71186441 17.28813559] ; [12.28813559 16.71186441],0
r4,1,0.18957,1.72096,[14 17] ; [18 11],[16.53333333 14.46666667] ; [15.46666667 13.53333333],0
n6,1,0.272286,1.205195,[15 15] ; [18 10],[17.06896552 12.93103448] ; [15.93103448 12.06896552],0
b5,1,0.274967,1.1918,[16 15] ; [19 10],[18.08333333 12.91666667] ; [16.91666667 12.08333333],0
u2,1,0.297891,1.083612,[ 8 10] ; [ 5 13],[ 6.5 11.5] ; [ 6.5 11.5],0
p3,1,0.311246,1.025382,[10 21] ; [ 6 23],[ 8.26666667 22.73333333] ; [ 7.73333333 21.26666667],0
s6,1,0.316966,1.001426,[10 21] ; [13 16],[11.88333333 19.11666667] ; [11.11666667 17.88333333],0
a7,1,0.366171,0.816619,[12 18] ; [15 14],[13.72881356 16.27118644] ; [13.27118644 15.72881356],0
a6,1,0.398813,0.711902,[14 17] ; [10 19],[12.4 18.6] ; [11.6 17.4],0
d3,1,0.398813,0.711902,[14 17] ; [10 19],[12.4 18.6] ; [11.6 17.4],0
u3,1,0.419946,0.650467,[ 6 13] ; [ 8 10],[ 7.18918919 11.81081081] ; [ 6.81081081 11.18918919],0
b1,1,0.427186,0.630462,[15 16] ; [17 12],[16.53333333 14.46666667] ; [15.46666667 13.53333333],0
s4,1,0.438323,0.600667,[ 4 27] ; [ 2 27],[ 3.1 27.9] ; [ 2.9 26.1],0
b4,1,0.45491,0.558388,[12 19] ; [14 15],[13.43333333 17.56666667] ; [12.56666667 16.43333333],0
s3,1,0.501238,0.452314,[15 16] ; [16 12],[16.28813559 14.71186441] ; [14.71186441 13.28813559],0
n3,1,0.513292,0.42735,[8 7] ; [4 6],[7.2 7.8] ; [4.8 5.2],0
r1,1,0.513538,0.426852,[16 14] ; [13 16],[14.74576271 15.25423729] ; [14.25423729 14.74576271],0
p4,1,0.522869,0.40823,[10 20] ; [12 17],[11.18644068 18.81355932] ; [10.81355932 18.18644068],0
n4,1,0.523508,0.406977,[19 11] ; [16 13],[17.79661017 12.20338983] ; [17.20338983 11.79661017],0
a1,1,0.58558,0.2973,[ 2 29] ; [ 3 26],[ 2.58333333 28.41666667] ; [ 2.41666667 26.58333333],0
r2,1,0.589535,0.291071,[22  8] ; [23  6],[22.88135593  7.11864407] ; [22.11864407  6.88135593],0
b2,1,0.599203,0.276199,[ 7 13] ; [ 4 11],[ 6.28571429 13.71428571] ; [ 4.71428571 10.28571429],0
b3,1,0.599203,0.276199,[ 7 13] ; [ 4 11],[ 6.28571429 13.71428571] ; [ 4.71428571 10.28571429],0
p5,1,0.612051,0.257199,[ 2 28] ; [ 3 26],[ 2.54237288 27.45762712] ; [ 2.45762712 26.54237288],0
d2,1,0.63958,0.219291,[ 8 23] ; [ 6 23],[ 7.23333333 23.76666667] ; [ 6.76666667 22.23333333],0
p6,1,0.701445,0.146973,[ 6 24] ; [ 7 22],[ 6.61016949 23.38983051] ; [ 6.38983051 22.61016949],0
a3,1,0.81853,0.052641,[12 18] ; [10 17],[11.57894737 18.42105263] ; [10.42105263 16.57894737],0
a4,1,0.844106,0.038669,[ 5 26] ; [ 4 24],[ 4.72881356 26.27118644] ; [ 4.27118644 23.72881356],0
a8,1,0.844922,0.03826,[ 4 25] ; [ 3 22],[ 3.75925926 25.24074074] ; [ 3.24074074 21.75925926],0
p8,1,0.850152,0.035693,[10 20] ; [ 9 20],[ 9.66101695 20.33898305] ; [ 9.33898305 19.66101695],0
n5,1,0.860959,0.030679,[19 11] ; [19 10],[19.3220339 10.6779661] ; [18.6779661 10.3220339],0
p1,1,0.931376,0.007416,[ 3 28] ; [ 3 26],[ 3.1 27.9] ; [ 2.9 26.1],0
a5,1,0.95057,0.003843,[12 19] ; [11 18],[11.88333333 19.11666667] ; [11.11666667 17.88333333],0
a2,1,0.961738,0.002301,[ 1 30] ; [ 1 28],[ 1.03333333 29.96666667] ; [ 0.96666667 28.03333333],0
s1,1,0.965056,0.001919,[ 3 27] ; [ 3 26],[ 3.05084746 26.94915254] ; [ 2.94915254 26.05084746],0
n2,1,0.974213,0.001045,[12  5] ; [7 3],[11.96296296  5.03703704] ; [7.03703704 2.96296296],0
v2,1,1.0,0.0,[ 7 22] ; [ 7 22],[ 7. 22.] ; [ 7. 22.],0
