Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000755,11.347985,[27 27] ; [ 6 32],[19.36956522 34.63043478] ; [13.63043478 24.36956522],1
n4,1,0.002369,9.239119,[35 20] ; [12 26],[27.79569892 27.20430108] ; [19.20430108 18.79569892],0
n5,1,0.00457,8.042334,[38 17] ; [15 23],[31.34408602 23.65591398] ; [21.65591398 16.34408602],0
v4,1,0.004883,7.922109,[49  6] ; [24 13],[43.64130435 11.35869565] ; [29.35869565  7.64130435],0
s6,1,0.005579,7.681397,[32 22] ; [11 26],[25.51648352 28.48351648] ; [17.48351648 19.51648352],0
r4,1,0.006446,7.421147,[40 15] ; [17 21],[33.70967742 21.29032258] ; [23.29032258 14.70967742],0
r3,1,0.010332,6.576777,[44 10] ; [21 16],[38.57142857 15.42857143] ; [26.42857143 10.57142857],0
b5,1,0.015018,5.914339,[41 14] ; [19 19],[35.48387097 19.51612903] ; [24.51612903 13.48387097],0
a6,1,0.018843,5.516021,[17 38] ; [21 17],[22.47311828 32.52688172] ; [15.52688172 22.47311828],0
p3,1,0.079616,3.072732,[21 34] ; [ 8 30],[17.15053763 37.84946237] ; [11.84946237 26.15053763],0
p5,1,0.087849,2.91335,[ 7 48] ; [ 1 37],[ 4.7311828 50.2688172] ; [ 3.2688172 34.7311828],0
u2,1,0.12642,2.335929,[14 21] ; [15 10],[16.91666667 18.08333333] ; [12.08333333 12.91666667],0
v3,1,0.131203,2.278217,[17 37] ; [ 6 29],[13.95505618 40.04494382] ; [ 9.04494382 25.95505618],0
p8,1,0.144329,2.131185,[18 37] ; [ 7 30],[14.94565217 40.05434783] ; [10.05434783 26.94565217],0
v2,1,0.263773,1.248844,[18 35] ; [ 8 27],[15.65909091 37.34090909] ; [10.34090909 24.65909091],0
p2,1,0.267298,1.230561,[38 17] ; [22 16],[35.48387097 19.51612903] ; [24.51612903 13.48387097],0
v1,1,0.326367,0.963258,[17 36] ; [16 22],[19.21978022 33.78021978] ; [13.78021978 24.21978022],0
n2,1,0.349731,0.874432,[13  7] ; [9 9],[11.57894737  8.42105263] ; [10.42105263  7.57894737],0
u1,1,0.355324,0.854354,[ 1 54] ; [ 2 36],[ 1.77419355 53.22580645] ; [ 1.22580645 36.77419355],0
s1,1,0.355429,0.853979,[ 3 51] ; [ 4 33],[ 4.15384615 49.84615385] ; [ 2.84615385 34.15384615],0
s2,1,0.361277,0.83345,[24 31] ; [13 25],[21.88172043 33.11827957] ; [15.11827957 22.88172043],0
p6,1,0.36499,0.820652,[13 41] ; [ 6 31],[11.27472527 42.72527473] ; [ 7.72527473 29.27472527],0
a1,1,0.370777,0.801058,[ 2 53] ; [ 3 35],[ 2.95698925 52.04301075] ; [ 2.04301075 35.95698925],0
r2,1,0.371976,0.797054,[44 10] ; [28 10],[42.26086957 11.73913043] ; [29.73913043  8.26086957],0
a7,1,0.37897,0.77404,[32 22] ; [19 19],[29.93478261 24.06521739] ; [21.06521739 16.93478261],0
p7,1,0.420971,0.647602,[22 32] ; [12 25],[20.17582418 33.82417582] ; [13.82417582 23.17582418],0
b2,1,0.430947,0.62027,[ 7 23] ; [ 7 14],[ 8.23529412 21.76470588] ; [ 5.76470588 15.23529412],0
b3,1,0.430947,0.62027,[ 7 23] ; [ 7 14],[ 8.23529412 21.76470588] ; [ 5.76470588 15.23529412],0
s7,1,0.442013,0.59105,[18 33] ; [ 9 24],[16.39285714 34.60714286] ; [10.60714286 22.39285714],0
a8,1,0.471824,0.517701,[ 3 46] ; [ 1 35],[ 2.30588235 46.69411765] ; [ 1.69411765 34.30588235],0
r1,1,0.480475,0.497786,[33 22] ; [20 18],[31.34408602 23.65591398] ; [21.65591398 16.34408602],0
n3,1,0.491574,0.473078,[10 10] ; [11  7],[11.05263158  8.94736842] ; [9.94736842 8.05263158],0
d5,1,0.574855,0.314627,[33 21] ; [21 17],[31.69565217 22.30434783] ; [22.30434783 15.69565217],0
b1,1,0.622545,0.242306,[29 26] ; [22 16],[30.16129032 24.83870968] ; [20.83870968 17.16129032],0
s8,1,0.697442,0.151147,[15 40] ; [ 9 29],[14.19354839 40.80645161] ; [ 9.80645161 28.19354839],0
d4,1,0.697871,0.150696,[35 20] ; [25 12],[35.86956522 19.13043478] ; [24.13043478 12.86956522],0
s4,1,0.730492,0.11866,[10 45] ; [ 8 30],[10.64516129 44.35483871] ; [ 7.35483871 30.64516129],0
a3,1,0.762792,0.091093,[18 34] ; [12 26],[17.33333333 34.66666667] ; [12.66666667 25.33333333],0
s3,1,0.836251,0.042721,[26 28] ; [17 20],[25.51648352 28.48351648] ; [17.48351648 19.51648352],0
b4,1,0.839116,0.041219,[33 22] ; [22 16],[32.52688172 22.47311828] ; [22.47311828 15.52688172],0
a4,1,0.840364,0.040573,[ 5 49] ; [ 4 34],[ 5.2826087 48.7173913] ; [ 3.7173913 34.2826087],0
n1,1,0.88012,0.022746,[ 6 14] ; [ 5 13],[ 5.78947368 14.21052632] ; [ 5.21052632 12.78947368],0
p10,1,0.89343,0.017947,[25 28] ; [16 19],[24.69318182 28.30681818] ; [16.30681818 18.69318182],0
p9,1,0.896022,0.017079,[26 26] ; [17 18],[25.70114943 26.29885057] ; [17.29885057 17.70114943],0
d3,1,0.899218,0.01604,[27 27] ; [18 19],[26.7032967 27.2967033] ; [18.2967033 18.7032967],0
s5,1,0.912456,0.012087,[10 44] ; [ 7 29],[10.2 43.8] ; [ 6.8 29.2],0
d2,1,0.9185,0.01047,[15 40] ; [10 28],[14.78494624 40.21505376] ; [10.21505376 27.78494624],0
d1,1,0.945348,0.004699,[17 38] ; [12 26],[17.15053763 37.84946237] ; [11.84946237 26.15053763],0
p1,1,0.95329,0.003431,[ 6 49] ; [ 4 34],[ 5.91397849 49.08602151] ; [ 4.08602151 33.91397849],0
u3,1,1.0,0.0,[18 18] ; [13 13],[18. 18.] ; [13. 13.],0
