Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4e-05,16.872226,[31  5] ; [43 50],[20.65116279 15.34883721] ; [53.34883721 39.65116279],1
v1,1,0.231888,1.429243,[15 22] ; [48 44],[18.06976744 18.93023256] ; [44.93023256 47.06976744],0
p4,1,0.240277,1.378966,[19 17] ; [38 54],[16.03125 19.96875] ; [40.96875 51.03125],0
r3,1,0.277841,1.177618,[35  2] ; [83 11],[33.32824427  3.67175573] ; [84.67175573  9.32824427],0
b3,1,0.321202,0.984044,[10  9] ; [23 35],[ 8.14285714 10.85714286] ; [24.85714286 33.14285714],0
b2,1,0.321202,0.984044,[10  9] ; [23 35],[ 8.14285714 10.85714286] ; [24.85714286 33.14285714],0
p11,1,0.366277,0.816256,[31  6] ; [72 22],[29.09160305  7.90839695] ; [73.90839695 20.09160305],0
u1,1,0.377395,0.779169,[ 3 34] ; [ 4 90],[ 1.97709924 35.02290076] ; [ 5.02290076 88.97709924],0
d3,1,0.38581,0.752107,[15 22] ; [46 48],[17.22900763 19.77099237] ; [43.77099237 50.22900763],0
a4,1,0.388809,0.742663,[ 7 30] ; [24 68],[ 8.89147287 28.10852713] ; [22.10852713 69.89147287],0
d1,1,0.390225,0.73824,[ 4 33] ; [ 6 88],[ 2.82442748 34.17557252] ; [ 7.17557252 86.82442748],0
n3,1,0.47183,0.517688,[6 2] ; [14  9],[5.16129032 2.83870968] ; [14.83870968  8.16129032],0
a7,1,0.484666,0.488345,[26 11] ; [60 34],[24.29007634 12.70992366] ; [61.70992366 32.29007634],0
b4,1,0.490679,0.475038,[20 17] ; [57 37],[21.7480916 15.2519084] ; [55.2519084 38.7480916],0
u3,1,0.511773,0.430439,[11  6] ; [21 17],[9.89090909 7.10909091] ; [22.10909091 15.89090909],0
a3,1,0.550844,0.355807,[20 17] ; [55 37],[21.51162791 15.48837209] ; [53.48837209 38.51162791],0
u2,1,0.598184,0.277744,[9 8] ; [23 15],[9.89090909 7.10909091] ; [22.10909091 15.89090909],0
b1,1,0.602301,0.27154,[18 19] ; [41 53],[16.66412214 20.33587786] ; [42.33587786 51.66412214],0
p2,1,0.611629,0.257809,[28  9] ; [67 27],[26.83206107 10.16793893] ; [68.16793893 25.83206107],0
v2,1,0.637113,0.222537,[20 17] ; [43 44],[18.7983871 18.2016129] ; [44.2016129 42.7983871],0
s1,1,0.646411,0.210455,[ 2 35] ; [ 7 84],[ 2.6015625 34.3984375] ; [ 6.3984375 84.6015625],0
d2,1,0.663955,0.188755,[10 27] ; [22 72],[ 9.03816794 27.96183206] ; [22.96183206 71.03816794],0
a1,1,0.676286,0.174337,[ 1 36] ; [ 4 90],[ 1.41221374 35.58778626] ; [ 3.58778626 90.41221374],0
b5,1,0.681556,0.16838,[19 18] ; [52 42],[20.05343511 16.94656489] ; [50.94656489 43.05343511],0
n4,1,0.691775,0.15717,[26 11] ; [62 31],[25.04615385 11.95384615] ; [62.95384615 30.04615385],0
s3,1,0.717576,0.130827,[22 14] ; [53 39],[21.09375 14.90625] ; [53.90625 38.09375],0
a6,1,0.736276,0.113427,[24 13] ; [58 36],[23.16030534 13.83969466] ; [58.83969466 35.16030534],0
a8,1,0.780039,0.077991,[ 4 32] ; [11 74],[ 4.46280992 31.53719008] ; [10.53719008 74.46280992],0
d4,1,0.803618,0.061835,[19 18] ; [50 43],[19.63846154 17.36153846] ; [49.36153846 43.63846154],0
a2,1,0.831271,0.0454,[ 4 33] ; [ 9 85],[ 3.67175573 33.32824427] ; [ 9.32824427 84.67175573],0
n1,1,0.891787,0.018508,[3 4] ; [10 15],[2.84375 4.15625] ; [10.15625 14.84375],0
