Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.000503,12.10328,[ 4 24] ; [5 1],[ 7.41176471 20.58823529] ; [1.58823529 4.41176471],1
r1,1,0.0173,5.665709,[ 9 20] ; [5 1],[11.6 17.4] ; [2.4 3.6],0
p3,1,0.043567,4.073276,[ 4 25] ; [3 3],[ 5.8 23.2] ; [1.2 4.8],0
s6,1,0.043567,4.073276,[ 4 25] ; [3 3],[ 5.8 23.2] ; [1.2 4.8],0
p4,1,0.081959,3.025623,[ 5 24] ; [3 3],[ 6.62857143 22.37142857] ; [1.37142857 4.62857143],0
d5,1,0.085832,2.950849,[13 16] ; [5 1],[14.91428571 14.08571429] ; [3.08571429 2.91428571],0
n5,1,0.116623,2.462095,[15 14] ; [1 5],[13.25714286 15.74285714] ; [2.74285714 3.25714286],0
v1,1,0.134842,2.235853,[ 6 23] ; [3 3],[ 7.45714286 21.54285714] ; [1.54285714 4.45714286],0
s5,1,0.14298,2.145594,[ 3 26] ; [2 4],[ 4.14285714 24.85714286] ; [0.85714286 5.14285714],0
p2,1,0.149987,2.072381,[ 6 22] ; [3 3],[ 7.41176471 20.58823529] ; [1.58823529 4.41176471],0
p6,1,0.155707,2.015435,[ 3 25] ; [2 4],[ 4.11764706 23.88235294] ; [0.88235294 5.11764706],0
p8,1,0.287416,1.131687,[ 4 23] ; [2 4],[ 4.90909091 22.09090909] ; [1.09090909 4.90909091],0
p9,1,0.406186,0.689935,[ 9 19] ; [3 3],[ 9.88235294 18.11764706] ; [2.11764706 3.88235294],0
u2,1,0.422813,0.642483,[ 3 10] ; [1 1],[3.46666667 9.53333333] ; [0.53333333 1.46666667],0
d1,1,0.473964,0.51272,[10 19] ; [3 3],[10.77142857 18.22857143] ; [2.22857143 3.77142857],0
p11,1,0.501991,0.450724,[ 6 23] ; [2 4],[ 6.62857143 22.37142857] ; [1.37142857 4.62857143],0
a5,1,0.503623,0.447293,[15 14] ; [4 2],[15.74285714 13.25714286] ; [3.25714286 2.74285714],0
b4,1,0.503623,0.447293,[15 14] ; [4 2],[15.74285714 13.25714286] ; [3.25714286 2.74285714],0
n1,1,0.527089,0.4,[7 8] ; [2 1],[7.5 7.5] ; [1.5 1.5],0
p7,1,0.577484,0.31032,[ 8 21] ; [1 5],[ 7.45714286 21.54285714] ; [1.54285714 4.45714286],0
a3,1,0.667082,0.185034,[16 12] ; [4 2],[16.47058824 11.52941176] ; [3.52941176 2.47058824],0
a8,1,0.681314,0.168651,[ 3 25] ; [1 5],[ 3.29411765 24.70588235] ; [0.70588235 5.29411765],0
a4,1,0.697713,0.150862,[12 17] ; [3 3],[12.42857143 16.57142857] ; [2.57142857 3.42857143],0
b5,1,0.697713,0.150862,[12 17] ; [3 3],[12.42857143 16.57142857] ; [2.57142857 3.42857143],0
b1,1,0.714219,0.1341,[17 12] ; [4 2],[17.4 11.6] ; [3.6 2.4],0
d3,1,0.714219,0.1341,[12 17] ; [2 4],[11.6 17.4] ; [2.4 3.6],0
s7,1,0.732074,0.117216,[ 3 23] ; [1 5],[ 3.25 22.75] ; [0.75 5.25],0
b2,1,0.768589,0.086566,[ 9 10] ; [2 3],[ 8.70833333 10.29166667] ; [2.29166667 2.70833333],0
b3,1,0.768589,0.086566,[ 9 10] ; [2 3],[ 8.70833333 10.29166667] ; [2.29166667 2.70833333],0
n4,1,0.816921,0.053596,[16 13] ; [3 3],[15.74285714 13.25714286] ; [3.25714286 2.74285714],0
a6,1,0.816921,0.053596,[13 16] ; [3 3],[13.25714286 15.74285714] ; [2.74285714 3.25714286],0
s4,1,0.854721,0.033525,[ 4 25] ; [1 5],[ 4.14285714 24.85714286] ; [0.85714286 5.14285714],0
s2,1,0.854721,0.033525,[ 4 25] ; [1 5],[ 4.14285714 24.85714286] ; [0.85714286 5.14285714],0
p1,1,0.854721,0.033525,[ 4 25] ; [1 5],[ 4.14285714 24.85714286] ; [0.85714286 5.14285714],0
v3,1,0.881208,0.022332,[ 5 24] ; [1 4],[ 5.11764706 23.88235294] ; [0.88235294 4.11764706],0
d2,1,0.93869,0.005916,[14 15] ; [3 3],[14.08571429 14.91428571] ; [2.91428571 3.08571429],0
a7,1,0.93869,0.005916,[15 14] ; [3 3],[14.91428571 14.08571429] ; [3.08571429 2.91428571],0
s3,1,0.954891,0.0032,[ 9 19] ; [2 4],[ 9.05882353 18.94117647] ; [1.94117647 4.05882353],0
a2,1,0.972877,0.001156,[ 5 24] ; [1 5],[ 4.97142857 24.02857143] ; [1.02857143 4.97142857],0
