Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,6.9e-05,15.851017,[51 39] ; [47  6],[61.67832168 28.32167832] ; [36.32167832 16.67832168],1
p3,1,0.401514,0.703787,[23 67] ; [17 36],[25.17482517 64.82517483] ; [14.82517483 38.17482517],0
b5,1,0.425875,0.634046,[57 33] ; [30 23],[54.75524476 35.24475524] ; [32.24475524 20.75524476],0
v1,1,0.452342,0.564777,[42 45] ; [28 23],[44.13043478 42.86956522] ; [25.86956522 25.13043478],0
p12,1,0.482517,0.493169,[ 6 84] ; [ 2 50],[ 5.07042254 84.92957746] ; [ 2.92957746 49.07042254],0
n3,1,0.540089,0.375375,[22  9] ; [8 5],[21.13636364  9.86363636] ; [8.86363636 4.13636364],0
r1,1,0.547773,0.361322,[71 19] ; [44  9],[72.37762238 17.62237762] ; [42.62237762 10.37762238],0
s5,1,0.549752,0.357762,[31 55] ; [21 30],[32.64233577 53.35766423] ; [19.35766423 31.64233577],0
u3,1,0.61174,0.257649,[15  5] ; [8 4],[14.375  5.625] ; [8.625 3.375],0
p6,1,0.612167,0.257032,[21 68] ; [14 37],[22.25 66.75] ; [12.75 38.25],0
r2,1,0.619953,0.245933,[82  5] ; [50  2],[82.61870504  4.38129496] ; [49.38129496  2.61870504],0
s2,1,0.622169,0.24283,[63 27] ; [35 18],[61.67832168 28.32167832] ; [36.32167832 16.67832168],0
v3,1,0.651113,0.204499,[37 48] ; [21 32],[35.72463768 49.27536232] ; [22.27536232 30.72463768],0
a8,1,0.679885,0.170255,[15 67] ; [10 37],[15.89147287 66.10852713] ; [ 9.10852713 37.89147287],0
a2,1,0.72084,0.127689,[21 69] ; [11 42],[20.13986014 69.86013986] ; [11.86013986 41.13986014],0
n4,1,0.722877,0.125753,[70 19] ; [43 10],[70.82394366 18.17605634] ; [42.17605634 10.82394366],0
u2,1,0.765087,0.089286,[10  8] ; [6 6],[9.6 8.4] ; [6.4 5.6],0
r3,1,0.798135,0.065414,[83  6] ; [50  3],[83.35915493  5.64084507] ; [49.64084507  3.35915493],0
s3,1,0.827443,0.047516,[66 24] ; [39 13],[66.54929577 23.45070423] ; [38.45070423 13.54929577],0
s1,1,0.841947,0.039762,[ 6 84] ; [ 4 49],[ 6.29370629 83.70629371] ; [ 3.70629371 49.29370629],0
b1,1,0.859077,0.031524,[36 54] ; [22 31],[36.5034965 53.4965035] ; [21.4965035 31.5034965],0
a3,1,0.881969,0.022044,[70 20] ; [41 11],[70.35211268 19.64788732] ; [40.64788732 11.35211268],0
u1,1,0.913672,0.011752,[18 72] ; [11 42],[18.25174825 71.74825175] ; [10.74825175 42.25174825],0
a6,1,0.944543,0.004839,[57 32] ; [33 19],[56.80851064 32.19148936] ; [33.19148936 18.80851064],0
b2,1,0.950799,0.003807,[28 37] ; [14 19],[27.85714286 37.14285714] ; [14.14285714 18.85714286],0
b3,1,0.950799,0.003807,[28 37] ; [14 19],[27.85714286 37.14285714] ; [14.14285714 18.85714286],0
n5,1,0.950878,0.003795,[61 27] ; [37 16],[61.16312057 26.83687943] ; [36.83687943 16.16312057],0
n1,1,0.964944,0.001932,[15 17] ; [6 7],[14.93333333 17.06666667] ; [6.06666667 6.93333333],0
d3,1,0.972078,0.001225,[54 35] ; [32 21],[53.90140845 35.09859155] ; [32.09859155 20.90140845],0
a5,1,0.97376,0.001082,[66 24] ; [39 14],[66.08391608 23.91608392] ; [38.91608392 14.08391608],0
