Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,6.9e-05,15.851017,[51 39] ; [47  6],[61.67832168 28.32167832] ; [36.32167832 16.67832168],1
p7,1,0.000549,11.939714,[36 51] ; [36 14],[45.72262774 41.27737226] ; [26.27737226 23.72262774],1
d4,1,0.008828,6.857295,[78 11] ; [37 16],[72.07746479 16.92253521] ; [42.92253521 10.07746479],0
p11,1,0.012095,6.296847,[59 31] ; [45  8],[65.45454545 24.54545455] ; [38.54545455 14.45454545],0
p9,1,0.014008,6.037149,[67 21] ; [49  4],[72.39716312 15.60283688] ; [43.60283688  9.39716312],0
p10,1,0.015174,5.896195,[66 24] ; [47  5],[71.61971831 18.38028169] ; [41.38028169 10.61971831],0
v4,1,0.042125,4.130181,[78 10] ; [52  1],[81.13475177  6.86524823] ; [48.86524823  4.13475177],0
p5,1,0.060027,3.53664,[ 3 86] ; [ 6 47],[ 5.64084507 83.35915493] ; [ 3.35915493 49.64084507],0
n6,1,0.062269,3.475887,[66 21] ; [47  6],[70.22142857 16.77857143] ; [42.77857143 10.22142857],0
d5,1,0.092092,2.837427,[73 16] ; [37 16],[68.94366197 20.05633803] ; [41.05633803 11.94366197],0
d2,1,0.106967,2.598464,[46 43] ; [20 33],[41.36619718 47.63380282] ; [24.63380282 28.36619718],0
r4,1,0.130154,2.290671,[73 17] ; [48  5],[76.15384615 13.84615385] ; [44.84615385  8.15384615],0
d1,1,0.148137,2.091326,[52 38] ; [24 29],[47.83216783 42.16783217] ; [28.16783217 24.83216783],0
a4,1,0.164463,1.932705,[43 47] ; [19 34],[39.02097902 50.97902098] ; [22.97902098 30.02097902],0
a7,1,0.164615,1.931307,[56 34] ; [39 14],[59.79020979 30.20979021] ; [35.20979021 17.79020979],0
p1,1,0.188821,1.726792,[ 6 84] ; [ 7 46],[ 8.18181818 81.81818182] ; [ 4.81818182 48.18181818],0
b4,1,0.219082,1.510372,[52 38] ; [25 28],[48.46153846 41.53846154] ; [28.53846154 24.46153846],0
n2,1,0.259367,1.27213,[25  7] ; [12  1],[26.31111111  5.68888889] ; [10.68888889  2.31111111],0
s8,1,0.306281,1.046643,[57 33] ; [38 15],[59.79020979 30.20979021] ; [35.20979021 17.79020979],0
s6,1,0.35036,0.872152,[68 21] ; [44  9],[70.1971831 18.8028169] ; [41.8028169 11.1971831],0
v2,1,0.3889,0.742377,[52 34] ; [27 24],[49.59124088 36.40875912] ; [29.40875912 21.59124088],0
s4,1,0.393143,0.729198,[18 71] ; [14 39],[20.05633803 68.94366197] ; [11.94366197 41.05633803],0
