Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,164.356869,[224  72] ; [ 28 154],[156.05020921 139.94979079] ; [95.94979079 86.05020921],1
d3,1,0.0,139.466673,[266  31] ; [ 70 111],[208.76987448  88.23012552] ; [127.23012552  53.76987448],1
d4,1,0.0,127.377274,[293   3] ; [109  72],[249.4591195  46.5408805] ; [152.5408805  28.4591195],1
d5,1,0.0,115.203968,[291   5] ; [112  70],[249.55648536  46.44351464] ; [153.44351464  28.55648536],1
u1,1,0.0,66.248694,[104 195] ; [  5 177],[ 67.75675676 231.24324324] ; [ 41.24324324 140.75675676],1
a2,1,0.0,62.947642,[119 180] ; [ 12 170],[ 81.43243243 217.56756757] ; [ 49.56756757 132.43243243],1
a4,1,0.0,61.900972,[184 114] ; [ 44 135],[142.44025157 155.55974843] ; [85.55974843 93.44025157],1
a5,1,0.0,48.242737,[262  37] ; [109  72],[231.10208333  67.89791667] ; [139.89791667  41.10208333],1
a3,1,0.0,40.604171,[253  45] ; [106  74],[223.81171548  74.18828452] ; [135.18828452  44.81171548],1
p4,1,1e-05,19.550919,[223  74] ; [100  80],[201.11320755  95.88679245] ; [121.88679245  58.11320755],1
s2,1,7.7e-05,15.635584,[216  82] ; [98 81],[196.16771488 101.83228512] ; [117.83228512  61.16771488],1
r4,1,9.9e-05,15.158368,[288  11] ; [158  24],[277.24324324  21.75675676] ; [168.75675676  13.24324324],1
a6,1,0.000479,12.196605,[213  83] ; [102  79],[195.47169811 100.52830189] ; [119.52830189  61.47169811],1
r1,1,0.001071,10.70022,[266  33] ; [141  40],[253.52708333  45.47291667] ; [153.47291667  27.52708333],0
s8,1,0.00112,10.617831,[188 108] ; [88 94],[170.91213389 125.08786611] ; [105.08786611  76.91213389],0
s7,1,0.004273,8.16382,[201  88] ; [97 75],[186.81561822 102.18438178] ; [111.18438178  60.81561822],0
a7,1,0.006983,7.277352,[227  72] ; [116  64],[214.10647182  84.89352818] ; [128.89352818  51.10647182],0
p3,1,0.007097,7.24825,[177 120] ; [85 96],[162.79079498 134.20920502] ; [99.20920502 81.79079498],0
v2,1,0.01077,6.502865,[183 109] ; [87 85],[169.9137931 122.0862069] ; [100.0862069  71.9137931],0
p6,1,0.0136,6.089326,[142 153] ; [ 65 113],[129.10147992 165.89852008] ; [ 77.89852008 100.10147992],0
r2,1,0.017918,5.604196,[287   9] ; [164  14],[281.6371308  14.3628692] ; [169.3628692   8.6371308],0
p9,1,0.022488,5.207663,[270  26] ; [151  28],[262.34947368  33.65052632] ; [158.65052632  20.34947368],0
v3,1,0.028654,4.788297,[135 151] ; [ 66 113],[123.62580645 162.37419355] ; [ 77.37419355 101.62580645],0
v1,1,0.039585,4.235602,[182 108] ; [94 83],[171.39186296 118.60813704] ; [104.60813704  72.39186296],0
a1,1,0.049502,3.858233,[ 23 276] ; [  6 176],[ 18.02702703 280.97297297] ; [ 10.97297297 171.02702703],0
p10,1,0.06712,3.35208,[262  36] ; [144  32],[255.24894515  42.75105485] ; [150.75105485  25.24894515],0
p12,1,0.077239,3.122051,[ 41 257] ; [ 15 164],[ 34.98532495 263.01467505] ; [ 21.01467505 157.98532495],0
s3,1,0.100462,2.698192,[216  79] ; [117  60],[208.125  86.875] ; [124.875  52.125],0
r3,1,0.104828,2.630506,[289   9] ; [170  11],[285.55741127  12.44258873] ; [173.44258873   7.55741127],0
v4,1,0.116764,2.460198,[292   7] ; [171   9],[289.0125261   9.9874739] ; [173.9874739   6.0125261],0
s5,1,0.157176,2.001183,[131 158] ; [ 68 108],[123.67956989 165.32043011] ; [ 75.32043011 100.67956989],0
p8,1,0.164686,1.930666,[166 126] ; [90 89],[158.70912951 133.29087049] ; [97.29087049 81.70912951],0
b5,1,0.166611,1.913174,[193 106] ; [106  76],[185.86486486 113.13513514] ; [113.13513514  68.86486486],0
n6,1,0.196822,1.665798,[274  24] ; [160  21],[270.00417537  27.99582463] ; [163.99582463  17.00417537],0
p2,1,0.280629,1.164043,[259  39] ; [150  30],[254.9832636  43.0167364] ; [154.0167364  25.9832636],0
s4,1,0.28365,1.14952,[ 57 236] ; [ 28 152],[ 52.65327696 240.34672304] ; [ 32.34672304 147.65327696],0
p11,1,0.295122,1.096107,[248  51] ; [144  38],[243.67567568  55.32432432] ; [148.32432432  33.67567568],0
p1,1,0.305485,1.050094,[ 30 269] ; [ 13 166],[ 26.89748954 272.10251046] ; [ 16.10251046 162.89748954],0
n5,1,0.353756,0.859938,[269  30] ; [157  23],[265.91649269  33.08350731] ; [160.08350731  19.91649269],0
s1,1,0.55296,0.352041,[ 13 282] ; [ 10 168],[ 14.34460888 280.65539112] ; [  8.65539112 169.34460888],0
b2,1,0.576654,0.311675,[ 76 124] ; [39 73],[ 73.71794872 126.28205128] ; [41.28205128 70.71794872],0
b3,1,0.576654,0.311675,[ 76 124] ; [39 73],[ 73.71794872 126.28205128] ; [41.28205128 70.71794872],0
p7,1,0.662748,0.190203,[196  92] ; [117  60],[193.85806452  94.14193548] ; [119.14193548  57.85806452],0
u3,1,0.667839,0.184141,[30 16] ; [46 29],[28.89256198 17.10743802] ; [47.10743802 27.89256198],0
b4,1,0.671286,0.180101,[180 119] ; [106  76],[177.78378378 121.21621622] ; [108.21621622  73.78378378],0
n2,1,0.68484,0.164728,[37 12] ; [34  9],[37.81521739 11.18478261] ; [33.18478261  9.81521739],0
u2,1,0.73561,0.114023,[30 16] ; [46 28],[29.13333333 16.86666667] ; [46.86666667 27.13333333],0
a8,1,0.777507,0.079846,[ 44 221] ; [ 30 140],[ 45.08045977 219.91954023] ; [ 28.91954023 141.08045977],0
n1,1,0.795191,0.067379,[22 27] ; [20 22],[22.61538462 26.38461538] ; [19.38461538 22.61538462],0
b1,1,0.888491,0.01966,[118 181] ; [ 73 109],[118.72972973 180.27027027] ; [ 72.27027027 109.72972973],0
n3,1,0.929975,0.007722,[35 13] ; [31 12],[34.81318681 13.18681319] ; [31.18681319 11.81318681],0
p5,1,0.975909,0.000912,[ 48 248] ; [ 29 151],[ 47.88235294 248.11764706] ; [ 29.11764706 150.88235294],0
