Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,168.442322,[523  61] ; [51 78],[470.1486676 113.8513324] ; [103.8513324  25.1486676],1
p4,1,2e-06,22.906579,[383 197] ; [56 73],[359.12552891 220.87447109] ; [79.87447109 49.12552891],1
s7,1,1.2e-05,19.235877,[308 249] ; [42 83],[285.85043988 271.14956012] ; [64.14956012 60.85043988],1
p3,1,1.9e-05,18.276273,[324 258] ; [45 84],[302.05063291 279.94936709] ; [66.94936709 62.05063291],1
a5,1,7.8e-05,15.617187,[455 129] ; [79 50],[437.38569425 146.61430575] ; [96.61430575 32.38569425],1
s8,1,8.9e-05,15.352418,[292 288] ; [40 88],[271.97740113 308.02259887] ; [60.02259887 67.97740113],1
d1,1,0.000129,14.660972,[374 211] ; [59 70],[354.76890756 230.23109244] ; [78.23109244 50.76890756],1
p6,1,0.000134,14.586942,[244 331] ; [31 97],[224.92887624 350.07112376] ; [50.07112376 77.92887624],1
a4,1,0.000283,13.177553,[287 294] ; [41 88],[268.4056338 312.5943662] ; [59.5943662 69.4056338],1
v3,1,0.000337,12.853199,[257 311] ; [34 89],[239.20115774 328.79884226] ; [51.79884226 71.20115774],1
p10,1,0.000345,12.807524,[503  77] ; [94 33],[489.75954738  90.24045262] ; [107.24045262  19.75954738],1
u1,1,0.000599,11.779385,[127 458] ; [ 11 118],[113.06722689 471.93277311] ; [ 24.93277311 104.06722689],1
s4,1,0.000775,11.299772,[ 85 489] ; [35 94],[ 97.98008535 476.01991465] ; [ 22.01991465 106.98008535],1
d2,1,0.000802,11.236753,[312 271] ; [48 81],[294.7752809 288.2247191] ; [65.2247191 63.7752809],1
d5,1,0.001421,10.178961,[490  94] ; [92 36],[477.37078652 106.62921348] ; [104.62921348  23.37078652],0
a2,1,0.001454,10.136083,[160 425] ; [ 18 111],[145.84033613 439.15966387] ; [32.15966387 96.84033613],0
v1,1,0.001488,10.093022,[334 238] ; [54 72],[317.95988539 254.04011461] ; [70.04011461 55.95988539],0
a8,1,0.001933,9.612475,[ 89 438] ; [  7 114],[ 78.07407407 448.92592593] ; [ 17.92592593 103.07407407],0
a3,1,0.002013,9.537465,[434 147] ; [79 50],[419.79295775 161.20704225] ; [93.20704225 35.79295775],0
p5,1,0.002372,9.236887,[ 84 495] ; [  6 123],[ 73.60169492 505.39830508] ; [ 16.39830508 112.60169492],0
r1,1,0.00288,8.88189,[504  79] ; [98 31],[492.92977528  90.07022472] ; [109.07022472  19.92977528],0
p11,1,0.00371,8.420542,[490  95] ; [94 35],[478.48739496 106.51260504] ; [105.51260504  23.48739496],0
p8,1,0.003821,8.366791,[328 243] ; [56 73],[313.23428571 257.76571429] ; [70.76571429 58.23428571],0
n1,1,0.004647,8.012102,[45 52] ; [10 36],[37.30769231 59.69230769] ; [17.69230769 28.30769231],0
p2,1,0.010186,6.602018,[499  83] ; [98 30],[489.37183099  92.62816901] ; [107.62816901  20.37183099],0
s3,1,0.011336,6.411918,[340 235] ; [60 68],[327.16927454 247.83072546] ; [72.83072546 55.16927454],0
s2,1,0.02514,5.014183,[316 262] ; [56 72],[304.55524079 273.44475921] ; [67.44475921 60.55524079],0
p12,1,0.027038,4.888388,[ 58 522] ; [  5 124],[ 51.53737659 528.46262341] ; [ 11.46262341 117.53737659],0
b1,1,0.034497,4.469915,[221 364] ; [36 93],[210.56722689 374.43277311] ; [46.43277311 82.56722689],0
v2,1,0.057942,3.595321,[335 230] ; [62 62],[325.55152395 239.44847605] ; [71.44847605 52.55152395],0
d4,1,0.060052,3.535957,[488  95] ; [99 30],[480.64747191 102.35252809] ; [106.35252809  22.64747191],0
p1,1,0.065178,3.400455,[ 57 524] ; [  6 122],[ 51.62623413 529.37376587] ; [ 11.37376587 116.62623413],0
p7,1,0.067849,3.334309,[389 183] ; [75 51],[380.24068768 191.75931232] ; [83.75931232 42.24068768],0
r2,1,0.085508,2.956979,[572   9] ; [124   5],[569.54366197  11.45633803] ; [126.45633803   2.54366197],0
p9,1,0.095566,2.778025,[508  69] ; [104  22],[502.31009957  74.68990043] ; [109.68990043  16.31009957],0
s6,1,0.144041,2.134251,[409 160] ; [83 44],[402.22413793 166.77586207] ; [89.77586207 37.22413793],0
n3,1,0.148562,2.086957,[77 21] ; [31 15],[73.5 24.5] ; [34.5 11.5],0
b3,1,0.170281,1.880466,[153 225] ; [18 40],[148.25229358 229.74770642] ; [22.74770642 35.25229358],0
b2,1,0.170281,1.880466,[153 225] ; [18 40],[148.25229358 229.74770642] ; [22.74770642 35.25229358],0
a6,1,0.205741,1.601148,[404 179] ; [82 47],[397.94662921 185.05337079] ; [88.05337079 40.94662921],0
r3,1,0.245306,1.349841,[570  14] ; [128   1],[571.71388499  12.28611501] ; [126.28611501   2.71388499],0
s1,1,0.256486,1.287627,[ 20 556] ; [  2 127],[ 17.97446809 558.02553191] ; [  4.02553191 124.97446809],0
s5,1,0.353868,0.85954,[211 348] ; [42 84],[206.46277372 352.53722628] ; [46.53722628 79.46277372],0
a1,1,0.363328,0.826357,[ 29 556] ; [  4 125],[ 27.03781513 557.96218487] ; [  5.96218487 123.03781513],0
b5,1,0.372328,0.795881,[347 238] ; [82 47],[351.49159664 233.50840336] ; [77.50840336 51.49159664],0
n2,1,0.416729,0.659521,[73 26] ; [36  9],[74.9375 24.0625] ; [34.0625 10.9375],0
u4,1,0.437209,0.603595,[ 16 569] ; [  2 127],[ 14.74789916 570.25210084] ; [  3.25210084 125.74789916],0
d3,1,0.452666,0.563967,[412 172] ; [86 42],[408.47191011 175.52808989] ; [89.52808989 38.47191011],0
u3,1,0.491813,0.472557,[84 67] ; [30 19],[86.07 64.93] ; [27.93 21.07],0
a7,1,0.832872,0.044529,[432 151] ; [96 32],[432.94514768 150.05485232] ; [95.05485232 32.94514768],0
v4,1,0.942766,0.005154,[572  13] ; [126   3],[571.8907563  13.1092437] ; [126.1092437   2.8907563],0
b4,1,0.946451,0.004511,[342 243] ; [75 54],[341.65966387 243.34033613] ; [75.34033613 53.65966387],0
u2,1,0.973559,0.001099,[80 70] ; [26 23],[79.89949749 70.10050251] ; [26.10050251 22.89949749],0
