Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.000127,14.685212,[ 4 27] ; [16 10],[10.87719298 20.12280702] ; [ 9.12280702 16.87719298],1
p7,1,0.001502,10.075854,[ 6 24] ; [16 10],[11.78571429 18.21428571] ; [10.21428571 15.78571429],0
u2,1,0.005859,7.593103,[8 1] ; [3 8],[4.95 4.05] ; [6.05 4.95],0
r4,1,0.015375,5.872929,[21 11] ; [24  2],[24.82758621  7.17241379] ; [20.17241379  5.82758621],0
r1,1,0.024732,5.042576,[20 12] ; [23  3],[23.72413793  8.27586207] ; [19.27586207  6.72413793],0
p2,1,0.052312,3.765764,[14 18] ; [18  8],[17.65517241 14.34482759] ; [14.34482759 11.65517241],0
s2,1,0.084516,2.975845,[10 22] ; [13 11],[13.14285714 18.85714286] ; [ 9.85714286 14.14285714],0
p3,1,0.094374,2.798144,[ 7 25] ; [11 15],[ 9.93103448 22.06896552] ; [ 8.06896552 17.93103448],0
s3,1,0.100445,2.698465,[13 18] ; [16  9],[16.05357143 14.94642857] ; [12.94642857 12.05357143],0
s5,1,0.101226,2.686121,[ 5 25] ; [ 9 16],[ 7.63636364 22.36363636] ; [ 6.36363636 18.63636364],0
v2,1,0.116825,2.459376,[16 16] ; [17  7],[18.85714286 13.14285714] ; [14.14285714  9.85714286],0
r3,1,0.124696,2.35732,[24  7] ; [24  2],[26.10526316  4.89473684] ; [21.89473684  4.10526316],0
p5,1,0.208556,1.581419,[ 1 31] ; [ 3 23],[ 2.20689655 29.79310345] ; [ 1.79310345 24.20689655],0
b4,1,0.237692,1.394231,[20 12] ; [20  6],[22.06896552  9.93103448] ; [17.93103448  8.06896552],0
n2,1,0.243498,1.360227,[7 4] ; [7 1],[8.10526316 2.89473684] ; [5.89473684 2.10526316],0
s6,1,0.256003,1.290245,[17 15] ; [17  8],[19.0877193 12.9122807] ; [14.9122807 10.0877193],0
u3,1,0.256299,1.288636,[7 3] ; [5 6],[5.71428571 4.28571429] ; [6.28571429 4.71428571],0
d3,1,0.274913,1.192067,[19 13] ; [19  7],[20.96551724 11.03448276] ; [17.03448276  8.96551724],0
p6,1,0.281815,1.158319,[ 5 26] ; [ 7 18],[ 6.64285714 24.35714286] ; [ 5.35714286 19.64285714],0
b1,1,0.290914,1.115385,[18 14] ; [11 15],[16. 16.] ; [13. 13.],0
d4,1,0.318693,0.994304,[25  6] ; [18  8],[23.38596491  7.61403509] ; [19.61403509  6.38596491],0
d2,1,0.345901,0.888437,[17 14] ; [11 15],[15.22807018 15.77192982] ; [12.77192982 13.22807018],0
a3,1,0.383523,0.75938,[22 10] ; [15 11],[20.4137931 11.5862069] ; [16.5862069  9.4137931],0
r2,1,0.434757,0.610082,[31  1] ; [24  2],[30.34482759  1.65517241] ; [24.65517241  1.34482759],0
p9,1,0.436197,0.606268,[11 19] ; [ 7 19],[ 9.64285714 20.35714286] ; [ 8.35714286 17.64285714],0
s4,1,0.449532,0.571832,[ 3 29] ; [ 4 21],[ 3.92982456 28.07017544] ; [ 3.07017544 21.92982456],0
v1,1,0.45195,0.565757,[16 15] ; [16 10],[17.40350877 13.59649123] ; [14.59649123 11.40350877],0
n4,1,0.457902,0.551019,[26  6] ; [19  7],[24.82758621  7.17241379] ; [20.17241379  5.82758621],0
n6,1,0.488566,0.479682,[22 10] ; [20  6],[23.17241379  8.82758621] ; [18.82758621  7.17241379],0
a6,1,0.565534,0.330213,[22 10] ; [16 10],[20.96551724 11.03448276] ; [17.03448276  8.96551724],0
b5,1,0.591729,0.287652,[20 12] ; [18  8],[20.96551724 11.03448276] ; [17.03448276  8.96551724],0
a8,1,0.632117,0.229201,[ 4 26] ; [ 4 18],[ 4.61538462 25.38461538] ; [ 3.38461538 18.61538462],0
v4,1,0.65354,0.201466,[27  5] ; [23  3],[27.5862069  4.4137931] ; [22.4137931  3.5862069],0
d5,1,0.662374,0.190653,[23  9] ; [20  6],[23.72413793  8.27586207] ; [19.27586207  6.72413793],0
p1,1,0.681004,0.168998,[ 2 30] ; [ 1 25],[ 1.65517241 30.34482759] ; [ 1.34482759 24.65517241],0
n5,1,0.70972,0.138557,[20 12] ; [15 11],[19.31034483 12.68965517] ; [15.68965517 10.31034483],0
d1,1,0.727964,0.12099,[15 17] ; [11 15],[14.34482759 17.65517241] ; [11.65517241 14.34482759],0
u1,1,0.751369,0.100385,[ 4 28] ; [ 4 22],[ 4.4137931 27.5862069] ; [ 3.5862069 22.4137931],0
b3,1,0.766526,0.088163,[ 5 17] ; [ 3 13],[ 4.63157895 17.36842105] ; [ 3.36842105 12.63157895],0
b2,1,0.766526,0.088163,[ 5 17] ; [ 3 13],[ 4.63157895 17.36842105] ; [ 3.36842105 12.63157895],0
n3,1,0.799846,0.064286,[8 2] ; [6 2],[7.77777778 2.22222222] ; [6.22222222 1.77777778],0
p11,1,0.812768,0.056101,[17 15] ; [13 13],[16.55172414 15.44827586] ; [13.44827586 12.55172414],0
n1,1,0.818821,0.052469,[4 5] ; [4 4],[4.23529412 4.76470588] ; [3.76470588 4.23529412],0
a7,1,0.850844,0.03536,[21 10] ; [17  9],[20.66666667 10.33333333] ; [17.33333333  8.66666667],0
a5,1,0.866973,0.028058,[19 13] ; [16 10],[19.31034483 12.68965517] ; [15.68965517 10.31034483],0
s8,1,0.907259,0.013571,[12 20] ; [ 9 16],[11.78947368 20.21052632] ; [ 9.21052632 15.78947368],0
s7,1,0.918075,0.01058,[12 17] ; [10 15],[11.81481481 17.18518519] ; [10.18518519 14.81481481],0
a2,1,0.918874,0.010374,[ 9 23] ; [ 7 19],[ 8.82758621 23.17241379] ; [ 7.17241379 18.82758621],0
a4,1,0.956332,0.002998,[15 17] ; [12 14],[14.89655172 17.10344828] ; [12.10344828 13.89655172],0
