Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.023206,5.153021,[2 6] ; [31 15],[4.88888889 3.11111111] ; [28.11111111 17.88888889],0
a6,1,0.037793,4.314333,[1 7] ; [24 22],[3.7037037 4.2962963] ; [21.2962963 24.7037037],0
s1,1,0.050356,3.829572,[3 5] ; [ 5 41],[1.18518519 6.81481481] ; [ 6.81481481 39.18518519],0
a7,1,0.062186,3.478108,[1 7] ; [22 24],[3.40740741 4.59259259] ; [19.59259259 26.40740741],0
s7,1,0.162184,1.953748,[3 4] ; [ 8 34],[1.57142857 5.42857143] ; [ 9.42857143 32.57142857],0
a5,1,0.174747,1.841743,[3 5] ; [29 17],[4.74074074 3.25925926] ; [27.25925926 18.74074074],0
n2,1,0.180812,1.790936,[1 5] ; [ 9 10],[2.4 3.6] ; [ 7.6 11.4],0
n4,1,0.341758,0.903825,[4 4] ; [31 15],[5.18518519 2.81481481] ; [29.81481481 16.18518519],0
r2,1,0.393094,0.729351,[4 3] ; [18 27],[2.96153846 4.03846154] ; [19.03846154 25.96153846],0
p3,1,0.4183,0.655085,[3 5] ; [11 35],[2.07407407 5.92592593] ; [11.92592593 34.07407407],0
s6,1,0.4183,0.655085,[3 5] ; [11 35],[2.07407407 5.92592593] ; [11.92592593 34.07407407],0
s2,1,0.44025,0.59563,[3 5] ; [11 34],[2.11320755 5.88679245] ; [11.88679245 33.11320755],0
d4,1,0.484883,0.48786,[4 4] ; [29 17],[4.88888889 3.11111111] ; [28.11111111 17.88888889],0
b1,1,0.513706,0.426511,[5 3] ; [23 23],[4.14814815 3.85185185] ; [23.85185185 22.14814815],0
v1,1,0.624938,0.238987,[3 5] ; [13 32],[2.41509434 5.58490566] ; [13.58490566 31.41509434],0
r3,1,0.631263,0.230352,[3 5] ; [21 24],[3.62264151 4.37735849] ; [20.37735849 24.62264151],0
n3,1,0.632585,0.228571,[3 3] ; [ 7 11],[2.5 3.5] ; [ 7.5 10.5],0
v3,1,0.634922,0.225445,[1 7] ; [ 9 37],[1.48148148 6.51851852] ; [ 8.51851852 37.48148148],0
d3,1,0.646184,0.210745,[4 4] ; [19 27],[3.40740741 4.59259259] ; [19.59259259 26.40740741],0
n1,1,0.702195,0.146199,[2 4] ; [ 8 11],[2.4 3.6] ; [ 7.6 11.4],0
n6,1,0.720962,0.127573,[4 4] ; [19 25],[3.53846154 4.46153846] ; [19.46153846 24.53846154],0
p9,1,0.725882,0.122927,[3 5] ; [19 24],[3.45098039 4.54901961] ; [18.54901961 24.45098039],0
p11,1,0.731881,0.117391,[4 4] ; [20 26],[3.55555556 4.44444444] ; [20.44444444 25.55555556],0
s3,1,0.752656,0.099312,[3 5] ; [14 30],[2.61538462 5.38461538] ; [14.38461538 29.61538462],0
p7,1,0.756023,0.096539,[2 6] ; [14 32],[2.37037037 5.62962963] ; [13.62962963 32.37037037],0
p4,1,0.756023,0.096539,[2 6] ; [14 32],[2.37037037 5.62962963] ; [13.62962963 32.37037037],0
r1,1,0.756023,0.096539,[2 6] ; [14 32],[2.37037037 5.62962963] ; [13.62962963 32.37037037],0
b2,1,0.76966,0.085744,[2 3] ; [11 22],[1.71052632 3.28947368] ; [11.28947368 21.71052632],0
b3,1,0.76966,0.085744,[2 3] ; [11 22],[1.71052632 3.28947368] ; [11.28947368 21.71052632],0
d2,1,0.771144,0.08461,[4 4] ; [20 25],[3.62264151 4.37735849] ; [20.37735849 24.62264151],0
n5,1,0.786492,0.07337,[5 3] ; [31 15],[5.33333333 2.66666667] ; [30.66666667 15.33333333],0
p2,1,0.818634,0.052579,[3 5] ; [15 30],[2.71698113 5.28301887] ; [15.28301887 29.71698113],0
p8,1,0.820278,0.051614,[1 6] ; [ 8 37],[1.21153846 5.78846154] ; [ 7.78846154 37.21153846],0
s5,1,0.841726,0.039875,[1 7] ; [ 7 39],[1.18518519 6.81481481] ; [ 6.81481481 39.18518519],0
p1,1,0.841726,0.039875,[1 7] ; [ 7 39],[1.18518519 6.81481481] ; [ 6.81481481 39.18518519],0
p10,1,0.85655,0.032677,[3 5] ; [18 26],[3.23076923 4.76923077] ; [17.76923077 26.23076923],0
d1,1,0.881912,0.022066,[3 5] ; [16 30],[2.81481481 5.18518519] ; [16.18518519 29.81481481],0
a3,1,0.894025,0.017746,[5 3] ; [27 18],[4.83018868 3.16981132] ; [27.16981132 17.83018868],0
b5,1,0.909572,0.0129,[4 4] ; [22 24],[3.85185185 4.14814815] ; [22.14814815 23.85185185],0
d5,1,0.909572,0.0129,[4 4] ; [24 22],[4.14814815 3.85185185] ; [23.85185185 22.14814815],0
a4,1,0.915841,0.011167,[3 5] ; [16 29],[2.86792453 5.13207547] ; [16.13207547 28.86792453],0
v2,1,0.921516,0.009707,[2 6] ; [12 33],[2.11320755 5.88679245] ; [11.88679245 33.11320755],0
s8,1,0.966309,0.001784,[1 7] ; [ 6 40],[1.03703704 6.96296296] ; [ 5.96296296 40.03703704],0
