Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.000578,11.84625,[ 2 14] ; [8 2],[6.15384615 9.84615385] ; [3.84615385 6.15384615],1
r4,1,0.0041,8.238797,[ 2 15] ; [7 4],[ 5.46428571 11.53571429] ; [3.53571429 7.46428571],0
p6,1,0.0041,8.238797,[ 2 15] ; [7 4],[ 5.46428571 11.53571429] ; [3.53571429 7.46428571],0
n4,1,0.018029,5.593345,[8 9] ; [10  1],[10.92857143  6.07142857] ; [7.07142857 3.92857143],0
s8,1,0.018728,5.526764,[ 2 14] ; [6 5],[ 4.74074074 11.25925926] ; [3.25925926 7.74074074],0
s7,1,0.059417,3.553572,[ 4 11] ; [7 4],[6.34615385 8.65384615] ; [4.65384615 6.34615385],0
a5,1,0.066435,3.368984,[10  7] ; [10  1],[12.14285714  4.85714286] ; [7.85714286 3.14285714],0
s6,1,0.071855,3.240135,[ 6 10] ; [8 3],[8.2962963 7.7037037] ; [5.7037037 5.2962963],0
s5,1,0.094362,2.798336,[ 4 13] ; [6 5],[ 6.07142857 10.92857143] ; [3.92857143 7.07142857],0
n6,1,0.097899,2.739448,[10  6] ; [10  1],[11.85185185  4.14814815] ; [8.14814815 2.85185185],0
p5,1,0.117852,2.445633,[ 6 11] ; [ 1 10],[ 4.25 12.75] ; [2.75 8.25],0
n5,1,0.117852,2.445633,[11  6] ; [10  1],[12.75  4.25] ; [8.25 2.75],0
r2,1,0.117852,2.445633,[11  6] ; [10  1],[12.75  4.25] ; [8.25 2.75],0
s4,1,0.121315,2.400259,[ 2 15] ; [4 7],[ 3.64285714 13.35714286] ; [2.35714286 8.64285714],0
a7,1,0.141929,2.156918,[ 6 11] ; [7 4],[7.89285714 9.10714286] ; [5.10714286 5.89285714],0
b3,1,0.163187,1.944444,[ 2 10] ; [4 5],[3.42857143 8.57142857] ; [2.57142857 6.42857143],0
b2,1,0.163187,1.944444,[ 2 10] ; [4 5],[3.42857143 8.57142857] ; [2.57142857 6.42857143],0
a3,1,0.180101,1.796791,[8 9] ; [8 3],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
p10,1,0.203226,1.619039,[10  7] ; [9 2],[11.53571429  5.46428571] ; [7.46428571 3.53571429],0
b5,1,0.203226,1.619039,[10  7] ; [9 2],[11.53571429  5.46428571] ; [7.46428571 3.53571429],0
n3,1,0.236724,1.4,[4 6] ; [3 1],[5. 5.] ; [2. 2.],0
p8,1,0.237625,1.394628,[8 8] ; [8 3],[9.48148148 6.51851852] ; [6.51851852 4.48148148],0
b1,1,0.245699,1.347594,[10  7] ; [4 7],[8.5 8.5] ; [5.5 5.5],0
s1,1,0.304103,1.056114,[ 1 16] ; [2 9],[ 1.82142857 15.17857143] ; [1.17857143 9.82142857],0
u3,1,0.310494,1.028571,[3 6] ; [2 1],[3.75 5.25] ; [1.25 1.75],0
v1,1,0.314736,1.010695,[ 6 11] ; [6 5],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
v3,1,0.331567,0.942769,[ 2 14] ; [3 8],[ 2.96296296 13.03703704] ; [2.03703704 8.96296296],0
d2,1,0.39033,0.737913,[9 8] ; [4 7],[7.89285714 9.10714286] ; [5.10714286 5.89285714],0
p9,1,0.446443,0.579667,[11  5] ; [9 2],[11.85185185  4.14814815] ; [8.14814815 2.85185185],0
v2,1,0.52518,0.403708,[ 4 12] ; [4 7],[ 4.74074074 11.25925926] ; [3.25925926 7.74074074],0
p1,1,0.527458,0.399287,[ 3 14] ; [ 1 10],[ 2.42857143 14.57142857] ; [1.57142857 9.42857143],0
d4,1,0.57649,0.311943,[9 8] ; [7 4],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
r1,1,0.57649,0.311943,[8 9] ; [4 7],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
a6,1,0.57649,0.311943,[9 8] ; [7 4],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
p3,1,0.57649,0.311943,[8 9] ; [4 7],[7.28571429 9.71428571] ; [4.71428571 6.28571429],0
p4,1,0.57649,0.311943,[9 8] ; [7 4],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
d1,1,0.700472,0.147981,[ 5 12] ; [4 7],[ 5.46428571 11.53571429] ; [3.53571429 7.46428571],0
b4,1,0.700472,0.147981,[12  5] ; [7 4],[11.53571429  5.46428571] ; [7.46428571 3.53571429],0
a4,1,0.700472,0.147981,[ 5 12] ; [4 7],[ 5.46428571 11.53571429] ; [3.53571429 7.46428571],0
u2,1,0.735317,0.114286,[5 4] ; [2 1],[5.25 3.75] ; [1.75 1.25],0
p2,1,0.736268,0.113434,[13  4] ; [9 2],[13.35714286  3.64285714] ; [8.64285714 2.35714286],0
d5,1,0.823218,0.049911,[10  7] ; [6 5],[9.71428571 7.28571429] ; [6.28571429 4.71428571],0
p7,1,0.850646,0.035455,[9 7] ; [6 4],[9.23076923 6.76923077] ; [5.76923077 4.23076923],0
d3,1,0.933748,0.006911,[9 8] ; [6 5],[9.10714286 7.89285714] ; [5.89285714 5.10714286],0
n1,1,1.0,0.0,[5 5] ; [2 2],[5. 5.] ; [2. 2.],0
