Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,92.65682,[ 6 68] ; [251 115],[43.22272727 30.77727273] ; [213.77727273 152.22272727],1
d4,1,0.0,45.235212,[41 33] ; [322  44],[61.05 12.95] ; [301.95  64.05],1
d2,1,1.7e-05,18.488633,[17 57] ; [184 182],[33.80454545 40.19545455] ; [167.19545455 198.80454545],1
d3,1,9.1e-05,15.30753,[42 32] ; [287  79],[55.33181818 18.66818182] ; [273.66818182  92.33181818],1
a5,1,0.00058,11.840335,[41 33] ; [275  91],[53.14545455 20.85454545] ; [262.85454545 103.14545455],1
a3,1,0.001323,10.309607,[37 35] ; [259 107],[48.65753425 23.34246575] ; [247.34246575 118.65753425],0
a6,1,0.001634,9.921368,[45 29] ; [286  80],[55.66818182 18.33181818] ; [275.33181818  90.66818182],0
a4,1,0.002323,9.274849,[18 55] ; [160 205],[29.66666667 43.33333333] ; [148.33333333 216.66666667],0
a2,1,0.004,8.283665,[ 9 65] ; [103 263],[18.83636364 55.16363636] ; [ 93.16363636 272.83636364],0
u1,1,0.00674,7.341074,[ 5 69] ; [ 73 293],[13.11818182 60.88181818] ; [ 64.88181818 301.11818182],0
s1,1,0.009453,6.735133,[ 5 67] ; [  6 354],[ 1.83333333 70.16666667] ; [  9.16666667 350.83333333],0
p3,1,0.018208,5.576,[19 55] ; [147 218],[27.98177677 46.01822323] ; [138.01822323 226.98177677],0
v2,1,0.041319,4.162869,[31 41] ; [194 151],[38.84892086 33.15107914] ; [186.15107914 158.84892086],0
s8,1,0.046574,3.960717,[18 55] ; [134 230],[25.39130435 47.60869565] ; [126.60869565 237.39130435],0
r1,1,0.047939,3.912134,[53 21] ; [295  66],[59.2 14.8] ; [288.8  72.2],0
u2,1,0.063033,3.455726,[14 21] ; [61 44],[18.75 16.25] ; [56.25 48.75],0
n2,1,0.091566,2.846621,[19  3] ; [58 27],[15.8317757  6.1682243] ; [61.1682243 23.8317757],0
u3,1,0.091827,2.842054,[17 19] ; [67 39],[21.29577465 14.70422535] ; [62.70422535 43.29577465],0
r2,1,0.092362,2.832717,[66  8] ; [341  20],[69.23678161  4.76321839] ; [337.76321839  23.23678161],0
n4,1,0.093638,2.810695,[45 28] ; [261 104],[51. 22.] ; [255. 110.],0
s7,1,0.099357,2.715828,[21 49] ; [141 207],[27.1291866 42.8708134] ; [134.8708134 213.1291866],0
p4,1,0.124884,2.354975,[28 44] ; [178 187],[33.94050343 38.05949657] ; [172.05949657 192.94050343],0
p12,1,0.138039,2.199684,[ 1 71] ; [ 20 345],[ 3.45995423 68.54004577] ; [ 17.54004577 347.45995423],0
p2,1,0.140572,2.171686,[53 21] ; [289  75],[57.78082192 16.21917808] ; [284.21917808  79.78082192],0
