Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.002061,9.494786,[45 22] ; [ 4 12],[39.55421687 27.44578313] ; [9.44578313 6.55421687],0
r4,1,0.005744,7.628783,[58  9] ; [9 7],[54.08433735 12.91566265] ; [12.91566265  3.08433735],0
v4,1,0.012797,6.196968,[65  2] ; [12  3],[62.91463415  4.08536585] ; [14.08536585  0.91463415],0
r1,1,0.033999,4.494744,[48 19] ; [7 9],[44.39759036 22.60240964] ; [10.60240964  5.39759036],0
r2,1,0.039108,4.256182,[63  3] ; [12  3],[61.11111111  4.88888889] ; [13.88888889  1.11111111],0
p10,1,0.041154,4.169662,[55 12] ; [8 6],[52.11111111 14.88888889] ; [10.88888889  3.11111111],0
p4,1,0.070763,3.26524,[24 43] ; [ 2 14],[20.98795181 46.01204819] ; [ 5.01204819 10.98795181],0
p9,1,0.073383,3.205683,[56 10] ; [9 5],[53.625 12.375] ; [11.375  2.625],0
s6,1,0.077385,3.118989,[52 12] ; [9 6],[49.41772152 14.58227848] ; [11.58227848  3.41772152],0
n5,1,0.081941,3.025978,[45 22] ; [7 9],[41.97590361 25.02409639] ; [10.02409639  5.97590361],0
v3,1,0.086254,2.942926,[17 48] ; [ 1 15],[14.44444444 50.55555556] ; [ 3.55555556 12.44444444],0
r3,1,0.095705,2.775696,[60  7] ; [11  4],[58.01219512  8.98780488] ; [12.98780488  2.01219512],0
u2,1,0.10247,2.666667,[10 14] ; [6 2],[12. 12.] ; [4. 4.],0
n4,1,0.135224,2.231481,[39 28] ; [ 6 10],[36.3253012 30.6746988] ; [8.6746988 7.3253012],0
n2,1,0.148454,2.088068,[19  5] ; [3 3],[17.6  6.4] ; [4.4 1.6],0
a4,1,0.190353,1.71488,[24 43] ; [ 3 13],[21.79518072 45.20481928] ; [ 5.20481928 10.79518072],0
d1,1,0.194055,1.68656,[33 34] ; [ 5 11],[30.6746988 36.3253012] ; [7.3253012 8.6746988],0
s5,1,0.224303,1.476624,[31 30] ; [ 5 10],[28.89473684 32.10526316] ; [7.10526316 7.89473684],0
d2,1,0.255711,1.291832,[27 40] ; [ 4 12],[25.02409639 41.97590361] ; [ 5.97590361 10.02409639],0
p2,1,0.269852,1.217501,[45 22] ; [13  3],[46.81927711 20.18072289] ; [11.18072289  4.81927711],0
a3,1,0.295124,1.0961,[43 24] ; [8 8],[41.1686747 25.8313253] ; [9.8313253 6.1686747],0
a7,1,0.34824,0.87986,[49 17] ; [10  6],[47.48780488 18.51219512] ; [11.51219512  4.48780488],0
d5,1,0.34824,0.87986,[49 17] ; [10  6],[47.48780488 18.51219512] ; [11.51219512  4.48780488],0
b4,1,0.349625,0.874816,[38 29] ; [7 9],[36.3253012 30.6746988] ; [8.6746988 7.3253012],0
b2,1,0.350413,0.871962,[ 6 26] ; [3 6],[ 7.02439024 24.97560976] ; [1.97560976 7.02439024],0
b3,1,0.350413,0.871962,[ 6 26] ; [3 6],[ 7.02439024 24.97560976] ; [1.97560976 7.02439024],0
u3,1,0.399075,0.711111,[14 10] ; [6 2],[15.  9.] ; [5. 3.],0
b5,1,0.410689,0.676805,[45 22] ; [9 7],[43.59036145 23.40963855] ; [10.40963855  5.59036145],0
p8,1,0.422054,0.644588,[21 44] ; [ 3 11],[19.74683544 45.25316456] ; [4.25316456 9.74683544],0
v2,1,0.467981,0.52674,[30 33] ; [ 6 10],[28.70886076 34.29113924] ; [7.29113924 8.70886076],0
p11,1,0.480936,0.49674,[44 23] ; [9 7],[42.78313253 24.21686747] ; [10.21686747  5.78313253],0
u1,1,0.510725,0.432582,[ 8 59] ; [ 1 15],[ 7.26506024 59.73493976] ; [ 1.73493976 14.26506024],0
p7,1,0.511803,0.43038,[29 35] ; [5 9],[27.8974359 36.1025641] ; [6.1025641 7.8974359],0
n3,1,0.517309,0.419255,[19  5] ; [4 2],[18.4  5.6] ; [4.6 1.4],0
s7,1,0.552245,0.35331,[34 32] ; [9 6],[35.03703704 30.96296296] ; [7.96296296 7.03703704],0
v1,1,0.57455,0.315129,[26 41] ; [ 5 11],[25.02409639 41.97590361] ; [ 5.97590361 10.02409639],0
s2,1,0.605434,0.266877,[45 20] ; [10  6],[44.13580247 20.86419753] ; [10.86419753  5.13580247],0
b1,1,0.632276,0.228988,[17 50] ; [ 5 11],[17.75903614 49.24096386] ; [ 4.24096386 11.75903614],0
p6,1,0.646462,0.21039,[14 52] ; [ 4 11],[14.66666667 51.33333333] ; [ 3.33333333 11.66666667],0
n1,1,0.679708,0.170455,[ 6 18] ; [2 4],[ 6.4 17.6] ; [1.6 4.4],0
a8,1,0.738293,0.111633,[ 3 58] ; [ 1 13],[ 3.25333333 57.74666667] ; [ 0.74666667 13.25333333],0
d4,1,0.787428,0.072713,[48 19] ; [12  4],[48.43373494 18.56626506] ; [11.56626506  4.43373494],0
a6,1,0.800859,0.063623,[40 27] ; [9 7],[39.55421687 27.44578313] ; [9.44578313 6.55421687],0
s3,1,0.842247,0.039609,[43 23] ; [10  6],[42.65853659 23.34146341] ; [10.34146341  5.65853659],0
d3,1,0.853953,0.033884,[48 18] ; [12  4],[48.29268293 17.70731707] ; [11.70731707  4.29268293],0
s8,1,0.973018,0.001144,[29 38] ; [7 9],[29.06024096 37.93975904] ; [6.93975904 9.06024096],0
