Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.003552,8.499616,[47 52] ; [ 5 24],[40.21875 58.78125] ; [11.78125 17.21875],0
d2,1,0.617972,0.248729,[46 53] ; [15 14],[47.1796875 51.8203125] ; [13.8203125 15.1796875],0
n5,1,0.6402,0.218481,[78 21] ; [24  5],[78.890625 20.109375] ; [23.109375  5.890625],0
d1,1,0.658266,0.195637,[50 49] ; [16 13],[51.046875 47.953125] ; [14.953125 14.046875],0
u1,1,0.700591,0.147858,[ 5 94] ; [ 2 27],[ 5.4140625 93.5859375] ; [ 1.5859375 27.4140625],0
a1,1,0.719597,0.128879,[ 5 94] ; [ 1 28],[ 4.640625 94.359375] ; [ 1.359375 27.640625],0
r1,1,0.736761,0.112994,[72 27] ; [22  7],[72.703125 26.296875] ; [21.296875  7.703125],0
n6,1,0.785167,0.074306,[84 15] ; [24  5],[83.53125 15.46875] ; [24.46875  4.53125],0
p11,1,0.812908,0.056016,[80 19] ; [24  5],[80.4375 18.5625] ; [23.5625  5.4375],0
p9,1,0.856405,0.032744,[84 15] ; [25  4],[84.3046875 14.6953125] ; [24.6953125  4.3046875],0
p12,1,0.88019,0.022719,[ 6 92] ; [ 2 27],[ 6.17322835 91.82677165] ; [ 1.82677165 27.17322835],0
u2,1,0.882937,0.021682,[19 15] ; [7 5],[19.2173913 14.7826087] ; [6.7826087 5.2173913],0
s8,1,0.894185,0.017692,[56 43] ; [16 13],[55.6875 43.3125] ; [16.3125 12.6875],0
a4,1,0.925073,0.008845,[40 59] ; [12 17],[40.21875 58.78125] ; [11.78125 17.21875],0
a6,1,0.956522,0.002972,[37 62] ; [11 18],[37.125 61.875] ; [10.875 18.125],0
r4,1,0.962153,0.002252,[85 14] ; [25  4],[85.078125 13.921875] ; [24.921875  4.078125],0
