Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.003552,8.499616,[47 52] ; [ 5 24],[40.21875 58.78125] ; [11.78125 17.21875],0
s5,1,0.004494,8.072666,[35 62] ; [18  9],[41.45967742 55.54032258] ; [11.54032258 15.45967742],0
s6,1,0.009234,6.777015,[60 36] ; [24  3],[65.56097561 30.43902439] ; [18.43902439  8.56097561],0
b2,1,0.009831,6.665254,[30 31] ; [ 3 16],[25.1625 35.8375] ; [ 7.8375 11.1625],0
b3,1,0.009831,6.665254,[30 31] ; [ 3 16],[25.1625 35.8375] ; [ 7.8375 11.1625],0
s1,1,0.011058,6.456017,[ 1 98] ; [ 3 26],[ 3.09375 95.90625] ; [ 0.90625 28.09375],0
s7,1,0.019133,5.489328,[48 48] ; [21  7],[53.41935484 42.58064516] ; [15.58064516 12.41935484],0
v2,1,0.031214,4.641155,[57 40] ; [10 18],[51.992 45.008] ; [15.008 12.992],0
n2,1,0.034294,4.48,[9 9] ; [9 1],[11.57142857  6.42857143] ; [6.42857143 3.57142857],0
p3,1,0.051668,3.7865,[59 40] ; [23  6],[63.421875 35.578125] ; [18.578125 10.421875],0
s2,1,0.057389,3.611285,[45 54] ; [19 10],[49.5 49.5] ; [14.5 14.5],0
v3,1,0.064054,3.429165,[46 52] ; [ 8 21],[41.66929134 56.33070866] ; [12.33070866 16.66929134],0
s3,1,0.078641,3.092769,[53 45] ; [21  8],[57.1023622 40.8976378] ; [16.8976378 12.1023622],0
d3,1,0.094878,2.789602,[44 55] ; [18 11],[47.953125 51.046875] ; [14.046875 14.953125],0
p6,1,0.138476,2.19481,[45 52] ; [18 11],[48.5 48.5] ; [14.5 14.5],0
p10,1,0.141022,2.166771,[81 18] ; [27  2],[83.53125 15.46875] ; [24.46875  4.53125],0
p1,1,0.150937,2.062752,[ 8 91] ; [ 5 24],[10.0546875 88.9453125] ; [ 2.9453125 26.0546875],0
d5,1,0.156888,2.003969,[68 30] ; [24  5],[70.99212598 27.00787402] ; [21.00787402  7.99212598],0
u3,1,0.163458,1.941941,[12 22] ; [7 5],[14.04347826 19.95652174] ; [4.95652174 7.04347826],0
a5,1,0.180847,1.790646,[71 28] ; [17 12],[68.0625 30.9375] ; [19.9375  9.0625],0
b1,1,0.212139,1.556771,[45 54] ; [17 12],[47.953125 51.046875] ; [14.046875 14.953125],0
r2,1,0.247305,1.338465,[86  9] ; [24  5],[84.27419355 10.72580645] ; [25.72580645  3.27419355],0
p2,1,0.249323,1.327094,[84 15] ; [27  2],[85.8515625 13.1484375] ; [25.1484375  3.8515625],0
p4,1,0.297635,1.084761,[68 30] ; [23  6],[70.22047244 27.77952756] ; [20.77952756  8.22047244],0
v1,1,0.330278,0.947806,[54 44] ; [13 16],[51.7007874 46.2992126] ; [15.2992126 13.7007874],0
n3,1,0.383666,0.758924,[9 8] ; [7 3],[10.07407407  6.92592593] ; [5.92592593 4.07407407],0
r3,1,0.390829,0.736361,[91  8] ; [28  1],[92.0390625  6.9609375] ; [26.9609375  2.0390625],0
b4,1,0.409257,0.680959,[53 46] ; [13 16],[51.046875 47.953125] ; [14.953125 14.046875],0
n1,1,0.430223,0.622222,[ 8 10] ; [6 4],[9. 9.] ; [5. 5.],0
n4,1,0.476753,0.506281,[81 18] ; [22  7],[79.6640625 19.3359375] ; [23.3359375  5.6640625],0
a2,1,0.478487,0.50231,[ 7 92] ; [ 1 28],[ 6.1875 92.8125] ; [ 1.8125 27.1875],0
a3,1,0.487387,0.48229,[65 34] ; [17 12],[63.421875 35.578125] ; [18.578125 10.421875],0
d4,1,0.567233,0.327335,[76 22] ; [21  8],[74.8503937 23.1496063] ; [22.1496063  6.8503937],0
v4,1,0.579357,0.307275,[92  6] ; [28  1],[92.5984252  5.4015748] ; [27.4015748  1.5984252],0
p5,1,0.581683,0.303521,[18 81] ; [ 4 25],[17.015625 81.984375] ; [ 4.984375 24.015625],0
