Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.0,29.124368,[29 43] ; [ 2 68],[15.71830986 56.28169014] ; [15.28169014 54.71830986],1
p4,1,1.7e-05,18.487814,[42 30] ; [16 54],[29.4084507 42.5915493] ; [28.5915493 41.4084507],1
p8,1,3.2e-05,17.313368,[41 30] ; [16 53],[28.90714286 42.09285714] ; [28.09285714 40.90714286],1
p3,1,0.000287,13.15091,[30 42] ; [10 60],[20.28169014 51.71830986] ; [19.71830986 50.28169014],1
p2,1,0.000825,11.184195,[58 14] ; [38 32],[48.67605634 23.32394366] ; [47.32394366 22.67605634],1
n3,1,0.002311,9.284179,[22  3] ; [17 17],[16.52542373  8.47457627] ; [22.47457627 11.52542373],0
s2,1,0.014712,5.950629,[33 39] ; [18 51],[26.04255319 45.95744681] ; [24.95744681 44.04255319],0
s8,1,0.014865,5.93242,[24 48] ; [11 59],[17.74647887 54.25352113] ; [17.25352113 52.74647887],0
s7,1,0.01504,5.911765,[22 45] ; [10 57],[16. 51.] ; [16. 51.],0
s3,1,0.024394,5.066432,[36 36] ; [22 48],[29.4084507 42.5915493] ; [28.5915493 41.4084507],0
p11,1,0.028644,4.788873,[49 23] ; [35 35],[42.5915493 29.4084507] ; [41.4084507 28.5915493],0
b4,1,0.040739,4.186847,[34 38] ; [45 25],[40.05633803 31.94366197] ; [38.94366197 31.05633803],0
r4,1,0.042658,4.108914,[59 13] ; [47 23],[53.74647887 18.25352113] ; [52.25352113 17.74647887],0
a5,1,0.043408,4.07945,[41 31] ; [28 42],[34.98591549 37.01408451] ; [34.01408451 35.98591549],0
s6,1,0.043408,4.07945,[41 31] ; [28 42],[34.98591549 37.01408451] ; [34.01408451 35.98591549],0
p10,1,0.054474,3.698127,[48 24] ; [35 34],[42.38297872 29.61702128] ; [40.61702128 28.38297872],0
a8,1,0.054703,3.691103,[ 6 61] ; [ 1 65],[ 3.52631579 63.47368421] ; [ 3.47368421 62.52631579],0
r3,1,0.09846,2.730309,[67  5] ; [59 11],[63.88732394  8.11267606] ; [62.11267606  7.88732394],0
p5,1,0.098703,2.726378,[ 5 66] ; [ 1 69],[ 3.0212766 67.9787234] ; [ 2.9787234 67.0212766],0
u2,1,0.107196,2.595078,[20 13] ; [13 19],[16.75384615 16.24615385] ; [16.24615385 15.75384615],0
p9,1,0.119763,2.420424,[50 22] ; [38 29],[45.58273381 26.41726619] ; [42.41726619 24.58273381],0
v4,1,0.122004,2.391402,[65  6] ; [58 12],[61.93617021  9.06382979] ; [61.06382979  8.93617021],0
b3,1,0.184107,1.764158,[ 6 28] ; [11 24],[ 8.37681159 25.62318841] ; [ 8.62318841 26.37681159],0
b2,1,0.184107,1.764158,[ 6 28] ; [11 24],[ 8.37681159 25.62318841] ; [ 8.62318841 26.37681159],0
d4,1,0.213415,1.548108,[47 24] ; [53 17],[50.35460993 20.64539007] ; [49.64539007 20.35460993],0
d5,1,0.227429,1.45687,[45 26] ; [51 19],[48.34042553 22.65957447] ; [47.65957447 22.34042553],0
n2,1,0.244604,1.35386,[17  8] ; [18 16],[14.83050847 10.16949153] ; [20.16949153 13.83050847],0
b1,1,0.288668,1.125821,[32 40] ; [25 45],[28.90140845 43.09859155] ; [28.09859155 41.90140845],0
s4,1,0.289274,1.122997,[21 51] ; [15 55],[18.25352113 53.74647887] ; [17.74647887 52.25352113],0
v2,1,0.303887,1.057059,[27 39] ; [22 46],[24.13432836 41.86567164] ; [24.86567164 43.13432836],0
u3,1,0.316363,1.003922,[15 17] ; [19 13],[17. 15.] ; [17. 15.],0
d1,1,0.320525,0.986801,[28 44] ; [33 37],[30.92957746 41.07042254] ; [30.07042254 39.92957746],0
s1,1,0.384491,0.756295,[ 2 70] ; [ 4 66],[ 3.04225352 68.95774648] ; [ 2.95774648 67.04225352],0
s5,1,0.429404,0.624434,[19 50] ; [15 54],[17. 52.] ; [17. 52.],0
v3,1,0.434744,0.610115,[14 56] ; [10 57],[12.26277372 57.73722628] ; [11.73722628 55.26277372],0
d2,1,0.446734,0.578924,[27 45] ; [22 48],[24.84507042 47.15492958] ; [24.15492958 45.84507042],0
b5,1,0.472376,0.516412,[41 31] ; [44 26],[43.09859155 28.90140845] ; [41.90140845 28.09859155],0
a4,1,0.488626,0.479551,[19 53] ; [15 55],[17.23943662 54.76056338] ; [16.76056338 53.23943662],0
a2,1,0.512811,0.428326,[ 5 67] ; [ 7 63],[ 6.08450704 65.91549296] ; [ 5.91549296 64.08450704],0
u1,1,0.541968,0.371905,[ 6 66] ; [ 4 66],[ 5.07042254 66.92957746] ; [ 4.92957746 65.07042254],0
r2,1,0.592124,0.287039,[62 10] ; [58 12],[60.84507042 11.15492958] ; [59.15492958 10.84507042],0
n1,1,0.592243,0.286855,[ 6 18] ; [11 24],[ 6.91525424 17.08474576] ; [10.08474576 24.91525424],0
a1,1,0.672091,0.179166,[ 3 69] ; [ 2 68],[ 2.53521127 69.46478873] ; [ 2.46478873 67.53521127],0
a6,1,0.711837,0.136449,[41 31] ; [42 28],[42.08450704 29.91549296] ; [40.91549296 29.08450704],0
r1,1,0.842193,0.039636,[45 27] ; [42 27],[44.42553191 27.57446809] ; [42.57446809 26.42553191],0
a3,1,0.857058,0.032443,[38 34] ; [38 32],[38.53521127 33.46478873] ; [37.46478873 32.53521127],0
n6,1,0.898475,0.016279,[46 26] ; [44 26],[45.63380282 26.36619718] ; [44.36619718 25.63380282],0
n5,1,0.942575,0.005189,[22 50] ; [21 49],[21.8028169 50.1971831] ; [21.1971831 48.8028169],0
a7,1,0.954768,0.003217,[49 22] ; [48 22],[48.84397163 22.15602837] ; [48.15602837 21.84397163],0
p1,1,0.971875,0.001243,[ 3 69] ; [ 3 67],[ 3.04225352 68.95774648] ; [ 2.95774648 67.04225352],0
d3,1,1.0,0.0,[44 26] ; [44 26],[44. 26.] ; [44. 26.],0
