Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.001098,10.654018,[11 29] ; [12  4],[16.42857143 23.57142857] ; [6.57142857 9.42857143],0
p3,1,0.001997,9.552284,[ 6 33] ; [9 7],[10.63636364 28.36363636] ; [ 4.36363636 11.63636364],0
p7,1,0.00225,9.333333,[10 30] ; [11  5],[15. 25.] ; [ 6. 10.],0
p6,1,0.002327,9.271596,[ 2 36] ; [ 6 10],[ 5.62962963 32.37037037] ; [ 2.37037037 13.62962963],0
p11,1,0.008622,6.899487,[17 23] ; [13  3],[21.42857143 18.57142857] ; [8.57142857 7.42857143],0
p2,1,0.009438,6.737968,[20 20] ; [14  2],[24.28571429 15.71428571] ; [9.71428571 6.28571429],0
p12,1,0.032919,4.55,[ 1 39] ; [ 3 13],[ 2.85714286 37.14285714] ; [ 1.14285714 14.85714286],0
s4,1,0.033398,4.525253,[ 5 35] ; [ 6 10],[ 7.85714286 32.14285714] ; [ 3.14285714 12.85714286],0
p9,1,0.060296,3.529216,[17 21] ; [11  4],[20.0754717 17.9245283] ; [7.9245283 7.0754717],0
b4,1,0.060298,3.529167,[26 14] ; [ 6 10],[22.85714286 17.14285714] ; [9.14285714 6.85714286],0
s8,1,0.063776,3.436364,[ 6 34] ; [ 6 10],[ 8.57142857 31.42857143] ; [ 3.42857143 12.57142857],0
n2,1,0.086673,2.935101,[10  9] ; [7 1],[11.96296296  7.03703704] ; [5.03703704 2.96296296],0
a6,1,0.089113,2.890323,[15 25] ; [10  6],[17.85714286 22.14285714] ; [7.14285714 8.85714286],0
r3,1,0.105315,2.623154,[20 19] ; [12  4],[22.69090909 16.30909091] ; [9.30909091 6.69090909],0
n6,1,0.105315,2.623154,[20 19] ; [12  4],[22.69090909 16.30909091] ; [9.30909091 6.69090909],0
v1,1,0.108157,2.580939,[11 29] ; [8 8],[13.57142857 26.42857143] ; [ 5.42857143 10.57142857],0
p5,1,0.133262,2.254088,[ 1 39] ; [ 2 14],[ 2.14285714 37.85714286] ; [ 0.85714286 15.14285714],0
v4,1,0.17602,1.830907,[17 23] ; [10  6],[19.28571429 20.71428571] ; [7.71428571 8.28571429],0
s2,1,0.194344,1.684375,[ 9 31] ; [6 9],[10.90909091 29.09090909] ; [ 4.09090909 10.90909091],0
s7,1,0.194883,1.680309,[ 8 28] ; [6 9],[ 9.88235294 26.11764706] ; [ 4.11764706 10.88235294],0
p10,1,0.210393,1.568721,[16 23] ; [9 6],[18.05555556 20.94444444] ; [6.94444444 8.05555556],0
s3,1,0.213652,1.546509,[ 9 30] ; [6 9],[10.83333333 28.16666667] ; [ 4.16666667 10.83333333],0
v3,1,0.249897,1.323877,[ 5 35] ; [ 4 12],[ 6.42857143 33.57142857] ; [ 2.57142857 13.42857143],0
b3,1,0.350303,0.87236,[ 9 18] ; [2 9],[ 7.81578947 19.18421053] ; [3.18421053 7.81578947],0
b2,1,0.350303,0.87236,[ 9 18] ; [2 9],[ 7.81578947 19.18421053] ; [3.18421053 7.81578947],0
v2,1,0.35784,0.845458,[12 27] ; [7 9],[13.47272727 25.52727273] ; [ 5.52727273 10.47272727],0
