Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,2e-06,22.883042,[126  17] ; [39 27],[112.89473684  30.10526316] ; [52.10526316 13.89473684],1
p11,1,3e-06,21.530096,[103  41] ; [25 41],[87.77142857 56.22857143] ; [40.22857143 25.77142857],1
r4,1,1.2e-05,19.132866,[118  26] ; [35 31],[104.91428571  39.08571429] ; [48.08571429 17.91428571],1
n5,1,7.9e-05,15.589387,[104  40] ; [29 37],[91.2 52.8] ; [41.8 24.2],1
v4,1,0.000116,14.863425,[128  15] ; [44 21],[118.25  24.75] ; [53.75 11.25],1
s6,1,0.000861,11.105045,[75 65] ; [19 47],[63.88349515 76.11650485] ; [30.11650485 35.88349515],1
a1,1,0.002438,9.186791,[  3 141] ; [ 8 58],[  7.54285714 136.45714286] ; [ 3.45714286 62.54285714],0
p9,1,0.005088,7.847953,[98 39] ; [34 32],[89.08374384 47.91625616] ; [42.91625616 23.08374384],0
p10,1,0.006199,7.49154,[91 51] ; [29 37],[81.92307692 60.07692308] ; [38.07692308 27.92307692],0
p2,1,0.014716,5.950195,[98 44] ; [34 32],[90.11538462 51.88461538] ; [41.88461538 24.11538462],0
s7,1,0.037059,4.347699,[46 94] ; [11 49],[ 39.9 100.1] ; [17.1 42.9],0
n2,1,0.055421,3.669379,[42 14] ; [14 12],[38.24390244 17.75609756] ; [17.75609756  8.24390244],0
s5,1,0.062503,3.469686,[ 36 106] ; [ 9 56],[ 30.86956522 111.13043478] ; [14.13043478 50.86956522],0
s8,1,0.06438,3.4208,[ 38 104] ; [10 56],[ 32.76923077 109.23076923] ; [15.23076923 50.76923077],0
a5,1,0.069764,3.288553,[89 55] ; [32 34],[82.97142857 61.02857143] ; [38.02857143 27.97142857],0
b1,1,0.089286,2.887205,[52 92] ; [32 34],[57.6 86.4] ; [26.4 39.6],0
n4,1,0.091484,2.848061,[96 48] ; [36 30],[90.51428571 53.48571429] ; [41.48571429 24.51428571],0
s1,1,0.09226,2.834499,[  5 138] ; [ 6 60],[  7.52631579 135.47368421] ; [ 3.47368421 62.52631579],0
p5,1,0.09737,2.748095,[ 10 132] ; [ 1 65],[  7.50961538 134.49038462] ; [ 3.49038462 62.50961538],0
d5,1,0.104704,2.632396,[100  43] ; [38 27],[94.875 48.125] ; [43.125 21.875],0
r2,1,0.112821,2.514247,[128  15] ; [53 12],[124.4375  18.5625] ; [56.5625  8.4375],0
p7,1,0.112973,2.512133,[57 83] ; [18 44],[51.98019802 88.01980198] ; [23.01980198 38.98019802],0
n3,1,0.145725,2.116438,[37 18] ; [12 12],[34.11392405 20.88607595] ; [14.88607595  9.11392405],0
u1,1,0.157201,2.000945,[ 18 126] ; [ 4 62],[ 15.08571429 128.91428571] ; [ 6.91428571 59.08571429],0
p8,1,0.174025,1.847922,[48 95] ; [16 50],[43.78947368 99.21052632] ; [20.21052632 45.78947368],0
d1,1,0.214151,1.543141,[61 83] ; [22 44],[56.91428571 87.08571429] ; [26.08571429 39.91428571],0
s2,1,0.218693,1.512925,[49 94] ; [17 49],[45.15789474 97.84210526] ; [20.84210526 45.15789474],0
p1,1,0.236466,1.401537,[  7 135] ; [ 6 59],[  8.9178744 133.0821256] ; [ 4.0821256 60.9178744],0
a3,1,0.375892,0.784093,[90 52] ; [37 28],[87.12077295 54.87922705] ; [39.87922705 25.12077295],0
b5,1,0.437434,0.603005,[91 53] ; [38 28],[88.45714286 55.54285714] ; [40.54285714 25.45714286],0
a7,1,0.443211,0.587956,[83 60] ; [42 24],[85.52631579 57.47368421] ; [39.47368421 26.52631579],0
v3,1,0.492667,0.470696,[ 26 117] ; [ 9 54],[ 24.2961165 118.7038835] ; [10.7038835 52.2961165],0
a2,1,0.525157,0.403754,[ 27 117] ; [10 56],[ 25.37142857 118.62857143] ; [11.62857143 54.37142857],0
s3,1,0.534557,0.385722,[59 83] ; [30 35],[61.0531401 80.9468599] ; [27.9468599 37.0531401],0
d2,1,0.55389,0.350395,[55 87] ; [28 37],[56.93719807 85.06280193] ; [26.06280193 38.93719807],0
