Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,9e-06,19.642606,[26 56] ; [41 18],[38.96453901 43.03546099] ; [28.03546099 30.96453901],1
s3,1,0.000352,12.773026,[30 52] ; [39 19],[40.41428571 41.58571429] ; [28.58571429 29.41428571],1
s6,1,0.001731,9.81531,[44 39] ; [45 12],[52.76428571 30.23571429] ; [36.23571429 20.76428571],0
p6,1,0.006094,7.522379,[13 70] ; [21 38],[19.87323944 63.12676056] ; [14.12676056 44.87323944],0
s8,1,0.014854,5.933747,[26 57] ; [30 28],[32.96453901 50.03546099] ; [23.03546099 34.96453901],0
s5,1,0.023874,5.103793,[19 60] ; [23 31],[24.94736842 54.05263158] ; [17.05263158 36.94736842],0
p9,1,0.035315,4.429873,[48 33] ; [45 14],[53.80714286 27.19285714] ; [39.19285714 19.80714286],0
s7,1,0.041446,4.157676,[25 52] ; [28 28],[30.68421053 46.31578947] ; [22.31578947 33.68421053],0
u3,1,0.048489,3.892946,[16 15] ; [20  6],[19.57894737 11.42105263] ; [16.42105263  9.57894737],0
b1,1,0.08258,3.013374,[44 39] ; [23 37],[38.88811189 44.11188811] ; [28.11188811 31.88811189],0
p11,1,0.089646,2.880716,[48 35] ; [43 17],[52.81818182 30.18181818] ; [38.18181818 21.81818182],0
v2,1,0.104064,2.642122,[35 42] ; [34 23],[39.64925373 37.35074627] ; [29.35074627 27.64925373],0
p5,1,0.106957,2.598616,[ 4 79] ; [ 7 50],[ 6.52142857 76.47857143] ; [ 4.47857143 52.52142857],0
r1,1,0.10946,2.562008,[63 20] ; [52  8],[66.74825175 16.25174825] ; [48.25174825 11.74825175],0
b2,1,0.118461,2.437558,[13 37] ; [17 24],[16.48351648 33.51648352] ; [13.51648352 27.48351648],0
b3,1,0.118461,2.437558,[13 37] ; [17 24],[16.48351648 33.51648352] ; [13.51648352 27.48351648],0
v3,1,0.124684,2.357478,[24 52] ; [25 31],[28.21212121 47.78787879] ; [20.78787879 35.21212121],0
p7,1,0.190143,1.716506,[27 55] ; [25 32],[30.67625899 51.32374101] ; [21.32374101 35.67625899],0
n5,1,0.233154,1.421515,[48 34] ; [41 19],[51.3943662 30.6056338] ; [37.6056338 22.3943662],0
p10,1,0.239154,1.385574,[47 34] ; [40 19],[50.33571429 30.66428571] ; [36.66428571 22.33571429],0
p4,1,0.247186,1.339138,[24 57] ; [23 36],[27.19285714 53.80714286] ; [19.80714286 39.19285714],0
n6,1,0.34944,0.875489,[62 21] ; [48 11],[64.29577465 18.70422535] ; [45.70422535 13.29577465],0
b5,1,0.352967,0.86276,[49 34] ; [40 20],[51.65734266 31.34265734] ; [37.34265734 22.65734266],0
a4,1,0.361085,0.834115,[33 50] ; [28 31],[35.65492958 47.34507042] ; [25.34507042 33.65492958],0
n4,1,0.396141,0.720007,[51 32] ; [41 19],[53.3986014 29.6013986] ; [38.6013986 21.3986014],0
a2,1,0.401605,0.703514,[17 66] ; [ 9 51],[15.09090909 67.90909091] ; [10.90909091 49.09090909],0
s4,1,0.487691,0.481616,[16 67] ; [14 44],[17.65957447 65.34042553] ; [12.34042553 45.65957447],0
n2,1,0.503657,0.447222,[21  7] ; [15  3],[21.91304348  6.08695652] ; [14.08695652  3.91304348],0
a5,1,0.521862,0.410212,[51 32] ; [40 20],[52.81818182 30.18181818] ; [38.18181818 21.81818182],0
b4,1,0.545729,0.365025,[47 36] ; [37 23],[48.75524476 34.24475524] ; [35.24475524 24.75524476],0
a3,1,0.54609,0.364369,[52 31] ; [34 25],[50.26760563 32.73239437] ; [35.73239437 23.26760563],0
p12,1,0.546114,0.364326,[ 8 75] ; [ 4 55],[ 7.01408451 75.98591549] ; [ 4.98591549 54.01408451],0
n3,1,0.551457,0.354714,[20  5] ; [13  5],[19.18604651  5.81395349] ; [13.81395349  4.18604651],0
p1,1,0.5931,0.285529,[ 5 78] ; [ 5 55],[ 5.8041958 77.1958042] ; [ 4.1958042 55.8041958],0
a8,1,0.602473,0.271283,[ 8 73] ; [ 7 48],[ 8.93382353 72.06617647] ; [ 6.06617647 48.93382353],0
a1,1,0.635227,0.225039,[ 4 79] ; [ 4 56],[ 4.64335664 78.35664336] ; [ 3.35664336 56.64335664],0
a6,1,0.649784,0.206173,[49 33] ; [33 26],[47.68794326 34.31205674] ; [34.31205674 24.68794326],0
r3,1,0.683407,0.166316,[80  3] ; [57  3],[79.51748252  3.48251748] ; [57.48251748  2.51748252],0
p3,1,0.703749,0.144601,[27 56] ; [21 38],[28.05633803 54.94366197] ; [19.94366197 39.05633803],0
d4,1,0.713973,0.134341,[62 20] ; [43 16],[61.06382979 20.93617021] ; [43.93617021 15.06382979],0
d3,1,0.82651,0.04804,[46 36] ; [32 27],[45.36170213 36.63829787] ; [32.63829787 26.36170213],0
u2,1,0.861029,0.030648,[18 12] ; [15 11],[17.67857143 12.32142857] ; [15.32142857 10.67857143],0
s1,1,0.902396,0.015039,[ 6 76] ; [ 4 55],[ 5.81560284 76.18439716] ; [ 4.18439716 54.81560284],0
d2,1,0.921283,0.009765,[35 46] ; [25 34],[34.71428571 46.28571429] ; [25.28571429 33.71428571],0
u1,1,0.927976,0.008171,[12 71] ; [ 9 51],[12.18881119 70.81118881] ; [ 8.81118881 51.18881119],0
u4,1,0.928037,0.008157,[ 3 80] ; [ 2 58],[ 2.9020979 80.0979021] ; [ 2.0979021 57.9020979],0
a7,1,0.933517,0.006959,[52 31] ; [38 22],[52.23776224 30.76223776] ; [37.76223776 22.23776224],0
d1,1,0.943317,0.005055,[41 42] ; [30 30],[41.20979021 41.79020979] ; [29.79020979 30.20979021],0
d5,1,0.950294,0.003886,[56 26] ; [40 19],[55.82978723 26.17021277] ; [40.17021277 18.82978723],0
p8,1,0.967332,0.001677,[21 62] ; [15 45],[20.8951049 62.1048951] ; [15.1048951 44.8951049],0
n1,1,1.0,0.0,[13 13] ; [9 9],[13. 13.] ; [9. 9.],0
