Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,1.2e-05,19.150842,[35 22] ; [12 45],[23.5 33.5] ; [23.5 33.5],1
p9,1,0.000421,12.436656,[49  7] ; [33 24],[40.63716814 15.36283186] ; [41.36283186 15.63716814],1
a7,1,0.001031,10.770796,[46 11] ; [30 28],[37.66956522 19.33043478] ; [38.33043478 19.66956522],0
s4,1,0.005035,7.866891,[ 5 51] ; [17 40],[10.90265487 45.09734513] ; [11.09734513 45.90265487],0
r3,1,0.008822,6.85849,[56  1] ; [49  9],[52.04347826  4.95652174] ; [52.95652174  5.04347826],0
p10,1,0.02373,5.114289,[46 10] ; [36 21],[40.63716814 15.36283186] ; [41.36283186 15.63716814],0
r4,1,0.029722,4.725307,[56  1] ; [51  7],[53.03478261  3.96521739] ; [53.96521739  4.03478261],0
p3,1,0.030613,4.674535,[32 24] ; [21 36],[26.26548673 29.73451327] ; [26.73451327 30.26548673],0
p6,1,0.034042,4.492611,[24 32] ; [14 44],[18.66666667 37.33333333] ; [19.33333333 38.66666667],0
p2,1,0.038522,4.281845,[47  9] ; [39 19],[42.24561404 13.75438596] ; [43.75438596 14.24561404],0
b1,1,0.044522,4.036666,[18 39] ; [29 29],[23.29565217 33.70434783] ; [23.70434783 34.29565217],0
p11,1,0.053801,3.718858,[48  9] ; [40 18],[43.6173913 13.3826087] ; [44.3826087 13.6173913],0
p8,1,0.058621,3.57599,[32 24] ; [22 34],[27. 29.] ; [27. 29.],0
a4,1,0.078262,3.10063,[11 46] ; [19 37],[15.13274336 41.86725664] ; [14.86725664 41.13274336],0
p12,1,0.085041,2.965825,[ 5 51] ; [ 1 57],[ 2.94736842 53.05263158] ; [ 3.05263158 54.94736842],0
r2,1,0.097819,2.740747,[56  1] ; [53  5],[54.02608696  2.97391304] ; [54.97391304  3.02608696],0
n6,1,0.099857,2.707821,[50  7] ; [44 14],[46.59130435 10.40869565] ; [47.40869565 10.59130435],0
a6,1,0.099984,2.705795,[39 18] ; [31 27],[34.69565217 22.30434783] ; [35.30434783 22.69565217],0
b2,1,0.128887,2.305855,[12 25] ; [ 7 33],[ 9.12987013 27.87012987] ; [ 9.87012987 30.12987013],0
b3,1,0.128887,2.305855,[12 25] ; [ 7 33],[ 9.12987013 27.87012987] ; [ 9.87012987 30.12987013],0
p7,1,0.145961,2.113964,[37 19] ; [30 27],[33.20353982 22.79646018] ; [33.79646018 23.20353982],0
v1,1,0.156575,2.007001,[33 23] ; [26 31],[29.23893805 26.76106195] ; [29.76106195 27.23893805],0
n3,1,0.217058,1.523713,[11  1] ; [14  5],[9.67741935 2.32258065] ; [15.32258065  3.67741935],0
u3,1,0.265623,1.239213,[11 13] ; [16 10],[12.96 11.04] ; [14.04 11.96],0
s5,1,0.31791,0.997524,[18 38] ; [13 42],[15.63963964 40.36036036] ; [15.36036036 39.63963964],0
a5,1,0.365959,0.817338,[39 18] ; [35 23],[36.67826087 20.32173913] ; [37.32173913 20.67826087],0
d3,1,0.390595,0.737088,[21 36] ; [17 41],[18.83478261 38.16521739] ; [19.16521739 38.83478261],0
s3,1,0.394201,0.725943,[26 29] ; [31 25],[28.24324324 26.75675676] ; [28.75675676 27.24324324],0
v4,1,0.401542,0.703704,[55  2] ; [53  4],[54.  3.] ; [54.  3.],0
n2,1,0.408937,0.681888,[11  1] ; [17  4],[10.18181818  1.81818182] ; [17.81818182  3.18181818],0
d1,1,0.414031,0.667196,[ 2 55] ; [ 4 54],[ 2.97391304 54.02608696] ; [ 3.02608696 54.97391304],0
u2,1,0.418551,0.65438,[11 13] ; [ 9 17],[ 9.6 14.4] ; [10.4 15.6],0
p4,1,0.439285,0.59815,[33 23] ; [30 28],[30.94736842 25.05263158] ; [32.05263158 25.94736842],0
a8,1,0.493467,0.468958,[ 5 48] ; [ 7 44],[ 6.11538462 46.88461538] ; [ 5.88461538 45.11538462],0
s7,1,0.502226,0.450229,[26 27] ; [23 31],[24.27102804 28.72897196] ; [24.72897196 29.27102804],0
p1,1,0.502686,0.449261,[ 8 48] ; [11 47],[ 9.33333333 46.66666667] ; [ 9.66666667 48.33333333],0
b4,1,0.512188,0.429593,[31 26] ; [28 30],[29.24347826 27.75652174] ; [29.75652174 28.24347826],0
a2,1,0.563096,0.334372,[ 5 52] ; [ 7 51],[ 5.94782609 51.05217391] ; [ 6.05217391 51.94782609],0
n5,1,0.592078,0.28711,[43 13] ; [42 16],[41.75438596 14.24561404] ; [43.24561404 14.75438596],0
u1,1,0.633246,0.227685,[ 3 54] ; [ 2 56],[ 2.47826087 54.52173913] ; [ 2.52173913 55.47826087],0
d5,1,0.634769,0.225649,[25 32] ; [28 30],[26.26956522 30.73043478] ; [26.73043478 31.26956522],0
s8,1,0.644806,0.212511,[23 33] ; [21 36],[21.80530973 34.19469027] ; [22.19469027 34.80530973],0
d2,1,0.702711,0.145667,[13 44] ; [15 43],[13.87826087 43.12173913] ; [14.12173913 43.87826087],0
n1,1,0.74114,0.109127,[5 7] ; [10 11],[5.45454545 6.54545455] ; [ 9.54545455 11.45454545],0
s2,1,0.820888,0.051259,[22 33] ; [24 33],[22.58928571 32.41071429] ; [23.41071429 33.58928571],0
p5,1,0.838206,0.041693,[ 7 49] ; [ 8 50],[ 7.36842105 48.63157895] ; [ 7.63157895 50.36842105],0
s6,1,0.893215,0.018019,[37 19] ; [37 18],[37.33333333 18.66666667] ; [36.66666667 18.33333333],0
b5,1,0.9168,0.010913,[32 25] ; [32 26],[31.72173913 25.27826087] ; [32.27826087 25.72173913],0
a3,1,0.935567,0.006536,[33 24] ; [32 24],[32.78761062 24.21238938] ; [32.21238938 23.78761062],0
n4,1,0.959801,0.00254,[44 13] ; [45 13],[44.11304348 12.88695652] ; [44.88695652 13.11304348],0
