Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,44.199572,[163   4] ; [9 7],[156.96174863  10.03825137] ; [15.03825137  0.96174863],1
r3,1,0.0,39.06822,[160   5] ; [9 7],[154.06077348  10.93922652] ; [14.93922652  1.06077348],1
p9,1,0.000308,13.021603,[123  38] ; [ 6 11],[116.67977528  44.32022472] ; [12.32022472  4.67977528],1
p11,1,0.000601,11.772394,[125  42] ; [ 6 11],[118.89673913  48.10326087] ; [12.10326087  4.89673913],1
v4,1,0.001419,10.180426,[159   7] ; [13  4],[156.02185792   9.97814208] ; [15.97814208  1.02185792],0
n3,1,0.003834,8.360633,[29  8] ; [4 8],[24.91836735 12.08163265] ; [8.08163265 3.91836735],0
a7,1,0.005899,7.580945,[118  48] ; [ 6 10],[113.0989011  52.9010989] ; [10.9010989  5.0989011],0
n1,1,0.008422,6.941476,[19 18] ; [ 1 11],[15.10204082 21.89795918] ; [4.89795918 7.10204082],0
s6,1,0.011701,6.355676,[108  55] ; [ 6 11],[103.23333333  59.76666667] ; [10.76666667  6.23333333],0
p4,1,0.014881,5.930549,[83 81] ; [ 3 13],[78.35555556 85.64444444] ; [7.64444444 8.35555556],0
n6,1,0.016907,5.705994,[130  35] ; [9 8],[126.01648352  38.98351648] ; [12.98351648  4.01648352],0
p3,1,0.020499,5.368923,[67 99] ; [ 2 15],[ 62.59016393 103.40983607] ; [ 6.40983607 10.59016393],0
p7,1,0.021398,5.29407,[97 62] ; [ 5 11],[92.67428571 66.32571429] ; [9.32571429 6.67428571],0
b4,1,0.03758,4.323929,[94 73] ; [14  3],[98.02173913 68.97826087] ; [9.97826087 7.02173913],0
s1,1,0.037923,4.308471,[  8 154] ; [ 3 14],[  9.95530726 152.04469274] ; [ 1.04469274 15.95530726],0
v1,1,0.058567,3.577511,[77 85] ; [ 4 13],[73.30726257 88.69273743] ; [7.69273743 9.30726257],0
p6,1,0.065938,3.381348,[ 54 107] ; [ 2 15],[ 50.65168539 110.34831461] ; [ 5.34831461 11.65168539],0
p8,1,0.071422,3.25004,[76 88] ; [ 4 13],[72.48618785 91.51381215] ; [7.51381215 9.48618785],0
p10,1,0.085581,2.955583,[118  44] ; [9 8],[114.93854749  47.06145251] ; [12.06145251  4.93854749],0
u3,1,0.094817,2.790622,[57 28] ; [3 5],[54.83870968 30.16129032] ; [5.16129032 2.83870968],0
p2,1,0.109445,2.562222,[127  39] ; [10  7],[124.27322404  41.72677596] ; [12.72677596  4.27322404],0
a6,1,0.214413,1.541374,[95 72] ; [ 7 10],[92.57608696 74.42391304] ; [9.42391304 7.57608696],0
s3,1,0.274412,1.194559,[99 64] ; [8 9],[96.89444444 66.10555556] ; [10.10555556  6.89444444],0
s2,1,0.278221,1.175757,[81 84] ; [ 6 11],[78.87362637 86.12637363] ; [8.12637363 8.87362637],0
d3,1,0.283374,1.150839,[101  66] ; [8 9],[98.92934783 68.07065217] ; [10.07065217  6.92934783],0
d5,1,0.286016,1.138281,[119  48] ; [10  7],[117.08152174  49.91847826] ; [11.91847826  5.08152174],0
s8,1,0.306517,1.045626,[ 60 107] ; [ 4 13],[ 58.08695652 108.91304348] ; [ 5.91304348 11.08695652],0
u2,1,0.358284,0.843898,[49 35] ; [6 2],[50.2173913 33.7826087] ; [4.7826087 3.2173913],0
s5,1,0.37449,0.788711,[ 44 115] ; [ 3 14],[ 42.46022727 116.53977273] ; [ 4.53977273 12.46022727],0
n5,1,0.396615,0.718564,[113  51] ; [10  7],[111.44751381  52.55248619] ; [11.55248619  5.44751381],0
s4,1,0.575288,0.313914,[ 28 136] ; [ 2 15],[ 27.18232044 136.81767956] ; [ 2.81767956 14.18232044],0
n4,1,0.644967,0.212304,[107  59] ; [10  7],[106.13114754  59.86885246] ; [10.86885246  6.13114754],0
b5,1,0.663893,0.188829,[99 68] ; [11  6],[99.83695652 67.16304348] ; [10.16304348  6.83695652],0
b1,1,0.705156,0.143164,[ 61 106] ; [ 7 10],[ 61.7173913 105.2826087] ; [ 6.2826087 10.7173913],0
p1,1,0.712044,0.136244,[ 15 151] ; [ 2 15],[ 15.42076503 150.57923497] ; [ 1.57923497 15.42076503],0
n2,1,0.713858,0.134454,[26 10] ; [8 4],[25.5 10.5] ; [8.5 3.5],0
v2,1,0.741386,0.108912,[75 81] ; [7 9],[74.37209302 81.62790698] ; [7.62790698 8.37209302],0
a3,1,0.762402,0.091402,[81 84] ; [9 8],[81.59340659 83.40659341] ; [8.40659341 8.59340659],0
a4,1,0.767969,0.087044,[ 34 132] ; [ 4 13],[ 34.46994536 131.53005464] ; [ 3.53005464 13.46994536],0
d1,1,0.780025,0.078001,[ 63 104] ; [ 7 10],[ 63.5326087 103.4673913] ; [ 6.4673913 10.5326087],0
d2,1,0.79435,0.067947,[ 37 130] ; [ 4 12],[ 37.41530055 129.58469945] ; [ 3.58469945 12.41530055],0
v3,1,0.856725,0.032596,[ 52 105] ; [ 6 11],[ 52.33333333 104.66666667] ; [ 5.66666667 11.33333333],0
s7,1,0.867964,0.027638,[61 95] ; [ 7 10],[61.31791908 94.68208092] ; [ 6.68208092 10.31791908],0
b2,1,0.944244,0.004891,[20 66] ; [2 7],[19.91578947 66.08421053] ; [2.08421053 6.91578947],0
b3,1,0.944244,0.004891,[20 66] ; [2 7],[19.91578947 66.08421053] ; [2.08421053 6.91578947],0
d4,1,0.978877,0.000701,[124  42] ; [12  4],[124.04395604  41.95604396] ; [11.95604396  4.04395604],0
