Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,0.003711,8.420113,[ 6 18] ; [6 1],[ 9.29032258 14.70967742] ; [2.70967742 4.29032258],0
d2,1,0.007637,7.116784,[ 7 17] ; [6 1],[10.06451613 13.93548387] ; [2.93548387 4.06451613],0
d1,1,0.014273,6.004002,[ 8 16] ; [6 1],[10.83870968 13.16129032] ; [3.16129032 3.83870968],0
a4,1,0.023886,5.102922,[ 6 18] ; [5 2],[ 8.51612903 15.48387097] ; [2.48387097 4.51612903],0
v4,1,0.033711,4.509317,[21  2] ; [4 3],[19.16666667  3.83333333] ; [5.83333333 1.16666667],0
b3,1,0.035496,4.421154,[ 3 12] ; [3 1],[ 4.73684211 10.26315789] ; [1.26315789 2.73684211],0
b2,1,0.035496,4.421154,[ 3 12] ; [3 1],[ 4.73684211 10.26315789] ; [1.26315789 2.73684211],0
b1,1,0.040181,4.210218,[10 14] ; [6 1],[12.38709677 11.61290323] ; [3.61290323 3.38709677],0
p11,1,0.040181,4.210218,[14 10] ; [1 6],[11.61290323 12.38709677] ; [3.38709677 3.61290323],0
p1,1,0.054652,3.692673,[ 1 23] ; [2 5],[ 2.32258065 21.67741935] ; [0.67741935 6.32258065],0
a6,1,0.072303,3.229955,[16  8] ; [2 5],[13.93548387 10.06451613] ; [4.06451613 2.93548387],0
a3,1,0.092011,2.838828,[12 12] ; [6 1],[13.93548387 10.06451613] ; [4.06451613 2.93548387],0
p4,1,0.131614,2.273366,[11 13] ; [1 6],[ 9.29032258 14.70967742] ; [2.70967742 4.29032258],0
p10,1,0.15789,1.994317,[15  8] ; [2 4],[13.48275862  9.51724138] ; [3.51724138 2.48275862],0
a7,1,0.165623,1.922123,[14 10] ; [2 5],[12.38709677 11.61290323] ; [3.61290323 3.38709677],0
v1,1,0.17346,1.852787,[ 7 17] ; [4 3],[ 8.51612903 15.48387097] ; [2.48387097 4.51612903],0
n5,1,0.182791,1.774784,[10 14] ; [1 6],[ 8.51612903 15.48387097] ; [2.48387097 4.51612903],0
v2,1,0.199165,1.648489,[ 7 16] ; [4 3],[ 8.43333333 14.56666667] ; [2.56666667 4.43333333],0
b4,1,0.23314,1.421602,[13 11] ; [2 5],[11.61290323 12.38709677] ; [3.38709677 3.61290323],0
n2,1,0.236724,1.4,[6 1] ; [4 3],[5. 2.] ; [5. 2.],0
n1,1,0.280087,1.166667,[2 5] ; [4 3],[3. 4.] ; [3. 4.],0
s7,1,0.329929,0.949175,[13 10] ; [4 1],[13.96428571  9.03571429] ; [3.03571429 1.96428571],0
r3,1,0.334428,0.931677,[20  3] ; [5 2],[19.16666667  3.83333333] ; [5.83333333 1.16666667],0
s5,1,0.392742,0.730435,[ 9 14] ; [3 2],[ 9.85714286 13.14285714] ; [2.14285714 2.85714286],0
s3,1,0.428539,0.626779,[17  7] ; [6 1],[17.80645161  6.19354839] ; [5.19354839 1.80645161],0
p7,1,0.451917,0.56584,[13  9] ; [3 4],[12.13793103  9.86206897] ; [3.86206897 3.13793103],0
r1,1,0.469094,0.52411,[14 10] ; [3 4],[13.16129032 10.83870968] ; [3.83870968 3.16129032],0
n4,1,0.469094,0.52411,[10 14] ; [4 3],[10.83870968 13.16129032] ; [3.16129032 3.83870968],0
p6,1,0.525741,0.402618,[13 10] ; [3 4],[12.26666667 10.73333333] ; [3.73333333 3.26666667],0
n3,1,0.576999,0.311111,[4 3] ; [5 2],[4.5 2.5] ; [4.5 2.5],0
p3,1,0.598309,0.277555,[11 13] ; [4 3],[11.61290323 12.38709677] ; [3.38709677 3.61290323],0
b5,1,0.598309,0.277555,[13 11] ; [3 4],[12.38709677 11.61290323] ; [3.61290323 3.38709677],0
r4,1,0.643094,0.214719,[16  8] ; [4 3],[15.48387097  8.51612903] ; [4.51612903 2.48387097],0
s2,1,0.663986,0.188718,[15  9] ; [5 2],[15.48387097  8.51612903] ; [4.51612903 2.48387097],0
p9,1,0.794381,0.067926,[14  9] ; [4 2],[14.27586207  8.72413793] ; [3.72413793 2.27586207],0
d3,1,0.812547,0.056236,[16  8] ; [5 2],[16.25806452  7.74193548] ; [4.74193548 2.25806452],0
v3,1,0.819477,0.052083,[ 5 19] ; [1 5],[ 4.8 19.2] ; [1.2 4.8],0
s8,1,0.955212,0.003154,[10 14] ; [3 4],[10.06451613 13.93548387] ; [2.93548387 4.06451613],0
s6,1,1.0,0.0,[16  8] ; [4 2],[16.  8.] ; [4. 2.],0
