Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,7.9e-05,15.579334,[34 59] ; [14 95],[22.0990099 70.9009901] ; [25.9009901 83.0990099],1
s2,1,0.001392,10.215884,[23 70] ; [  9 100],[14.73267327 78.26732673] ; [17.26732673 91.73267327],0
r4,1,0.00831,6.965513,[88  5] ; [90 19],[81.95049505 11.04950495] ; [96.04950495 12.95049505],0
p4,1,0.01295,6.175861,[72 21] ; [66 42],[63.85074627 29.14925373] ; [74.14925373 33.85074627],0
p6,1,0.015079,5.907258,[48 45] ; [37 70],[39.525 53.475] ; [45.475 61.525],0
p10,1,0.017409,5.654662,[85  7] ; [88 21],[79.1840796 12.8159204] ; [93.8159204 15.1840796],0
s8,1,0.019973,5.414219,[33 59] ; [23 86],[25.6318408 66.3681592] ; [30.3681592 78.6318408],0
s7,1,0.023444,5.135275,[33 54] ; [23 78],[25.91489362 61.08510638] ; [30.08510638 70.91489362],0
u2,1,0.026625,4.914962,[24 10] ; [19 23],[19.23684211 14.76315789] ; [23.76315789 18.23684211],0
s4,1,0.039499,4.239292,[14 77] ; [  7 102],[ 9.555 81.445] ; [11.445 97.555],0
p12,1,0.03954,4.23753,[ 9 84] ; [  3 105],[ 5.55223881 87.44776119] ; [  6.44776119 101.55223881],0
p9,1,0.062364,3.473376,[85  8] ; [89 19],[80.50746269 12.49253731] ; [93.49253731 14.50746269],0
a1,1,0.062799,3.461876,[ 5 88] ; [  1 108],[ 2.76237624 90.23762376] ; [  3.23762376 105.76237624],0
p7,1,0.063869,3.43396,[78 14] ; [80 28],[72.68 19.32] ; [85.32 22.68],0
a5,1,0.06712,3.352077,[76 17] ; [77 32],[70.44059406 22.55940594] ; [82.55940594 26.44059406],0
p5,1,0.089386,2.885391,[16 77] ; [10 99],[11.97029703 81.02970297] ; [14.02970297 94.97029703],0
b1,1,0.097259,2.749926,[24 69] ; [40 69],[29.46534653 63.53465347] ; [34.53465347 74.46534653],0
r3,1,0.117686,2.447853,[89  4] ; [98 11],[86.09405941  6.90594059] ; [100.90594059   8.09405941],0
p1,1,0.129479,2.298744,[ 6 87] ; [14 95],[ 9.20792079 83.79207921] ; [10.79207921 98.20792079],0
v1,1,0.140213,2.175619,[57 36] ; [55 53],[51.82089552 41.17910448] ; [60.17910448 47.82089552],0
u1,1,0.201562,1.631018,[15 78] ; [11 98],[11.97029703 81.02970297] ; [14.02970297 94.97029703],0
