Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,48.956283,[ 1 18] ; [94 19],[13.67424242  5.32575758] ; [81.32575758 31.67424242],1
v4,1,1e-06,23.530197,[ 8 11] ; [100  13],[15.54545455  3.45454545] ; [92.45454545 20.54545455],1
p2,1,5e-06,21.024945,[ 1 18] ; [70 43],[10.21969697  8.78030303] ; [60.78030303 52.21969697],1
r2,1,0.000228,13.585381,[10  7] ; [103  10],[14.77692308  2.22307692] ; [98.22307692 14.77692308],1
r1,1,0.000536,11.986903,[ 8 11] ; [90 23],[14.10606061  4.89393939] ; [83.89393939 29.10606061],1
p11,1,0.002056,9.499062,[ 3 16] ; [61 52],[9.21212121 9.78787879] ; [54.78787879 58.21212121],0
a7,1,0.004677,8.0003,[ 8 11] ; [84 29],[13.24242424  5.75757576] ; [78.75757576 34.24242424],0
s6,1,0.007843,7.069055,[ 4 15] ; [60 51],[9.35384615 9.64615385] ; [54.64615385 56.35384615],0
s7,1,0.011797,6.341128,[ 1 17] ; [37 68],[ 5.56097561 12.43902439] ; [32.43902439 72.56097561],0
s2,1,0.014192,6.014041,[ 2 17] ; [44 67],[ 6.72307692 12.27692308] ; [39.27692308 71.72307692],0
p7,1,0.017679,5.627706,[ 3 15] ; [52 60],[ 7.61538462 10.38461538] ; [47.38461538 64.61538462],0
p4,1,0.040589,4.19308,[ 3 15] ; [47 65],[ 6.92307692 11.07692308] ; [43.07692308 68.92307692],0
n6,1,0.041376,4.160537,[ 8 10] ; [78 35],[11.81679389  6.18320611] ; [74.18320611 38.81679389],0
v2,1,0.05143,3.794228,[ 5 14] ; [56 55],[ 8.91538462 10.08461538] ; [52.08461538 58.91538462],0
s1,1,0.056624,3.633613,[ 3 16] ; [  5 107],[ 1.16030534 17.83969466] ; [  6.83969466 105.16030534],0
s3,1,0.067372,3.345923,[ 4 14] ; [51 62],[ 7.55725191 10.44274809] ; [47.44274809 65.55725191],0
p8,1,0.068921,3.308533,[ 3 16] ; [42 71],[ 6.47727273 12.52272727] ; [38.52272727 74.47727273],0
a1,1,0.093583,2.811637,[ 3 16] ; [  6 107],[ 1.29545455 17.70454545] ; [  7.70454545 105.29545455],0
a6,1,0.130417,2.287531,[ 9 10] ; [74 39],[11.9469697  7.0530303] ; [71.0530303 41.9469697],0
v1,1,0.152179,2.050269,[ 4 15] ; [43 70],[ 6.76515152 12.23484848] ; [40.23484848 72.76515152],0
d3,1,0.160724,1.967396,[10  9] ; [78 35],[12.66666667  6.33333333] ; [75.33333333 37.66666667],0
u1,1,0.170303,1.880278,[ 1 18] ; [20 93],[ 3.02272727 15.97727273] ; [17.97727273 95.02272727],0
n2,1,0.197428,1.6613,[4 5] ; [25 12],[5.67391304 3.32608696] ; [23.32608696 13.67391304],0
p3,1,0.21087,1.565442,[ 4 15] ; [40 72],[ 6.38167939 12.61832061] ; [37.61832061 74.38167939],0
a5,1,0.247162,1.339273,[10  9] ; [75 38],[12.23484848  6.76515152] ; [72.76515152 40.23484848],0
s5,1,0.250572,1.32011,[ 2 17] ; [24 85],[ 3.859375 15.140625] ; [22.140625 86.859375],0
n4,1,0.281143,1.161554,[10  9] ; [74 39],[12.09090909  6.90909091] ; [71.90909091 41.09090909],0
s4,1,0.333492,0.93529,[ 4 15] ; [14 96],[ 2.65116279 16.34883721] ; [15.34883721 94.65116279],0
b1,1,0.33506,0.929243,[13  6] ; [64 49],[11.08333333  7.91666667] ; [65.91666667 47.08333333],0
a4,1,0.374492,0.788706,[9 9] ; [44 69],[ 7.28244275 10.71755725] ; [45.71755725 67.28244275],0
p1,1,0.384272,0.75699,[ 2 17] ; [  6 106],[ 1.16030534 17.83969466] ; [  6.83969466 105.16030534],0
b5,1,0.409325,0.680762,[ 9 10] ; [65 48],[10.65151515  8.34848485] ; [63.34848485 49.65151515],0
u2,1,0.498238,0.458687,[3 4] ; [21 16],[3.81818182 3.18181818] ; [20.18181818 16.81818182],0
u3,1,0.507422,0.439379,[3 4] ; [22 17],[3.80434783 3.19565217] ; [21.19565217 17.80434783],0
a2,1,0.532033,0.390507,[ 3 16] ; [25 88],[ 4.03030303 14.96969697] ; [23.96969697 89.03030303],0
p5,1,0.539444,0.376572,[ 1 18] ; [  3 110],[ 0.57575758 18.42424242] ; [  3.42424242 109.57575758],0
p10,1,0.546156,0.364249,[ 4 15] ; [31 81],[ 5.07633588 13.92366412] ; [29.92366412 82.07633588],0
v3,1,0.579419,0.307175,[ 5 14] ; [36 74],[ 6.03875969 12.96124031] ; [34.96124031 75.03875969],0
n3,1,0.604741,0.267904,[4 5] ; [20 17],[4.69565217 4.30434783] ; [19.30434783 17.69565217],0
b2,1,0.616041,0.251471,[5 8] ; [21 46],[4.225 8.775] ; [21.775 45.225],0
b3,1,0.616041,0.251471,[5 8] ; [21 46],[4.225 8.775] ; [21.775 45.225],0
d5,1,0.652245,0.203081,[15  4] ; [94 19],[15.68939394  3.31060606] ; [93.31060606 19.68939394],0
d1,1,0.793771,0.068339,[11  8] ; [69 44],[11.51515152  7.48484848] ; [68.48484848 44.51515152],0
a3,1,0.84374,0.038853,[12  7] ; [74 39],[12.37878788  6.62121212] ; [73.62121212 39.37878788],0
b4,1,0.962626,0.002196,[12  7] ; [72 41],[12.09090909  6.90909091] ; [71.90909091 41.09090909],0
n5,1,0.972999,0.001146,[10  9] ; [59 54],[9.93181818 9.06818182] ; [59.06818182 53.93181818],0
d2,1,0.987553,0.000243,[10  8] ; [63 50],[10.03053435  7.96946565] ; [62.96946565 50.03053435],0
n1,1,1.0,0.0,[3 6] ; [12 24],[3. 6.] ; [12. 24.],0
