Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p11,1,0.014218,6.010929,[7 9] ; [54 18],[11.09090909  4.90909091] ; [49.90909091 22.09090909],0
a5,1,0.457234,0.552657,[13  3] ; [52 20],[11.81818182  4.18181818] ; [53.18181818 18.81818182],0
b5,1,0.476092,0.507802,[8 8] ; [43 29],[9.27272727 6.72727273] ; [41.72727273 30.27272727],0
v3,1,0.476867,0.50602,[7 9] ; [24 46],[ 5.76744186 10.23255814] ; [25.23255814 44.76744186],0
u4,1,0.488738,0.479303,[ 1 15] ; [ 2 70],[ 0.54545455 15.45454545] ; [ 2.45454545 69.54545455],0
u1,1,0.50993,0.434211,[ 3 13] ; [ 9 63],[ 2.18181818 13.81818182] ; [ 9.81818182 62.18181818],0
v1,1,0.510866,0.432294,[7 9] ; [37 33],[8.18604651 7.81395349] ; [35.81395349 34.18604651],0
a3,1,0.549331,0.358516,[10  5] ; [42 30],[8.96551724 6.03448276] ; [43.03448276 28.96551724],0
s4,1,0.551606,0.354449,[ 1 15] ; [ 8 63],[ 1.65517241 14.34482759] ; [ 7.34482759 63.65517241],0
s5,1,0.582573,0.302094,[ 2 13] ; [13 54],[ 2.74390244 12.25609756] ; [12.25609756 54.74390244],0
a7,1,0.606785,0.264883,[11  5] ; [54 18],[11.81818182  4.18181818] ; [53.18181818 18.81818182],0
s2,1,0.614396,0.253822,[6 9] ; [33 37],[6.88235294 8.11764706] ; [32.11764706 37.88235294],0
p1,1,0.620121,0.245698,[ 3 13] ; [10 62],[ 2.36363636 13.63636364] ; [10.63636364 61.36363636],0
a6,1,0.638293,0.220982,[11  5] ; [45 27],[10.18181818  5.81818182] ; [45.81818182 26.18181818],0
u2,1,0.650147,0.205714,[3 3] ; [18 12],[3.5 2.5] ; [17.5 12.5],0
d2,1,0.724743,0.123994,[7 9] ; [35 37],[7.63636364 8.36363636] ; [34.36363636 37.63636364],0
p3,1,0.750594,0.101033,[7 9] ; [28 43],[6.43678161 9.56321839] ; [28.56321839 42.43678161],0
p12,1,0.770012,0.085474,[ 1 15] ; [ 6 65],[ 1.28735632 14.71264368] ; [ 5.71264368 65.28735632],0
r2,1,0.780575,0.077601,[15  1] ; [66  6],[14.72727273  1.27272727] ; [66.27272727  5.72727273],0
v2,1,0.836448,0.042617,[8 8] ; [37 33],[8.37209302 7.62790698] ; [36.62790698 33.37209302],0
u3,1,0.881316,0.022291,[3 3] ; [16 14],[3.16666667 2.83333333] ; [15.83333333 14.16666667],0
b1,1,0.956979,0.00291,[ 5 11] ; [23 49],[ 5.09090909 10.90909091] ; [22.90909091 49.09090909],0
p5,1,1.0,0.0,[ 2 14] ; [ 9 63],[ 2. 14.] ; [ 9. 63.],0
