Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,108.928546,[157 224] ; [226  50],[222.10502283 158.89497717] ; [160.89497717 115.10502283],1
v1,1,0.0,34.747008,[181 205] ; [193  83],[218.07250755 167.92749245] ; [155.92749245 120.07250755],1
p12,1,6.1e-05,16.0765,[ 21 373] ; [ 40 239],[ 35.71173848 358.28826152] ; [ 25.28826152 253.71173848],1
p3,1,6.5e-05,15.937657,[187 209] ; [174 103],[212.41604755 183.58395245] ; [148.58395245 128.41604755],1
s7,1,0.000283,13.178953,[179 203] ; [162 102],[201.64396285 180.35603715] ; [139.35603715 124.64396285],1
p5,1,0.00029,13.136642,[ 34 361] ; [ 50 228],[ 49.30163447 345.69836553] ; [ 34.69836553 243.30163447],1
a1,1,0.000315,12.978728,[  9 388] ; [ 23 256],[ 18.79289941 378.20710059] ; [ 13.20710059 265.79289941],1
s8,1,0.000363,12.714722,[164 233] ; [152 123],[186.68452381 210.31547619] ; [129.31547619 145.68452381],1
n5,1,0.000392,12.567851,[291 103] ; [237  41],[309.57142857  84.42857143] ; [218.42857143  59.57142857],1
n4,1,0.002971,8.824912,[300  97] ; [237  42],[315.3683432  81.6316568] ; [221.6316568  57.3683432],0
u4,1,0.003488,8.532585,[  1 396] ; [  8 271],[  5.28550296 391.71449704] ; [  3.71449704 275.28550296],0
p7,1,0.006876,7.305062,[243 142] ; [199  73],[259.01065449 125.98934551] ; [182.98934551  89.01065449],0
d1,1,0.007274,7.203973,[224 173] ; [186  93],[240.78402367 156.21597633] ; [169.21597633 109.78402367],0
a3,1,0.009825,6.666363,[277 120] ; [218  59],[291.5652819 105.4347181] ; [203.4347181  73.5652819],0
r4,1,0.013242,6.136481,[362  35] ; [268  11],[369.9852071  27.0147929] ; [260.0147929  18.9852071],0
s4,1,0.013605,6.088749,[ 83 309] ; [ 38 239],[ 70.89985052 321.10014948] ; [ 50.10014948 226.89985052],0
n6,1,0.013846,6.057687,[339  58] ; [253  23],[349.21842496  47.78157504] ; [242.78157504  33.21842496],0
p1,1,0.015385,5.871833,[ 28 368] ; [ 35 243],[ 37.0148368 358.9851632] ; [ 25.9851632 252.0148368],0
r1,1,0.017973,5.598808,[313  82] ; [240  38],[324.56909361  70.43090639] ; [228.43090639  49.56909361],0
p8,1,0.028452,4.800463,[208 184] ; [170 106],[221.82035928 170.17964072] ; [156.17964072 119.82035928],0
r3,1,0.029564,4.734483,[374  22] ; [272   6],[379.54896142  16.45103858] ; [266.45103858  11.54896142],0
s2,1,0.033076,4.541824,[201 194] ; [164 113],[214.54613095 180.45386905] ; [150.45386905 126.54613095],0
a5,1,0.033185,4.536202,[289 108] ; [223  56],[300.68639053  96.31360947] ; [211.31360947  67.68639053],0
u1,1,0.038215,4.295447,[ 62 335] ; [ 61 218],[ 72.2352071 324.7647929] ; [ 50.7647929 228.2352071],0
b2,1,0.050247,3.833184,[ 81 149] ; [78 96],[ 90.51980198 139.48019802] ; [ 68.48019802 105.51980198],0
b3,1,0.050247,3.833184,[ 81 149] ; [78 96],[ 90.51980198 139.48019802] ; [ 68.48019802 105.51980198],0
d2,1,0.078272,3.100424,[180 216] ; [145 132],[191.2332838 204.7667162] ; [133.7667162 143.2332838],0
v4,1,0.097957,2.738502,[382  14] ; [273   4],[385.40861813  10.59138187] ; [269.59138187   7.40861813],0
p4,1,0.101588,2.680433,[234 161] ; [182  96],[244.16047548 150.83952452] ; [171.83952452 106.16047548],0
s5,1,0.160783,1.966846,[135 247] ; [110 160],[143.54294479 238.45705521] ; [101.45705521 168.54294479],0
d4,1,0.208514,1.581715,[322  75] ; [235  42],[328.08456973  68.91543027] ; [228.91543027  48.08456973],0
a4,1,0.220354,1.502062,[171 226] ; [133 145],[178.79703704 218.20296296] ; [125.20296296 152.79703704],0
p6,1,0.223255,1.483326,[147 245] ; [116 159],[154.56671664 237.43328336] ; [108.43328336 166.56671664],0
d3,1,0.229284,1.445298,[270 125] ; [202  76],[277.0282318 117.9717682] ; [194.9717682  83.0282318],0
a2,1,0.249876,1.323997,[ 90 307] ; [ 74 205],[ 96.31360947 300.68639053] ; [ 67.68639053 211.31360947],0
p11,1,0.272264,1.205303,[326  71] ; [238  41],[331.22485207  65.77514793] ; [232.77514793  46.22485207],0
n1,1,0.327188,0.959996,[35 53] ; [14 31],[32.42105263 55.57894737] ; [16.57894737 28.42105263],0
s3,1,0.3685,0.808717,[227 169] ; [166 107],[232.62780269 163.37219731] ; [160.37219731 112.62780269],0
s6,1,0.399473,0.709912,[269 122] ; [194  76],[273.8774584 117.1225416] ; [189.1225416  80.8774584],0
p9,1,0.407998,0.684628,[370  26] ; [264  14],[372.49851632  23.50148368] ; [261.50148368  16.49851632],0
b4,1,0.452035,0.565544,[229 168] ; [169 110],[233.73668639 163.26331361] ; [164.26331361 114.73668639],0
u3,1,0.476208,0.507534,[74 45] ; [34 26],[71.79888268 47.20111732] ; [36.20111732 23.79888268],0
b1,1,0.484754,0.48815,[147 250] ; [ 96 183],[142.70857988 254.29142012] ; [100.29142012 178.70857988],0
d5,1,0.487959,0.481024,[325  71] ; [233  44],[328.33283804  67.66716196] ; [229.66716196  47.33283804],0
p2,1,0.523017,0.40794,[340  55] ; [244  34],[342.76374443  52.23625557] ; [241.23625557  36.76374443],0
b5,1,0.604385,0.268433,[237 160] ; [161 118],[233.73668639 163.26331361] ; [164.26331361 114.73668639],0
s1,1,0.60963,0.260714,[  9 386] ; [  8 267],[ 10.02238806 384.97761194] ; [  6.97761194 268.02238806],0
u2,1,0.648763,0.207463,[66 53] ; [36 25],[67.43333333 51.56666667] ; [34.56666667 26.43333333],0
a7,1,0.697105,0.151501,[291 105] ; [208  70],[293.1810089 102.8189911] ; [205.8189911  72.1810089],0
a8,1,0.70661,0.141687,[ 47 324] ; [ 34 214],[ 48.54765751 322.45234249] ; [ 32.45234249 215.54765751],0
n3,1,0.804499,0.06127,[66 21] ; [34 12],[65.41353383 21.58646617] ; [34.58646617 11.41353383],0
a6,1,0.898542,0.016257,[277 120] ; [192  85],[276.25074184 120.74925816] ; [192.74925816  84.25074184],0
n2,1,0.973876,0.001072,[69 20] ; [35 10],[69.07462687 19.92537313] ; [34.92537313 10.07462687],0
