Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p12,1,2.1e-05,18.100892,[5 6] ; [ 3 67],[1.08641975 9.91358025] ; [ 6.91358025 63.08641975],1
p1,1,0.001538,10.032414,[4 7] ; [ 4 66],[1.08641975 9.91358025] ; [ 6.91358025 63.08641975],0
d2,1,0.01621,5.779934,[9 2] ; [30 40],[5.2962963 5.7037037] ; [33.7037037 36.2962963],0
s8,1,0.071458,3.249213,[9 2] ; [37 33],[6.24691358 4.75308642] ; [39.75308642 30.24691358],0
v3,1,0.072679,3.221464,[6 5] ; [19 50],[3.4375 7.5625] ; [21.5625 47.4375],0
s1,1,0.07503,3.169409,[2 9] ; [ 3 67],[ 0.67901235 10.32098765] ; [ 4.32098765 65.67901235],0
s5,1,0.083869,2.988279,[6 1] ; [34 32],[3.83561644 3.16438356] ; [36.16438356 29.83561644],0
a3,1,0.085421,2.95862,[9 2] ; [38 32],[6.38271605 4.61728395] ; [40.61728395 29.38271605],0
p3,1,0.092637,2.827937,[10  1] ; [46 24],[7.60493827 3.39506173] ; [48.39506173 21.60493827],0
a6,1,0.11965,2.421896,[9 2] ; [40 30],[6.65432099 4.34567901] ; [42.34567901 27.65432099],0
n4,1,0.126666,2.332896,[10  1] ; [48 22],[7.87654321 3.12345679] ; [50.12345679 19.87654321],0
d1,1,0.140311,2.174546,[9 2] ; [41 29],[6.79012346 4.20987654] ; [43.20987654 26.79012346],0
b2,1,0.141252,2.164265,[3 4] ; [ 7 32],[1.52173913 5.47826087] ; [ 8.47826087 30.52173913],0
b3,1,0.141252,2.164265,[3 4] ; [ 7 32],[1.52173913 5.47826087] ; [ 8.47826087 30.52173913],0
v1,1,0.148028,2.092451,[8 3] ; [34 35],[5.775 5.225] ; [36.225 32.775],0
p6,1,0.189762,1.719461,[9 2] ; [43 27],[7.0617284 3.9382716] ; [44.9382716 25.0617284],0
r1,1,0.22644,1.463083,[10  1] ; [52 18],[8.41975309 2.58024691] ; [53.58024691 16.41975309],0
d3,1,0.334185,0.932612,[7 4] ; [54 16],[8.28395062 2.71604938] ; [52.71604938 17.28395062],0
u1,1,0.345932,0.888324,[3 8] ; [11 59],[1.90123457 9.09876543] ; [12.09876543 57.90123457],0
p11,1,0.345932,0.888324,[8 3] ; [59 11],[9.09876543 1.90123457] ; [57.90123457 12.09876543],0
n5,1,0.386555,0.749752,[10  1] ; [56 14],[8.96296296 2.03703704] ; [57.03703704 12.96296296],0
d5,1,0.421378,0.64647,[8 3] ; [58 12],[8.96296296 2.03703704] ; [57.03703704 12.96296296],0
b5,1,0.525406,0.403268,[5 6] ; [39 31],[5.97530864 5.02469136] ; [38.02469136 31.97530864],0
s7,1,0.641835,0.216351,[7 4] ; [48 20],[7.65822785 3.34177215] ; [47.34177215 20.65822785],0
a8,1,0.649886,0.206044,[1 9] ; [ 4 61],[0.66666667 9.33333333] ; [ 4.33333333 60.66666667],0
b1,1,0.684981,0.164573,[4 7] ; [30 40],[4.61728395 6.38271605] ; [29.38271605 40.61728395],0
n6,1,0.712779,0.135517,[10  1] ; [60  9],[9.625 1.375] ; [60.375  8.625],0
u3,1,0.724159,0.124542,[1 1] ; [20 12],[1.23529412 0.76470588] ; [19.76470588 12.23529412],0
a4,1,0.75062,0.101011,[4 7] ; [29 41],[4.48148148 6.51851852] ; [28.51851852 41.48148148],0
v2,1,0.789533,0.071245,[5 6] ; [28 40],[4.59493671 6.40506329] ; [28.40506329 39.59493671],0
p7,1,0.795671,0.067057,[10  1] ; [60  8],[9.74683544 1.25316456] ; [60.25316456  7.74683544],0
p2,1,0.818604,0.052597,[10  1] ; [65  5],[10.18518519  0.81481481] ; [64.81481481  5.18518519],0
a5,1,0.818604,0.052597,[7 4] ; [47 23],[7.33333333 3.66666667] ; [46.66666667 23.33333333],0
d4,1,0.888026,0.019825,[9 2] ; [56 14],[8.82716049 2.17283951] ; [56.17283951 13.82716049],0
s2,1,0.907205,0.013587,[8 3] ; [49 20],[7.8375 3.1625] ; [49.1625 19.8375],0
a2,1,0.932484,0.007177,[2 9] ; [12 58],[1.90123457 9.09876543] ; [12.09876543 57.90123457],0
b4,1,0.942185,0.00526,[6 5] ; [39 31],[6.11111111 4.88888889] ; [38.88888889 31.11111111],0
a7,1,0.96669,0.001744,[7 4] ; [45 25],[7.0617284 3.9382716] ; [44.9382716 25.0617284],0
s3,1,0.992817,8.1e-05,[8 3] ; [51 19],[8.01234568 2.98765432] ; [50.98765432 19.01234568],0
u2,1,1.0,0.0,[1 1] ; [16 16],[1. 1.] ; [16. 16.],0
