Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,40.189743,[187 118] ; [18 64],[161.56330749 143.43669251] ; [43.43669251 38.56330749],1
d1,1,0.0,29.965542,[244  61] ; [41 41],[224.6124031  80.3875969] ; [60.3875969 21.6124031],1
a4,1,1e-06,24.534089,[164 140] ; [19 63],[144.12435233 159.87564767] ; [38.87564767 43.12435233],1
a3,1,8e-06,20.043834,[240  64] ; [44 37],[224.24935065  79.75064935] ; [59.75064935 21.24935065],1
u1,1,0.000266,13.29595,[ 69 236] ; [ 4 78],[ 57.53229974 247.46770026] ; [15.46770026 66.53229974],1
d4,1,0.003206,8.686311,[287  18] ; [69 13],[280.56847545  24.43152455] ; [75.43152455  6.56847545],0
n6,1,0.005818,7.60592,[270  32] ; [63 18],[262.57441253  39.42558747] ; [70.42558747 10.57441253],0
r1,1,0.008098,7.011639,[264  38] ; [62 20],[256.38541667  45.61458333] ; [69.61458333 12.38541667],0
v1,1,0.010699,6.514642,[191 108] ; [38 41],[181.14021164 117.85978836] ; [47.85978836 31.14021164],0
n5,1,0.021964,5.248597,[246  57] ; [57 25],[238.46493506  64.53506494] ; [64.53506494 17.46493506],0
n4,1,0.030809,4.663591,[252  53] ; [59 23],[245.10335917  59.89664083] ; [65.89664083 16.10335917],0
v2,1,0.034466,4.471437,[185 111] ; [39 40],[176.81066667 119.18933333] ; [47.18933333 31.81066667],0
p3,1,0.037571,4.324318,[201 103] ; [44 38],[192.95336788 111.04663212] ; [52.04663212 29.95336788],0
s8,1,0.049248,3.866875,[158 143] ; [33 49],[150.10704961 150.89295039] ; [40.89295039 41.10704961],0
s4,1,0.049851,3.846464,[ 46 253] ; [20 61],[ 51.93157895 247.06842105] ; [14.06842105 66.93157895],0
b2,1,0.053974,3.713503,[ 73 117] ; [11 36],[ 67.34177215 122.65822785] ; [16.65822785 30.34177215],0
b3,1,0.053974,3.713503,[ 73 117] ; [11 36],[ 67.34177215 122.65822785] ; [16.65822785 30.34177215],0
p10,1,0.072944,3.215506,[269  34] ; [65 15],[264.23498695  38.76501305] ; [69.76501305 10.23498695],0
s5,1,0.088772,2.896497,[119 172] ; [24 55],[112.46756757 178.53243243] ; [30.53243243 48.46756757],0
r4,1,0.109348,2.563624,[287  18] ; [73  9],[283.72093023  21.27906977] ; [76.27906977  5.72093023],0
a6,1,0.12473,2.356901,[209  95] ; [49 33],[203.19170984 100.80829016] ; [54.80829016 27.19170984],0
d3,1,0.133814,2.247688,[243  62] ; [59 23],[238.01033592  66.98966408] ; [63.98966408 18.01033592],0
a1,1,0.152772,2.044354,[ 20 285] ; [ 2 80],[ 17.33850129 287.66149871] ; [ 4.66149871 77.33850129],0
p4,1,0.160349,1.970935,[234  71] ; [56 25],[229.14507772  75.85492228] ; [60.85492228 20.14507772],0
n1,1,0.176269,1.828803,[19 32] ; [10  8],[21.43478261 29.56521739] ; [ 7.56521739 10.43478261],0
p9,1,0.20815,1.584247,[273  30] ; [69 12],[269.859375  33.140625] ; [72.140625  8.859375],0
b1,1,0.267808,1.227943,[117 188] ; [26 56],[112.7002584 192.2997416] ; [30.2997416 51.7002584],0
s6,1,0.273554,1.198838,[209  84] ; [52 28],[205.02144772  87.97855228] ; [55.97855228 24.02144772],0
n3,1,0.306254,1.046763,[33 18] ; [14  4],[34.73913043 16.26086957] ; [12.26086957  5.73913043],0
r2,1,0.306651,1.045043,[289  11] ; [75  5],[287.36842105  12.63157895] ; [76.63157895  3.36842105],0
u4,1,0.378461,0.775696,[  9 295] ; [ 1 81],[  7.87564767 296.12435233] ; [ 2.12435233 79.87564767],0
p11,1,0.403233,0.698664,[264  41] ; [68 14],[261.65374677  43.34625323] ; [70.34625323 11.65374677],0
r3,1,0.484767,0.488119,[293  10] ; [77  4],[291.953125  11.046875] ; [78.046875  2.953125],0
s1,1,0.495887,0.463727,[  7 296] ; [ 3 79],[  7.87012987 295.12987013] ; [ 2.12987013 79.87012987],0
p12,1,0.533959,0.386851,[ 29 275] ; [ 6 76],[ 27.56476684 276.43523316] ; [ 7.43523316 74.56476684],0
n2,1,0.567822,0.32634,[40 12] ; [15  3],[40.85714286 11.14285714] ; [14.14285714  3.85714286],0
s3,1,0.588035,0.293423,[165 134] ; [48 34],[167.15748031 131.84251969] ; [45.84251969 36.15748031],0
s2,1,0.605227,0.267183,[156 144] ; [40 42],[153.92670157 146.07329843] ; [42.07329843 39.92670157],0
s7,1,0.669963,0.181645,[150 138] ; [38 39],[148.33972603 139.66027397] ; [39.66027397 37.33972603],0
u2,1,0.672495,0.178698,[37 28] ; [20 18],[35.97087379 29.02912621] ; [21.02912621 16.97087379],0
p5,1,0.677034,0.173484,[ 55 250] ; [13 68],[ 53.73056995 251.26943005] ; [14.26943005 66.73056995],0
v3,1,0.685109,0.164431,[129 167] ; [32 46],[127.42245989 168.57754011] ; [33.57754011 44.42245989],0
p6,1,0.698229,0.150321,[146 157] ; [40 39],[147.53403141 155.46596859] ; [38.46596859 40.53403141],0
b4,1,0.724729,0.124006,[174 131] ; [45 37],[172.59689922 132.40310078] ; [46.40310078 35.59689922],0
p7,1,0.752223,0.099673,[250  50] ; [67 12],[250.92348285  49.07651715] ; [66.07651715 12.92348285],0
u3,1,0.810181,0.057692,[38 25] ; [22 16],[37.42574257 25.57425743] ; [22.57425743 15.42574257],0
a7,1,0.838596,0.041489,[233  72] ; [61 20],[232.30569948  72.69430052] ; [61.69430052 19.30569948],0
b5,1,0.869565,0.026965,[168 137] ; [46 36],[168.65633075 136.34366925] ; [45.34366925 36.65633075],0
p2,1,0.87569,0.024472,[283  21] ; [75  6],[282.68051948  21.31948052] ; [75.31948052  5.68051948],0
a8,1,0.895862,0.017132,[ 43 231] ; [11 62],[ 42.63976945 231.36023055] ; [11.36023055 61.63976945],0
v4,1,0.92817,0.008126,[294   8] ; [79  2],[294.11488251   7.88511749] ; [78.88511749  2.11488251],0
p1,1,0.97898,0.000694,[ 30 273] ; [ 8 72],[ 30.06266319 272.93733681] ; [ 7.93733681 72.06266319],0
