Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,43.177347,[130   7] ; [46 32],[112.14883721  24.85116279] ; [63.85116279 14.14883721],1
p9,1,0.0,39.364785,[110  28] ; [27 47],[89.17924528 48.82075472] ; [47.82075472 26.17924528],1
p10,1,0.0,35.25535,[101  38] ; [23 52],[80.54205607 58.45794393] ; [43.45794393 31.54205607],1
n6,1,0.0,32.352741,[118  21] ; [38 40],[99.92626728 39.07373272] ; [56.07373272 21.92626728],1
p2,1,0.0,31.837466,[101  38] ; [26 52],[81.35023041 57.64976959] ; [45.64976959 32.35023041],1
r4,1,0.0,31.588927,[115  24] ; [36 42],[96.7235023 42.2764977] ; [54.2764977 23.7235023],1
n3,1,0.000518,12.05074,[29  9] ; [14 24],[21.5 16.5] ; [21.5 16.5],1
v4,1,0.000557,11.914392,[123  15] ; [55 23],[113.72222222  24.27777778] ; [64.27777778 13.72222222],1
b1,1,0.002133,9.431807,[42 97] ; [40 38],[52.52534562 86.47465438] ; [29.47465438 48.52534562],0
u3,1,0.005806,7.609678,[29 23] ; [ 8 24],[22.9047619 29.0952381] ; [14.0952381 17.9047619],0
u2,1,0.008323,6.962722,[30 22] ; [ 9 23],[24.14285714 27.85714286] ; [14.85714286 17.14285714],0
r2,1,0.008963,6.830276,[124  14] ; [59 18],[117.46046512  20.53953488] ; [65.53953488 11.46046512],0
a1,1,0.009891,6.654386,[  4 135] ; [ 9 69],[  8.32718894 130.67281106] ; [ 4.67281106 73.32718894],0
s6,1,0.01028,6.585759,[56 83] ; [18 60],[47.40092166 91.59907834] ; [26.59907834 51.40092166],0
a6,1,0.012754,6.202852,[103  36] ; [45 33],[94.80184332 44.19815668] ; [53.19815668 24.80184332],0
n4,1,0.014701,5.951982,[101  38] ; [44 34],[92.88018433 46.11981567] ; [52.11981567 25.88018433],0
s1,1,0.019615,5.445845,[  2 136] ; [ 6 72],[  5.11111111 132.88888889] ; [ 2.88888889 75.11111111],0
n2,1,0.023515,5.130033,[28 10] ; [20 21],[23.08860759 14.91139241] ; [24.91139241 16.08860759],0
v2,1,0.029182,4.756858,[61 70] ; [24 53],[53.53365385 77.46634615] ; [31.46634615 45.53365385],0
v1,1,0.029461,4.740485,[53 83] ; [19 59],[45.75700935 90.24299065] ; [26.24299065 51.75700935],0
r1,1,0.036197,4.387806,[98 41] ; [44 34],[90.95852535 48.04147465] ; [51.04147465 26.95852535],0
b4,1,0.036979,4.351392,[93 46] ; [41 37],[85.83410138 53.16589862] ; [48.16589862 29.83410138],0
n5,1,0.043873,4.061431,[95 43] ; [43 35],[88.16666667 49.83333333] ; [49.83333333 28.16666667],0
p4,1,0.055949,3.653577,[48 91] ; [17 60],[41.8287037 97.1712963] ; [23.1712963 53.8287037],0
p3,1,0.101628,2.679813,[ 35 104] ; [12 65],[ 30.24537037 108.75462963] ; [16.75462963 60.24537037],0
a5,1,0.114408,2.492255,[90 49] ; [42 36],[84.55299539 54.44700461] ; [47.44700461 30.55299539],0
a2,1,0.163908,1.937792,[ 20 119] ; [17 61],[ 23.70046083 115.29953917] ; [13.29953917 64.70046083],0
p12,1,0.218534,1.513972,[  6 131] ; [ 1 77],[  4.46046512 132.53953488] ; [ 2.53953488 75.46046512],0
d4,1,0.24018,1.37954,[104  34] ; [53 25],[100.30555556  37.69444444] ; [56.69444444 21.30555556],0
p6,1,0.244229,1.356015,[ 16 123] ; [ 5 71],[ 13.57674419 125.42325581] ; [ 7.42325581 68.57674419],0
p8,1,0.366274,0.816266,[ 32 106] ; [14 64],[ 29.38888889 108.61111111] ; [16.61111111 61.38888889],0
s8,1,0.387322,0.747333,[ 24 115] ; [10 68],[ 21.77880184 117.22119816] ; [12.22119816 65.77880184],0
b5,1,0.401446,0.70399,[83 56] ; [42 36],[80.06912442 58.93087558] ; [44.93087558 33.06912442],0
d2,1,0.418164,0.65547,[51 86] ; [33 44],[53.77570093 83.22429907] ; [30.22429907 46.77570093],0
a8,1,0.441599,0.592125,[ 13 118] ; [ 5 69],[ 11.50243902 119.49756098] ; [ 6.49756098 67.50243902],0
p5,1,0.538423,0.37847,[  8 131] ; [ 3 75],[  7.04608295 131.95391705] ; [ 3.95391705 74.04608295],0
d3,1,0.545981,0.364567,[86 53] ; [45 33],[83.9124424 55.0875576] ; [47.0875576 30.9124424],0
s4,1,0.580125,0.306032,[ 11 126] ; [ 8 70],[ 12.10697674 124.89302326] ; [ 6.89302326 71.10697674],0
v3,1,0.65004,0.20585,[37 99] ; [18 56],[ 35.61904762 100.38095238] ; [19.38095238 54.61904762],0
u1,1,0.670463,0.181061,[ 15 124] ; [ 7 71],[ 14.0921659 124.9078341] ; [ 7.9078341 70.0921659],0
a3,1,0.765854,0.088687,[87 52] ; [46 30],[85.98604651 53.01395349] ; [47.01395349 28.98604651],0
p1,1,0.797744,0.065673,[ 11 127] ; [ 7 71],[ 11.5 126.5] ; [ 6.5 71.5],0
d5,1,0.822999,0.050037,[100  39] ; [55 23],[99.28571429 39.71428571] ; [55.71428571 22.28571429],0
n1,1,0.857869,0.032072,[15 23] ; [15 25],[14.61538462 23.38461538] ; [15.38461538 24.61538462],0
s3,1,0.857908,0.032054,[ 27 112] ; [14 62],[ 26.50697674 112.49302326] ; [14.49302326 61.50697674],0
a7,1,0.869103,0.027158,[90 48] ; [50 28],[89.44444444 48.55555556] ; [50.55555556 27.44444444],0
s7,1,0.88035,0.022658,[ 26 108] ; [15 59],[ 26.41346154 107.58653846] ; [14.58653846 59.41346154],0
d1,1,0.888302,0.019727,[61 78] ; [35 43],[61.49308756 77.50691244] ; [34.50691244 43.49308756],0
a4,1,0.8939,0.017788,[58 81] ; [31 45],[57.53953488 81.46046512] ; [31.46046512 44.53953488],0
b2,1,0.930241,0.007664,[32 43] ; [20 26],[32.23140496 42.76859504] ; [19.76859504 26.23140496],0
b3,1,0.930241,0.007664,[32 43] ; [20 26],[32.23140496 42.76859504] ; [19.76859504 26.23140496],0
s5,1,0.965876,0.00183,[ 17 116] ; [10 67],[ 17.1 115.9] ; [ 9.9 67.1],0
