Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.026433,4.927493,[1 3] ; [36 11],[2.90196078 1.09803922] ; [34.09803922 12.90196078],0
p1,1,0.028081,4.823086,[2 2] ; [ 5 42],[0.54901961 3.45098039] ; [ 6.45098039 40.54901961],0
s5,1,0.046449,3.965248,[2 2] ; [ 5 36],[0.62222222 3.37777778] ; [ 6.37777778 34.62222222],0
u1,1,0.049329,3.864114,[2 2] ; [ 6 41],[0.62745098 3.37254902] ; [ 7.37254902 39.62745098],0
a1,1,0.090506,2.865359,[1 3] ; [ 2 45],[0.23529412 3.76470588] ; [ 2.76470588 44.23529412],0
s1,1,0.100315,2.700523,[1 3] ; [ 2 43],[0.24489796 3.75510204] ; [ 2.75510204 42.24489796],0
p11,1,0.126766,2.331666,[1 3] ; [30 17],[2.43137255 1.56862745] ; [28.56862745 18.43137255],0
s8,1,0.136303,2.219203,[3 1] ; [17 29],[1.6 2.4] ; [18.4 27.6],0
a6,1,0.152199,2.050076,[1 3] ; [29 18],[2.35294118 1.64705882] ; [27.64705882 19.35294118],0
b1,1,0.210582,1.567423,[1 3] ; [27 20],[2.19607843 1.80392157] ; [25.80392157 21.19607843],0
s2,1,0.210582,1.567423,[3 1] ; [20 27],[1.80392157 2.19607843] ; [21.19607843 25.80392157],0
v3,1,0.215695,1.532783,[2 2] ; [10 35],[0.97959184 3.02040816] ; [11.02040816 33.97959184],0
d1,1,0.278923,1.172332,[3 1] ; [22 25],[1.96078431 2.03921569] ; [23.03921569 23.96078431],0
v2,1,0.337088,0.921474,[1 3] ; [23 23],[1.92 2.08] ; [22.08 23.92],0
b4,1,0.357193,0.847739,[3 1] ; [24 23],[2.11764706 1.88235294] ; [24.88235294 22.11764706],0
a7,1,0.52145,0.411025,[2 2] ; [31 16],[2.58823529 1.41176471] ; [30.41176471 16.58823529],0
a8,1,0.537546,0.380108,[1 3] ; [ 6 38],[0.58333333 3.41666667] ; [ 6.41666667 37.58333333],0
v1,1,0.606203,0.265741,[2 2] ; [17 29],[1.52 2.48] ; [17.48 28.52],0
p7,1,0.712656,0.135638,[3 1] ; [31 16],[2.66666667 1.33333333] ; [31.33333333 15.66666667],0
d5,1,0.774783,0.081867,[3 1] ; [32 15],[2.74509804 1.25490196] ; [32.25490196 14.74509804],0
a3,1,0.837384,0.042124,[2 2] ; [26 21],[2.19607843 1.80392157] ; [25.80392157 21.19607843],0
p3,1,0.837384,0.042124,[2 2] ; [21 26],[1.80392157 2.19607843] ; [21.19607843 25.80392157],0
a4,1,0.837384,0.042124,[2 2] ; [21 26],[1.80392157 2.19607843] ; [21.19607843 25.80392157],0
u2,1,0.84562,0.037912,[1 1] ; [12  9],[1.13043478 0.86956522] ; [11.86956522  9.13043478],0
b2,1,0.893488,0.017927,[2 2] ; [15 13],[2.125 1.875] ; [14.875 13.125],0
b3,1,0.893488,0.017927,[2 2] ; [15 13],[2.125 1.875] ; [14.875 13.125],0
p9,1,0.902294,0.015071,[2 2] ; [22 25],[1.88235294 2.11764706] ; [22.11764706 24.88235294],0
u3,1,0.948644,0.004149,[1 1] ; [11 10],[1.04347826 0.95652174] ; [10.95652174 10.04347826],0
a5,1,0.967409,0.001669,[2 2] ; [23 24],[1.96078431 2.03921569] ; [23.03921569 23.96078431],0
d2,1,0.967409,0.001669,[2 2] ; [23 24],[1.96078431 2.03921569] ; [23.03921569 23.96078431],0
d4,1,0.981304,0.000549,[3 1] ; [35 12],[2.98039216 1.01960784] ; [35.01960784 11.98039216],0
p2,1,0.981304,0.000549,[3 1] ; [35 12],[2.98039216 1.01960784] ; [35.01960784 11.98039216],0
