Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,8e-06,19.964526,[68 22] ; [32 45],[53.89221557 36.10778443] ; [46.10778443 30.89221557],1
a3,1,4.7e-05,16.557654,[67 23] ; [33 43],[54.21686747 35.78313253] ; [45.78313253 30.21686747],1
r1,1,0.000101,15.12499,[75 15] ; [43 34],[63.59281437 26.40718563] ; [54.40718563 22.59281437],1
a4,1,0.000221,13.641983,[42 48] ; [15 62],[30.71856287 59.28143713] ; [26.28143713 50.71856287],1
d5,1,0.000245,13.448874,[77 13] ; [46 30],[66.68674699 23.31325301] ; [56.31325301 19.68674699],1
d1,1,0.000382,12.619153,[54 36] ; [25 52],[42.5748503 47.4251497] ; [36.4251497 40.5748503],1
u1,1,0.00077,11.313201,[15 75] ; [ 1 76],[ 8.62275449 81.37724551] ; [ 7.37724551 69.62275449],1
d2,1,0.001291,10.356029,[44 46] ; [19 58],[33.95209581 56.04790419] ; [29.04790419 47.95209581],0
s6,1,0.00472,7.983725,[50 38] ; [26 49],[41.03067485 46.96932515] ; [34.96932515 40.03067485],0
n4,1,0.013142,6.149901,[40 50] ; [20 57],[32.33532934 57.66467066] ; [27.66467066 49.33532934],0
r4,1,0.042485,4.11578,[75 15] ; [54 23],[69.52095808 20.47904192] ; [59.47904192 17.52095808],0
v2,1,0.053966,3.71376,[48 38] ; [30 44],[41.925 44.075] ; [36.075 37.925],0
d4,1,0.063668,3.439167,[76 14] ; [56 21],[71.13772455 18.86227545] ; [60.86227545 16.13772455],0
s7,1,0.071724,3.243124,[30 55] ; [17 59],[24.8136646 60.1863354] ; [22.1863354 53.8136646],0
d3,1,0.079296,3.079275,[66 24] ; [46 30],[60.72289157 29.27710843] ; [51.27710843 24.72289157],0
r3,1,0.081568,3.033378,[86  4] ; [68  9],[82.99401198  7.00598802] ; [71.00598802  5.99401198],0
p4,1,0.087946,2.911565,[29 60] ; [16 61],[24.12650602 64.87349398] ; [20.87349398 56.12650602],0
v3,1,0.090746,2.861091,[26 59] ; [14 60],[21.3836478 63.6163522] ; [18.6163522 55.3836478],0
v1,1,0.095337,2.781865,[36 53] ; [21 54],[30.93292683 58.06707317] ; [26.06707317 48.93292683],0
a7,1,0.123276,2.375198,[70 20] ; [51 25],[65.60240964 24.39759036] ; [55.39759036 20.60240964],0
n1,1,0.1433,2.142156,[ 6 27] ; [10 19],[ 8.51612903 24.48387097] ; [ 7.48387097 21.51612903],0
p6,1,0.208075,1.584768,[11 78] ; [15 62],[13.93975904 75.06024096] ; [12.06024096 64.93975904],0
s2,1,0.28744,1.131574,[36 53] ; [25 52],[32.70481928 56.29518072] ; [28.29518072 48.70481928],0
p10,1,0.302903,1.061372,[57 33] ; [41 33],[53.7804878 36.2195122] ; [44.2195122 29.7804878],0
p9,1,0.31328,1.016795,[62 27] ; [46 28],[58.96932515 30.03067485] ; [49.03067485 24.96932515],0
u2,1,0.324237,0.97178,[11 12] ; [26 17],[12.89393939 10.10606061] ; [24.10606061 18.89393939],0
s1,1,0.34048,0.908624,[ 3 87] ; [ 5 72],[ 4.31137725 85.68862275] ; [ 3.68862275 73.31137725],0
p2,1,0.350767,0.870679,[63 27] ; [48 28],[60.18072289 29.81927711] ; [50.81927711 25.18072289],0
p12,1,0.392283,0.731853,[ 3 86] ; [ 1 75],[ 2.15757576 86.84242424] ; [ 1.84242424 74.15757576],0
b5,1,0.423063,0.641792,[53 37] ; [50 27],[55.50898204 34.49101796] ; [47.49101796 29.50898204],0
n2,1,0.444382,0.584941,[22 11] ; [16 12],[20.55737705 12.44262295] ; [17.44262295 10.55737705],0
s3,1,0.547671,0.361506,[40 48] ; [31 45],[38.09756098 49.90243902] ; [32.90243902 43.09756098],0
v4,1,0.552262,0.35328,[78 10] ; [65 11],[76.73170732 11.26829268] ; [66.26829268  9.73170732],0
r2,1,0.593393,0.285077,[77 10] ; [66 11],[75.8597561 11.1402439] ; [67.1402439  9.8597561],0
b1,1,0.602196,0.271696,[27 63] ; [26 51],[28.56287425 61.43712575] ; [24.43712575 52.56287425],0
p8,1,0.614337,0.253908,[29 60] ; [22 54],[27.50909091 61.49090909] ; [23.49090909 52.50909091],0
n6,1,0.649786,0.20617,[58 32] ; [47 30],[56.58682635 33.41317365] ; [48.41317365 28.58682635],0
b2,1,0.662285,0.19076,[14 31] ; [11 30],[13.08139535 31.91860465] ; [11.91860465 29.08139535],0
b3,1,0.662285,0.19076,[14 31] ; [11 30],[13.08139535 31.91860465] ; [11.91860465 29.08139535],0
a8,1,0.683253,0.166486,[ 8 72] ; [ 6 68],[ 7.27272727 72.72727273] ; [ 6.72727273 67.27272727],0
n3,1,0.69312,0.155729,[21 10] ; [21  8],[21.7  9.3] ; [20.3  8.7],0
s8,1,0.713312,0.134992,[23 66] ; [18 59],[21.98192771 67.01807229] ; [19.01807229 57.98192771],0
p11,1,0.778054,0.079443,[58 32] ; [48 29],[57.1257485 32.8742515] ; [48.8742515 28.1257485],0
b4,1,0.79738,0.065915,[52 38] ; [46 31],[52.81437126 37.18562874] ; [45.18562874 31.81437126],0
s5,1,0.826995,0.047767,[19 68] ; [17 56],[19.575 67.425] ; [16.425 56.575],0
a1,1,0.845557,0.037943,[ 3 87] ; [ 3 74],[ 3.23353293 86.76646707] ; [ 2.76646707 74.23353293],0
p1,1,0.872866,0.025606,[ 2 87] ; [ 2 74],[ 2.15757576 86.84242424] ; [ 1.84242424 74.15757576],0
s4,1,0.906742,0.013724,[17 73] ; [14 63],[16.70658683 73.29341317] ; [14.29341317 62.70658683],0
u3,1,0.929296,0.007873,[11 11] ; [22 21],[11.16923077 10.83076923] ; [21.83076923 21.16923077],0
p7,1,0.953374,0.003419,[36 53] ; [30 45],[35.81707317 53.18292683] ; [30.18292683 44.81707317],0
