Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,3e-06,22.014641,[29 72] ; [31 13],[41.79310345 59.20689655] ; [18.20689655 25.79310345],1
v1,1,7.6e-05,15.644953,[34 64] ; [31 13],[44.85915493 53.14084507] ; [20.14084507 23.85915493],1
n6,1,0.004358,8.128404,[77 25] ; [42  2],[83.1369863 18.8630137] ; [35.8630137  8.1369863],0
s6,1,0.009014,6.819964,[51 51] ; [29 10],[57.87234043 44.12765957] ; [22.12765957 16.87234043],0
b3,1,0.013044,6.163178,[16 39] ; [16 12],[21.20481928 33.79518072] ; [10.79518072 17.20481928],0
b2,1,0.013044,6.163178,[16 39] ; [16 12],[21.20481928 33.79518072] ; [10.79518072 17.20481928],0
p6,1,0.014391,5.989515,[28 73] ; [21 22],[34.36805556 66.63194444] ; [14.63194444 28.36805556],0
d1,1,0.015535,5.854712,[36 66] ; [25 19],[42.61643836 59.38356164] ; [18.38356164 25.61643836],0
n4,1,0.017326,5.663071,[63 39] ; [36  8],[69.16438356 32.83561644] ; [29.83561644 14.16438356],0
d4,1,0.031582,4.621047,[68 34] ; [37  7],[73.35616438 28.64383562] ; [31.64383562 12.35616438],0
s8,1,0.033174,4.536802,[30 72] ; [21 23],[35.63013699 66.36986301] ; [15.36986301 28.63013699],0
s7,1,0.0337,4.509859,[33 63] ; [23 20],[38.67625899 57.32374101] ; [17.32374101 25.67625899],0
n2,1,0.034519,4.468816,[25  4] ; [8 6],[22.25581395  6.74418605] ; [10.74418605  3.25581395],0
p8,1,0.04921,3.868159,[43 58] ; [26 17],[48.39583333 52.60416667] ; [20.60416667 22.39583333],0
a3,1,0.062452,3.471028,[55 47] ; [31 13],[60.08219178 41.91780822] ; [25.91780822 18.08219178],0
r4,1,0.068629,3.315513,[63 39] ; [34 10],[67.76712329 34.23287671] ; [29.23287671 14.76712329],0
p7,1,0.069356,3.298192,[51 49] ; [29 14],[55.94405594 44.05594406] ; [24.05594406 18.94405594],0
d5,1,0.074839,3.173573,[68 33] ; [36  8],[72.44137931 28.55862069] ; [31.55862069 12.44137931],0
b1,1,0.088561,2.90034,[43 59] ; [12 32],[38.42465753 63.57534247] ; [16.57534247 27.42465753],0
p3,1,0.109422,2.562556,[41 61] ; [24 20],[45.4109589 56.5890411] ; [19.5890411 24.4109589],0
d2,1,0.114663,2.488744,[30 71] ; [19 25],[34.13103448 66.86896552] ; [14.86896552 29.13103448],0
d3,1,0.121174,2.402078,[52 48] ; [29 15],[56.25 43.75] ; [24.75 19.25],0
p2,1,0.206075,1.598785,[78 23] ; [38  6],[80.8 20.2] ; [35.2  8.8],0
p1,1,0.208533,1.581579,[ 9 93] ; [ 7 37],[11.17808219 90.82191781] ; [ 4.82191781 39.17808219],0
n3,1,0.210414,1.568574,[22  7] ; [8 6],[20.23255814  8.76744186] ; [9.76744186 4.23255814],0
a6,1,0.215759,1.532358,[60 42] ; [21 23],[56.5890411 45.4109589] ; [24.4109589 19.5890411],0
n5,1,0.261688,1.259806,[72 30] ; [35  9],[74.75342466 27.24657534] ; [32.24657534 11.75342466],0
a2,1,0.275331,1.189994,[ 8 94] ; [ 6 38],[ 9.78082192 92.21917808] ; [ 4.21917808 39.78082192],0
r3,1,0.284829,1.143902,[88 13] ; [41  3],[89.85517241 11.14482759] ; [39.14482759  4.85517241],0
s4,1,0.301553,1.067315,[24 78] ; [ 7 37],[21.65753425 80.34246575] ; [ 9.34246575 34.65753425],0
s3,1,0.318673,0.994385,[46 55] ; [24 20],[48.75862069 52.24137931] ; [21.24137931 22.75862069],0
a4,1,0.340879,0.907123,[29 73] ; [16 28],[31.43835616 70.56164384] ; [13.56164384 30.43835616],0
p5,1,0.399515,0.709786,[11 90] ; [ 7 37],[12.53793103 88.46206897] ; [ 5.46206897 38.53793103],0
u3,1,0.502852,0.448913,[23 24] ; [5 8],[21.93333333 25.06666667] ; [6.06666667 6.93333333],0
b4,1,0.557623,0.343836,[62 40] ; [29 15],[63.57534247 38.42465753] ; [27.42465753 16.57534247],0
p9,1,0.584184,0.299519,[94  7] ; [42  2],[94.73103448  6.26896552] ; [41.26896552  2.73103448],0
r2,1,0.595338,0.282085,[82 17] ; [38  6],[83.07692308 15.92307692] ; [36.92307692  7.07692308],0
