Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,200.407422,[332  61] ; [ 36 127],[260.11510791 132.88489209] ; [107.88489209  55.11510791],1
s7,1,0.0,34.445718,[264 116] ; [65 89],[234.11985019 145.88014981] ; [94.88014981 59.11985019],1
s8,1,0.0,27.760845,[251 140] ; [65 98],[223.02527076 167.97472924] ; [92.97472924 70.02527076],1
r2,1,0.009966,6.6409,[387   5] ; [155   8],[382.81801802   9.18198198] ; [159.18198198   3.81801802],0
s5,1,0.011893,6.326706,[182 199] ; [ 58 103],[168.70848708 212.29151292] ; [71.29151292 89.70848708],0
p1,1,0.022326,5.220236,[ 43 347] ; [  8 156],[ 35.90252708 354.09747292] ; [ 15.09747292 148.90252708],0
s4,1,0.049374,3.862588,[ 90 299] ; [ 25 135],[ 81.4845173 307.5154827] ; [ 33.5154827 126.4845173],0
r1,1,0.064246,3.424236,[346  44] ; [136  28],[339.31407942  50.68592058] ; [142.68592058  21.31407942],0
a3,1,0.066582,3.365338,[295  97] ; [111  53],[286.24460432 105.75539568] ; [119.75539568  44.24460432],0
d1,1,0.066624,3.364306,[253 140] ; [92 72],[243.42010772 149.57989228] ; [101.57989228  62.42010772],0
d2,1,0.069968,3.283772,[207 184] ; [73 91],[197.26126126 193.73873874] ; [82.73873874 81.26126126],0
b1,1,0.071292,3.253014,[159 234] ; [ 53 111],[149.57989228 243.42010772] ; [ 62.42010772 101.57989228],0
u4,1,0.082794,3.009183,[ 16 377] ; [  2 162],[ 12.70017953 380.29982047] ; [  5.29982047 158.70017953],0
d4,1,0.111473,2.533208,[337  53] ; [133  31],[330.86642599  59.13357401] ; [139.13357401  24.86642599],0
a2,1,0.149041,2.082041,[112 281] ; [ 37 127],[105.12926391 287.87073609] ; [ 43.87073609 120.12926391],0
a4,1,0.162132,1.954229,[189 203] ; [68 95],[181.52072072 210.47927928] ; [75.47927928 87.52072072],0
u3,1,0.163971,1.937218,[67 29] ; [31 22],[63.1409396 32.8590604] ; [34.8590604 18.1409396],0
n1,1,0.185161,1.755702,[36 42] ; [13 26],[32.66666667 45.33333333] ; [16.33333333 22.66666667],0
p2,1,0.228486,1.45026,[334  58] ; [133  31],[329.25179856  62.74820144] ; [137.74820144  26.25179856],0
s1,1,0.234482,1.413466,[ 18 369] ; [  4 158],[ 15.50819672 371.49180328] ; [  6.49180328 155.50819672],0
a5,1,0.260551,1.265828,[294  99] ; [130  34],[299.15978456  93.84021544] ; [124.84021544  39.15978456],0
n3,1,0.30462,1.05386,[59 19] ; [26 13],[56.66666667 21.33333333] ; [28.33333333 10.66666667],0
n2,1,0.304941,1.05246,[63 15] ; [29 11],[60.81355932 17.18644068] ; [31.18644068  8.81355932],0
v3,1,0.311842,1.022857,[160 217] ; [60 99],[154.73880597 222.26119403] ; [65.26119403 93.73880597],0
p12,1,0.324686,0.969976,[ 45 347] ; [ 14 148],[ 41.74729242 350.25270758] ; [ 17.25270758 144.74729242],0
v4,1,0.347645,0.882034,[386   7] ; [159   5],[384.53321364   8.46678636] ; [160.46678636   3.53321364],0
p7,1,0.391014,0.735785,[257 121] ; [104  58],[252.7 125.3] ; [108.3  53.7],0
u1,1,0.394429,0.725244,[ 87 306] ; [ 31 133],[ 83.2567325 309.7432675] ; [ 34.7432675 129.2567325],0
u2,1,0.423072,0.641765,[57 39] ; [35 18],[59.27516779 36.72483221] ; [32.72483221 20.27516779],0
n5,1,0.434406,0.611014,[310  82] ; [124  39],[306.53693694  85.46306306] ; [127.46306306  35.53693694],0
p11,1,0.446955,0.578363,[311  82] ; [125  39],[307.62657092  85.37342908] ; [128.37342908  35.62657092],0
a1,1,0.447666,0.576554,[ 20 373] ; [ 11 153],[ 21.87253142 371.12746858] ; [  9.12746858 154.87253142],0
r3,1,0.464832,0.534234,[385   6] ; [160   4],[383.95495495   7.04504505] ; [161.04504505   2.95495495],0
p10,1,0.520377,0.413145,[330  59] ; [140  21],[332.41818182  56.58181818] ; [137.58181818  23.41818182],0
b4,1,0.526137,0.401847,[239 154] ; [95 69],[235.65888689 157.34111311] ; [98.34111311 65.65888689],0
b5,1,0.565236,0.330719,[239 154] ; [104  60],[242.00897666 150.99102334] ; [100.99102334  63.00897666],0
v1,1,0.599859,0.275209,[214 165] ; [96 67],[216.77121771 162.22878229] ; [93.22878229 69.77121771],0
d5,1,0.678552,0.171761,[325  65] ; [139  25],[326.64259928  63.35740072] ; [137.35740072  26.64259928],0
a6,1,0.735783,0.113867,[263 127] ; [113  51],[264.69314079 125.30685921] ; [111.30685921  52.69314079],0
a8,1,0.739432,0.110627,[ 57 307] ; [ 21 124],[ 55.77996071 308.22003929] ; [ 22.22003929 122.77996071],0
a7,1,0.746111,0.104828,[292 100] ; [120  44],[290.47482014 101.52517986] ; [121.52517986  42.47482014],0
p4,1,0.751789,0.100034,[256 135] ; [109  54],[257.60830325 133.39169675] ; [107.39169675  55.60830325],0
p3,1,0.781122,0.077205,[213 179] ; [87 77],[211.51079137 180.48920863] ; [88.48920863 75.51079137],0
p5,1,0.790597,0.070509,[ 56 334] ; [ 22 141],[ 55.00904159 334.99095841] ; [ 22.99095841 140.00904159],0
n4,1,0.796959,0.066195,[309  82] ; [128  36],[307.86846847  83.13153153] ; [129.13153153  34.86846847],0
v2,1,0.797911,0.065562,[211 162] ; [93 68],[212.34456929 160.65543071] ; [91.65543071 69.34456929],0
p6,1,0.846851,0.037302,[159 228] ; [68 94],[160.01639344 226.98360656] ; [66.98360656 95.01639344],0
d3,1,0.882322,0.021912,[279 112] ; [116  48],[278.27927928 112.72072072] ; [116.72072072  47.27927928],0
p9,1,0.888458,0.019672,[345  44] ; [143  19],[344.52268603  44.47731397] ; [143.47731397  18.52268603],0
n6,1,0.896231,0.017011,[340  49] ; [144  20],[340.46292948  48.53707052] ; [143.53707052  20.46292948],0
b3,1,0.945444,0.004683,[ 91 146] ; [38 62],[ 90.72106825 146.27893175] ; [38.27893175 61.72106825],0
b2,1,0.945444,0.004683,[ 91 146] ; [38 62],[ 90.72106825 146.27893175] ; [38.27893175 61.72106825],0
p8,1,0.987045,0.000264,[215 174] ; [88 71],[215.08576642 173.91423358] ; [87.91423358 71.08576642],0
