Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,38.507242,[28 39] ; [119  23],[47.12440191 19.87559809] ; [99.87559809 42.12440191],1
d1,1,0.0,36.217368,[12 56] ; [88 54],[32.38095238 35.61904762] ; [67.61904762 74.38095238],1
d5,1,0.0,35.130976,[32 36] ; [121  20],[49.77990431 18.22009569] ; [103.22009569  37.77990431],1
d4,1,0.0,33.227212,[33 34] ; [122  19],[49.92788462 17.07211538] ; [105.07211538  35.92788462],1
a4,1,1e-06,23.569626,[13 55] ; [77 64],[29.28229665 38.71770335] ; [60.71770335 80.28229665],1
d2,1,1.4e-05,18.837738,[18 50] ; [83 59],[32.7047619 35.2952381] ; [68.2952381 73.7047619],1
r1,1,4.1e-05,16.841756,[36 32] ; [114  28],[48.57142857 19.42857143] ; [101.42857143  40.57142857],1
p11,1,5.2e-05,16.385381,[43 25] ; [124  18],[54.07619048 13.92380952] ; [112.92380952  29.07619048],1
p3,1,5.7e-05,16.208895,[21 47] ; [86 56],[34.64761905 33.35238095] ; [72.35238095 69.64761905],1
r4,1,0.000679,11.545702,[46 22] ; [124  18],[55.04761905 12.95238095] ; [114.95238095  27.04761905],1
b3,1,0.001414,10.187505,[ 8 32] ; [48 49],[16.35036496 23.64963504] ; [39.64963504 57.35036496],0
b2,1,0.001414,10.187505,[ 8 32] ; [48 49],[16.35036496 23.64963504] ; [39.64963504 57.35036496],0
r2,1,0.001637,9.918093,[52 15] ; [130  10],[58.90821256  8.09178744] ; [123.09178744  16.90821256],0
s8,1,0.002829,8.914518,[21 47] ; [75 67],[31.08571429 36.91428571] ; [64.91428571 77.08571429],0
n3,1,0.003204,8.687783,[12 14] ; [28  6],[17.33333333  8.66666667] ; [22.66666667 11.33333333],0
p9,1,0.003274,8.648389,[50 18] ; [126  15],[57.26315789 10.73684211] ; [118.73684211  22.26315789],0
p10,1,0.003744,8.404155,[46 22] ; [119  21],[53.94230769 14.05769231] ; [111.05769231  28.94230769],0
n4,1,0.004398,8.111624,[47 21] ; [121  20],[54.66028708 13.33971292] ; [113.33971292  27.66028708],0
n6,1,0.004725,7.981621,[49 19] ; [123  17],[56.23076923 11.76923077] ; [115.76923077  24.23076923],0
r3,1,0.005519,7.701129,[56 12] ; [134   8],[61.52380952  6.47619048] ; [128.47619048  13.52380952],0
s7,1,0.006954,7.284867,[25 38] ; [83 55],[33.85074627 29.14925373] ; [74.14925373 63.85074627],0
v3,1,0.018601,5.538668,[18 49] ; [61 78],[25.69417476 41.30582524] ; [53.30582524 85.69417476],0
n5,1,0.028172,4.817492,[48 20] ; [118  23],[54.00956938 13.99043062] ; [111.99043062  29.00956938],0
a6,1,0.031797,4.609434,[21 47] ; [66 76],[28.17142857 39.82857143] ; [58.82857143 83.17142857],0
s6,1,0.059299,3.556878,[36 30] ; [94 44],[42.05882353 23.94117647] ; [87.94117647 50.05882353],0
s2,1,0.123386,2.373811,[27 41] ; [72 69],[32.21052632 35.78947368] ; [66.78947368 74.21052632],0
b5,1,0.172595,1.860256,[37 31] ; [63 79],[32.38095238 35.61904762] ; [67.61904762 74.38095238],0
u1,1,0.176328,1.828304,[ 2 66] ; [ 11 131],[ 4.20952381 63.79047619] ; [  8.79047619 133.20952381],0
s5,1,0.179291,1.803489,[21 45] ; [57 80],[25.35960591 40.64039409] ; [52.64039409 84.35960591],0
d3,1,0.192111,1.701351,[27 41] ; [70 72],[31.40952381 36.59047619] ; [65.59047619 76.40952381],0
b4,1,0.2219,1.492041,[42 26] ; [75 67],[37.88571429 30.11428571] ; [79.11428571 62.88571429],0
a1,1,0.230889,1.435377,[ 2 66] ; [ 10 132],[ 3.88571429 64.11428571] ; [  8.11428571 133.88571429],0
n1,1,0.251366,1.315698,[ 7 19] ; [14 20],[ 9.1 16.9] ; [11.9 22.1],0
v2,1,0.26562,1.239226,[28 37] ; [72 68],[31.70731707 33.29268293] ; [68.29268293 71.70731707],0
v1,1,0.32539,0.967159,[32 35] ; [76 62],[35.29756098 31.70243902] ; [72.70243902 65.29756098],0
b1,1,0.388286,0.744301,[34 34] ; [62 80],[31.08571429 36.91428571] ; [64.91428571 77.08571429],0
p4,1,0.476224,0.507499,[36 32] ; [82 59],[38.3923445 29.6076555] ; [79.6076555 61.3923445],0
p7,1,0.485588,0.486287,[45 23] ; [100  41],[47.17703349 20.82296651] ; [97.82296651 43.17703349],0
n2,1,0.495103,0.465417,[17  9] ; [25  9],[18.2  7.8] ; [23.8 10.2],0
p12,1,0.558421,0.342446,[ 3 65] ; [  9 131],[ 3.92307692 64.07692308] ; [  8.07692308 131.92307692],0
p1,1,0.648908,0.20728,[ 6 62] ; [ 10 132],[ 5.18095238 62.81904762] ; [ 10.81904762 131.18095238],0
p8,1,0.664013,0.188685,[35 33] ; [76 63],[36.46376812 31.53623188] ; [74.53623188 64.46376812],0
a8,1,0.738934,0.111066,[ 7 56] ; [ 17 116],[ 7.71428571 55.28571429] ; [ 16.28571429 116.71428571],0
p6,1,0.748332,0.102938,[24 43] ; [53 86],[25.04368932 41.95631068] ; [51.95631068 87.04368932],0
s4,1,0.807543,0.059339,[13 55] ; [ 25 116],[12.36363636 55.63636364] ; [ 25.63636364 115.36363636],0
u2,1,0.868024,0.027612,[20 20] ; [12 11],[20.31746032 19.68253968] ; [11.68253968 11.31746032],0
v4,1,0.900476,0.01564,[61  5] ; [131  10],[61.2173913  4.7826087] ; [130.7826087  10.2173913],0
p5,1,0.909799,0.012835,[ 9 59] ; [ 18 124],[ 8.74285714 59.25714286] ; [ 18.25714286 123.74285714],0
u3,1,0.986097,0.000304,[14 26] ; [ 8 15],[13.96825397 26.03174603] ; [ 8.03174603 14.96825397],0
s3,1,0.99423,5.2e-05,[39 28] ; [82 59],[38.97596154 28.02403846] ; [82.02403846 58.97596154],0
