Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,107.799168,[271  58] ; [ 56 103],[220.45696721 108.54303279] ; [106.54303279  52.45696721],1
r3,1,0.329412,0.95121,[299  30] ; [140  19],[295.96516393  33.03483607] ; [143.03483607  15.96516393],0
u3,1,0.354335,0.857872,[50 53] ; [39 31],[52.98843931 50.01156069] ; [36.01156069 33.98843931],0
b4,1,0.397604,0.715559,[198 134] ; [89 71],[193.66666667 138.33333333] ; [93.33333333 66.66666667],0
p8,1,0.48558,0.486306,[115 209] ; [ 51 107],[111.58506224 212.41493776] ; [ 54.41493776 103.58506224],0
d4,1,0.55291,0.352129,[259  71] ; [121  38],[256.44171779  73.55828221] ; [123.55828221  35.44171779],0
s5,1,0.575989,0.312764,[ 80 241] ; [ 35 120],[ 77.55252101 243.44747899] ; [ 37.44747899 117.55252101],0
n3,1,0.593377,0.285102,[60 29] ; [45 26],[58.40625 30.59375] ; [46.59375 24.40625],0
b5,1,0.719253,0.12921,[204 128] ; [101  59],[205.81300813 126.18699187] ; [99.18699187 60.81300813],0
v4,1,0.812324,0.056372,[295  33] ; [141  17],[294.25514403  33.74485597] ; [141.74485597  16.25514403],0
u4,1,0.822265,0.05046,[  5 327] ; [  2 158],[  4.72357724 327.27642276] ; [  2.27642276 157.72357724],0
a7,1,0.830711,0.045706,[228 103] ; [108  51],[226.97142857 104.02857143] ; [109.02857143  49.97142857],0
b1,1,0.850328,0.035608,[117 215] ; [ 55 105],[116.06504065 215.93495935] ; [ 55.93495935 104.06504065],0
u2,1,0.861097,0.030617,[54 47] ; [37 34],[53.43604651 47.56395349] ; [37.56395349 33.43604651],0
s1,1,0.894001,0.017754,[ 13 310] ; [  6 153],[ 12.73236515 310.26763485] ; [  6.26763485 152.73236515],0
d3,1,0.936038,0.00644,[217 114] ; [103  55],[216.60531697 114.39468303] ; [103.39468303  54.60531697],0
