Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,48.750587,[26 57] ; [92 22],[49.71573604 33.28426396] ; [68.28426396 45.71573604],1
a8,1,0.001563,10.002318,[ 1 79] ; [15 88],[ 6.99453552 73.00546448] ; [ 9.00546448 93.99453552],0
n6,1,0.002077,9.480102,[53 31] ; [94 20],[62.36363636 21.63636364] ; [84.63636364 29.36363636],0
v1,1,0.003806,8.374088,[20 61] ; [50 61],[29.53125 51.46875] ; [40.46875 70.53125],0
p3,1,0.009366,6.751762,[16 68] ; [41 73],[24.18181818 59.81818182] ; [32.81818182 81.18181818],0
n1,1,0.011079,6.452668,[ 5 27] ; [12 14],[ 9.37931034 22.62068966] ; [ 7.62068966 18.37931034],0
p7,1,0.013348,6.122449,[25 55] ; [55 57],[33.33333333 46.66666667] ; [46.66666667 65.33333333],0
s6,1,0.01399,6.03945,[33 50] ; [65 48],[41.5 41.5] ; [56.5 56.5],0
a4,1,0.019175,5.48546,[ 8 76] ; [25 88],[14.07106599 69.92893401] ; [18.92893401 94.07106599],0
p11,1,0.02586,4.96536,[46 38] ; [80 34],[53.45454545 30.54545455] ; [72.54545455 41.45454545],0
p5,1,0.032497,4.572084,[ 1 82] ; [  9 103],[ 4.25641026 78.74358974] ; [  5.74358974 106.25641026],0
p4,1,0.039025,4.259799,[22 61] ; [46 67],[28.79591837 54.20408163] ; [39.20408163 73.79591837],0
s2,1,0.068115,3.32786,[26 58] ; [49 63],[32.14285714 51.85714286] ; [42.85714286 69.14285714],0
u3,1,0.069436,3.296309,[32 20] ; [30 37],[27.09243697 24.90756303] ; [34.90756303 32.09243697],0
p10,1,0.082212,3.020626,[47 33] ; [80 33],[52.64248705 27.35751295] ; [74.35751295 38.64248705],0
v2,1,0.095965,2.771351,[25 55] ; [45 59],[30.43478261 49.56521739] ; [39.56521739 64.43478261],0
b1,1,0.108893,2.570219,[26 58] ; [48 66],[31.39393939 52.60606061] ; [42.60606061 71.39393939],0
s7,1,0.151443,2.057657,[17 62] ; [34 76],[21.31746032 57.68253968] ; [29.68253968 80.31746032],0
n2,1,0.155096,2.021402,[17 14] ; [19  7],[19.57894737 11.42105263] ; [16.42105263  9.57894737],0
p8,1,0.166766,1.911775,[21 62] ; [39 74],[25.40816327 57.59183673] ; [34.59183673 78.40816327],0
r4,1,0.175574,1.834692,[56 28] ; [86 28],[60.24242424 23.75757576] ; [81.75757576 32.24242424],0
s3,1,0.176624,1.825806,[38 46] ; [60 49],[42.65284974 41.34715026] ; [55.34715026 53.65284974],0
b3,1,0.258144,1.278684,[ 5 31] ; [16 53],[ 7.2 28.8] ; [13.8 55.2],0
b2,1,0.258144,1.278684,[ 5 31] ; [16 53],[ 7.2 28.8] ; [13.8 55.2],0
v3,1,0.26541,1.240315,[19 59] ; [35 75],[22.40425532 55.59574468] ; [31.59574468 78.40425532],0
a1,1,0.304132,1.05599,[ 1 83] ; [  4 110],[ 2.12121212 81.87878788] ; [  2.87878788 111.12121212],0
s8,1,0.317271,1.000161,[19 65] ; [33 81],[22.06060606 61.93939394] ; [29.93939394 84.06060606],0
s4,1,0.395572,0.721744,[18 66] ; [19 95],[15.6969697 68.3030303] ; [21.3030303 92.6969697],0
p9,1,0.443221,0.58793,[53 27] ; [80 32],[55.41666667 24.58333333] ; [77.58333333 34.41666667],0
d2,1,0.490357,0.475742,[18 66] ; [29 84],[20.04060914 63.95939086] ; [26.95939086 86.04060914],0
r3,1,0.50631,0.441685,[70 14] ; [98 15],[71.63451777 12.36548223] ; [96.36548223 16.63451777],0
b4,1,0.507308,0.439616,[54 30] ; [68 46],[51.75757576 32.24242424] ; [70.24242424 43.75757576],0
d4,1,0.53429,0.386226,[55 28] ; [70 43],[52.93367347 30.06632653] ; [72.06632653 40.93367347],0
s5,1,0.537019,0.381092,[18 64] ; [20 89],[16.31413613 65.68586387] ; [21.68586387 87.31413613],0
a3,1,0.548697,0.359657,[31 52] ; [47 66],[33.03061224 49.96938776] ; [44.96938776 68.03061224],0
