Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.576059,[113  24] ; [ 7 23],[98.44311377 38.55688623] ; [21.55688623  8.44311377],1
r3,1,2.7e-05,17.610476,[122  13] ; [18 12],[114.54545455  20.45454545] ; [25.45454545  4.54545455],1
r1,1,0.000578,11.846582,[88 49] ; [ 9 21],[79.5748503 57.4251497] ; [17.4251497 12.5748503],1
v4,1,0.002136,9.428571,[120  15] ; [20 10],[114.54545455  20.45454545] ; [25.45454545  4.54545455],0
p9,1,0.003615,8.467541,[89 44] ; [11 18],[82.09876543 50.90123457] ; [17.90123457 11.09876543],0
p11,1,0.004052,8.260284,[97 40] ; [13 17],[90.23952096 46.76047904] ; [19.76047904 10.23952096],0
u3,1,0.006641,7.367526,[40 34] ; [ 5 18],[34.32989691 39.67010309] ; [10.67010309 12.32989691],0
p10,1,0.00676,7.33555,[83 51] ; [10 19],[76.45398773 57.54601227] ; [16.54601227 12.45398773],0
a6,1,0.008237,6.981132,[73 64] ; [ 8 22],[66.4491018 70.5508982] ; [14.5508982 15.4491018],0
a7,1,0.013481,6.10485,[91 44] ; [13 17],[85.09090909 49.90909091] ; [18.90909091 11.09090909],0
s2,1,0.025183,5.01124,[57 79] ; [ 6 24],[51.61445783 84.38554217] ; [11.38554217 18.61445783],0
a3,1,0.0272,4.878082,[62 75] ; [ 7 23],[56.60479042 80.39520958] ; [12.39520958 17.60479042],0
p7,1,0.030244,4.695368,[68 63] ; [ 9 21],[62.65217391 68.34782609] ; [14.34782609 15.65217391],0
s7,1,0.048124,3.905644,[44 89] ; [ 4 24],[39.65217391 93.34782609] ; [ 8.34782609 19.65217391],0
s3,1,0.053872,3.716663,[68 66] ; [ 9 20],[63.3006135 70.6993865] ; [13.6993865 15.3006135],0
d5,1,0.063726,3.437659,[84 52] ; [13 17],[79.46987952 56.53012048] ; [17.53012048 12.46987952],0
d1,1,0.092309,2.833636,[44 93] ; [ 5 25],[40.19760479 96.80239521] ; [ 8.80239521 21.19760479],0
p8,1,0.105485,2.620591,[58 78] ; [ 8 22],[54.07228916 81.92771084] ; [11.92771084 18.07228916],0
s6,1,0.105588,2.619048,[67 68] ; [10 20],[63. 72.] ; [14. 16.],0
s5,1,0.137168,2.209445,[ 29 103] ; [ 3 27],[ 26.07407407 105.92592593] ; [ 5.92592593 24.07407407],0
d4,1,0.140754,2.169701,[87 48] ; [15 15],[83.45454545 51.54545455] ; [18.54545455 11.45454545],0
b1,1,0.161735,1.957929,[54 83] ; [16 14],[57.4251497 79.5748503] ; [12.5748503 17.4251497],0
a8,1,0.181482,1.785447,[ 12 118] ; [ 5 23],[ 13.98734177 116.01265823] ; [ 3.01265823 24.98734177],0
p12,1,0.195703,1.674152,[  3 133] ; [ 2 28],[  4.09638554 131.90361446] ; [ 0.90361446 29.09638554],0
a4,1,0.212423,1.554835,[ 21 116] ; [ 2 28],[ 18.86826347 118.13173653] ; [ 4.13173653 25.86826347],0
n6,1,0.216921,1.524628,[102  35] ; [19 11],[99.26347305 37.73652695] ; [21.73652695  8.26347305],0
n1,1,0.229723,1.442576,[14 29] ; [ 2 11],[12.28571429 30.71428571] ; [3.71428571 9.28571429],0
d3,1,0.254554,1.298138,[74 61] ; [13 17],[71.18181818 63.81818182] ; [15.81818182 14.18181818],0
p3,1,0.273468,1.199267,[41 96] ; [ 6 24],[38.55688623 98.44311377] ; [ 8.44311377 21.55688623],0
n2,1,0.313817,1.014542,[29 13] ; [7 6],[27.49090909 14.50909091] ; [8.50909091 4.49090909],0
v3,1,0.319501,0.990987,[ 28 103] ; [ 4 26],[ 26.03726708 104.96273292] ; [ 5.96273292 24.03726708],0
b4,1,0.335175,0.928801,[83 54] ; [21  9],[85.31736527 51.68263473] ; [18.68263473 11.31736527],0
p2,1,0.387901,0.745513,[97 39] ; [19 11],[95.03614458 40.96385542] ; [20.96385542  9.03614458],0
n4,1,0.396853,0.717842,[70 66] ; [18 12],[72.09638554 63.90361446] ; [15.90361446 14.09638554],0
p4,1,0.423108,0.641667,[51 84] ; [ 9 21],[49.09090909 85.90909091] ; [10.90909091 19.09090909],0
b5,1,0.444057,0.585778,[81 56] ; [20 10],[82.85628743 54.14371257] ; [18.14371257 11.85628743],0
p6,1,0.467986,0.526726,[37 99] ; [ 6 23],[ 35.44242424 100.55757576] ; [ 7.55757576 21.44242424],0
s8,1,0.472907,0.515175,[ 36 101] ; [ 6 24],[ 34.45508982 102.54491018] ; [ 7.54491018 22.45508982],0
s1,1,0.571656,0.319919,[  8 127] ; [ 1 29],[  7.36363636 127.63636364] ; [ 1.63636364 28.36363636],0
u2,1,0.584632,0.298807,[37 37] ; [10 13],[35.8556701 38.1443299] ; [11.1443299 11.8556701],0
p1,1,0.692771,0.156102,[ 12 123] ; [ 2 28],[ 11.45454545 123.54545455] ; [ 2.54545455 27.45454545],0
s4,1,0.768313,0.086779,[ 28 106] ; [ 7 23],[ 28.59756098 105.40243902] ; [ 6.40243902 23.59756098],0
p5,1,0.790217,0.070771,[  6 130] ; [ 1 29],[  5.73493976 130.26506024] ; [ 1.26506024 28.73493976],0
n5,1,0.823379,0.049819,[78 57] ; [18 12],[78.54545455 56.45454545] ; [17.45454545 12.54545455],0
v2,1,0.887122,0.020149,[37 91] ; [ 8 21],[36.68789809 91.31210191] ; [ 8.31210191 20.68789809],0
a1,1,0.904163,0.014497,[  4 133] ; [ 1 29],[  4.10179641 132.89820359] ; [ 0.89820359 29.10179641],0
d2,1,0.914022,0.011657,[ 33 103] ; [ 7 23],[ 32.77108434 103.22891566] ; [ 7.22891566 22.77108434],0
b2,1,0.941815,0.005327,[15 55] ; [ 4 14],[15.11363636 54.88636364] ; [ 3.88636364 14.11363636],0
