Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.002074,9.48299,[67 67] ; [ 8 29],[58.77192982 75.22807018] ; [16.22807018 20.77192982],0
s7,1,0.006028,7.542061,[63 65] ; [27  9],[70.24390244 57.75609756] ; [19.75609756 16.24390244],0
p3,1,0.006118,7.515353,[67 66] ; [28  9],[74.32352941 58.67647059] ; [20.67647059 16.32352941],0
s6,1,0.007742,7.092151,[76 54] ; [29  6],[82.72727273 47.27272727] ; [22.27272727 12.72727273],0
s5,1,0.00884,6.854902,[50 81] ; [22 13],[56.81927711 74.18072289] ; [15.18072289 19.81927711],0
b3,1,0.018841,5.516215,[39 48] ; [ 5 21],[33.87610619 53.12389381] ; [10.12389381 15.87610619],0
b2,1,0.018841,5.516215,[39 48] ; [ 5 21],[33.87610619 53.12389381] ; [10.12389381 15.87610619],0
p8,1,0.019452,5.46038,[75 56] ; [29  8],[81.0952381 49.9047619] ; [22.9047619 14.0952381],0
p1,1,0.025531,4.987491,[  7 127] ; [ 6 31],[ 10.1871345 123.8128655] ; [ 2.8128655 34.1871345],0
a8,1,0.060012,3.537046,[ 18 109] ; [ 1 35],[ 14.80368098 112.19631902] ; [ 4.19631902 31.80368098],0
n2,1,0.08599,2.947891,[21 10] ; [12  1],[23.25  7.75] ; [9.75 3.25],0
s1,1,0.087925,2.91196,[  3 130] ; [ 3 34],[  4.69411765 128.30588235] ; [ 1.30588235 35.69411765],0
v1,1,0.110901,2.541329,[76 55] ; [16 21],[71.73809524 59.26190476] ; [20.26190476 16.73809524],0
v2,1,0.125083,2.352491,[74 58] ; [15 21],[69.92857143 62.07142857] ; [19.07142857 16.92857143],0
d3,1,0.155384,2.018583,[62 72] ; [22 15],[65.8245614 68.1754386] ; [18.1754386 18.8245614],0
s3,1,0.1884,1.730083,[77 55] ; [26 11],[80.44970414 51.55029586] ; [22.55029586 14.44970414],0
n1,1,0.206404,1.596473,[10 20] ; [7 6],[11.86046512 18.13953488] ; [5.13953488 7.86046512],0
v3,1,0.217345,1.521813,[60 74] ; [12 24],[56.75294118 77.24705882] ; [15.24705882 20.75294118],0
s2,1,0.238148,1.391524,[65 69] ; [22 15],[68.1754386 65.8245614] ; [18.8245614 18.1754386],0
u2,1,0.246219,1.344632,[19 22] ; [9 5],[20.87272727 20.12727273] ; [7.12727273 6.87272727],0
a5,1,0.25391,1.30166,[93 41] ; [22 15],[90.11695906 43.88304094] ; [24.88304094 12.11695906],0
u3,1,0.277312,1.180215,[17 25] ; [8 6],[18.75 23.25] ; [6.25 7.75],0
p4,1,0.282634,1.15438,[80 52] ; [26 11],[82.79289941 49.20710059] ; [23.20710059 13.79289941],0
p10,1,0.334365,0.931918,[100  31] ; [31  6],[102.14880952  28.85119048] ; [28.85119048  8.14880952],0
d5,1,0.356154,0.851411,[98 35] ; [30  7],[100.14117647  32.85882353] ; [27.85882353  9.14117647],0
r2,1,0.359101,0.841035,[117  14] ; [31  6],[115.4047619  15.5952381] ; [32.5952381  4.4047619],0
p6,1,0.371831,0.797538,[59 70] ; [20 17],[61.39156627 67.60843373] ; [17.60843373 19.39156627],0
