Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,48.479314,[ 7 61] ; [45 20],[26.58646617 41.41353383] ; [25.41353383 39.58646617],1
s6,1,9e-05,15.325723,[31 37] ; [49 13],[41.84615385 26.15384615] ; [38.15384615 23.84615385],1
s7,1,0.000384,12.607945,[18 47] ; [36 25],[27.85714286 37.14285714] ; [26.14285714 34.85714286],1
s8,1,0.000525,12.02452,[17 52] ; [35 30],[26.7761194 42.2238806] ; [25.2238806 39.7761194],1
s4,1,0.017432,5.652332,[ 7 61] ; [17 48],[12.27067669 55.72932331] ; [11.72932331 53.27067669],0
n6,1,0.022917,5.174749,[51 18] ; [58  7],[56.12686567 12.87313433] ; [52.87313433 12.12686567],0
a2,1,0.032169,4.589448,[11 58] ; [ 3 62],[ 7.20895522 61.79104478] ; [ 6.79104478 58.20895522],0
s5,1,0.040403,4.200874,[11 56] ; [20 43],[15.97692308 51.02307692] ; [15.02307692 47.97692308],0
u2,1,0.05039,3.828447,[17 13] ; [11 23],[13.125 16.875] ; [14.875 19.125],0
r2,1,0.057099,3.61971,[59 10] ; [61  3],[62.2556391  6.7443609] ; [57.7443609  6.2556391],0
b5,1,0.061529,3.49568,[46 23] ; [33 32],[40.67910448 28.32089552] ; [38.32089552 26.67910448],0
a6,1,0.089828,2.877447,[48 21] ; [36 29],[43.25373134 25.74626866] ; [40.74626866 24.25373134],0
b3,1,0.096667,2.759688,[15 26] ; [ 7 29],[11.71428571 29.28571429] ; [10.28571429 25.71428571],0
b2,1,0.096667,2.759688,[15 26] ; [ 7 29],[11.71428571 29.28571429] ; [10.28571429 25.71428571],0
r3,1,0.097635,2.743763,[61  7] ; [63  2],[63.39849624  4.60150376] ; [60.60150376  4.39849624],0
b1,1,0.134073,2.244699,[31 38] ; [21 44],[26.7761194 42.2238806] ; [25.2238806 39.7761194],0
n2,1,0.144127,2.133333,[12  4] ; [15  1],[13.5  2.5] ; [13.5  2.5],0
r4,1,0.14788,2.093979,[54 15] ; [57  8],[57.15671642 11.84328358] ; [53.84328358 11.15671642],0
p10,1,0.159247,1.981366,[58 11] ; [58  5],[60.63636364  8.36363636] ; [55.36363636  7.63636364],0
a4,1,0.165343,1.924665,[21 48] ; [13 52],[17.50746269 51.49253731] ; [16.49253731 48.50746269],0
p7,1,0.189034,1.72513,[37 31] ; [42 22],[40.6969697 27.3030303] ; [38.3030303 25.6969697],0
n4,1,0.218996,1.51094,[45 24] ; [48 16],[48.2481203 20.7518797] ; [44.7518797 19.2481203],0
p8,1,0.224761,1.473712,[38 29] ; [30 35],[34.51515152 32.48484848] ; [33.48484848 31.51515152],0
p2,1,0.271788,1.207698,[53 16] ; [54 10],[55.5112782 13.4887218] ; [51.4887218 12.5112782],0
d3,1,0.275449,1.18941,[15 52] ; [20 45],[17.76515152 49.23484848] ; [17.23484848 47.76515152],0
b4,1,0.302044,1.065147,[31 38] ; [35 30],[33.98507463 35.01492537] ; [32.01492537 32.98507463],0
p11,1,0.30396,1.056741,[57 12] ; [49 16],[54.58208955 14.41791045] ; [51.41791045 13.58208955],0
a3,1,0.306473,1.045815,[39 30] ; [31 34],[36.04477612 32.95522388] ; [33.95522388 31.04477612],0
a1,1,0.339537,0.912179,[ 3 66] ; [ 1 64],[ 2.05970149 66.94029851] ; [ 1.94029851 63.05970149],0
n3,1,0.36503,0.820513,[12  4] ; [14  2],[13.  3.] ; [13.  3.],0
v4,1,0.430632,0.621118,[62  7] ; [59  4],[63.25  5.75] ; [57.75  5.25],0
a8,1,0.446876,0.578564,[ 6 59] ; [ 8 51],[ 7.33870968 57.66129032] ; [ 6.66129032 52.33870968],0
v1,1,0.472175,0.516881,[35 33] ; [28 34],[32.95384615 35.04615385] ; [30.04615385 31.95384615],0
n5,1,0.473608,0.513544,[52 16] ; [53 12],[53.68421053 14.31578947] ; [51.31578947 13.68421053],0
p4,1,0.498658,0.457791,[38 31] ; [32 33],[36.04477612 32.95522388] ; [33.95522388 31.04477612],0
a5,1,0.515134,0.423624,[41 28] ; [35 30],[39.13432836 29.86567164] ; [36.86567164 28.13432836],0
p12,1,0.520597,0.412711,[ 5 64] ; [ 3 62],[ 4.11940299 64.88059701] ; [ 3.88059701 61.11940299],0
p3,1,0.58909,0.291767,[34 35] ; [29 36],[32.44029851 36.55970149] ; [30.55970149 34.44029851],0
u3,1,0.637935,0.221453,[15 15] ; [15 19],[14.0625 15.9375] ; [15.9375 18.0625],0
v3,1,0.668713,0.183111,[21 47] ; [22 42],[22.15151515 45.84848485] ; [20.84848485 43.15151515],0
d5,1,0.66872,0.183103,[32 36] ; [33 32],[33.23308271 34.76691729] ; [31.76691729 33.23308271],0
u1,1,0.698059,0.150499,[ 3 66] ; [ 2 63],[ 2.57462687 66.42537313] ; [ 2.42537313 62.57462687],0
n1,1,0.709749,0.138528,[ 5 11] ; [ 6 10],[ 5.5 10.5] ; [ 5.5 10.5],0
